Stimuli,Dosage ,Time point,Cell line,Experiment Type,lncRNA name as in article,NCBI_Gene_symbol,Ensembl_id,Foldchange,Expression,PubMed_ID,Reference
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-425D10.4,RPL7P28,ENSG00000218632,0.462797941,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-276H19.4,NFYCP2,ENSG00000224887,0.433760179,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RHOQP3,RHOQP3,ENSG00000230756,0.435547354,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,ASH2LP1,ASH2LP1,ENSG00000224144,0.427500016,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-449I17.5,CCND3P1,ENSG00000224473,0.130001881,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-427O13.1,MTND5P3,ENSG00000232447,0.377495415,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP5-934G17.6,SBF1P2,ENSG00000224904,0.337933567,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-1217F2.4,MTND4P4,ENSG00000225295,0.429300811,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC098647.1,CNN2P6,ENSG00000213854,0.447145941,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC093662.6,THAP5P1,ENSG00000224324,0.45551591,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CATSPER2P1,CATSPER2P1,ENSG00000205771,0.370056823,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP3-431C21.1,,ENSG00000236190,0.497325384,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP5-875H3.2,SPRING1P2,ENSG00000238188,0.386548469,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-288G3.4,,ENSG00000234115,0.386601117,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,MTX1P1,MTX1P1,ENSG00000236675,0.43486894,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AP004290.1,,ENSG00000236583,0.35487387,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC012363.8,MTCO3P43,ENSG00000227788,0.322409508,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CFLP2,CFL1P2,ENSG00000213478,0.282021433,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-460N20.5,GTF2IP14,ENSG00000226002,0.232011041,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC010677.5,,ENSG00000232383,0.467231752,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,COL11A2P,COL11A2P1,ENSG00000228688,0.304129519,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-318L16.4,SNX25P1,ENSG00000236809,0.367309701,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC087499.8,,ENSG00000264874,0.226417846,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,GAPDHP37,GAPDHP37,ENSG00000231907,0.18928811,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-86H7.1,SLC44A3-AS1,ENSG00000224081,0.232104925,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP4-667H12.3,ST13P19,ENSG00000228110,0.402454651,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP5-891H21.1,,ENSG00000227994,0.419094499,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC007255.7,ZNRF2P2,ENSG00000225264,0.383460358,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-293F5.8,PDE4DIPP10,ENSG00000228823,0.449428588,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP13-150K15.1,TRMT1P1,ENSG00000231093,0.489943421,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,XPOTP1,XPOTP1,ENSG00000214185,0.357479424,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-170D19.3,HSPA8P7,ENSG00000224773,0.385706191,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AP000354.3,KAT7P1,ENSG00000225098,0.350454471,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP5-961K14.1,KAT7P1,ENSG00000232842,0.349938694,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC068137.4,MTND2P22,ENSG00000231954,0.306130196,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,SBF1P1,SBF1P1,ENSG00000248522,0.345022131,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC073072.6,MTCYBP42,ENSG00000228803,0.357117566,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC127383.1,WDR4P2,ENSG00000229462,0.418443535,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC008069.2,,ENSG00000224604,0.314973308,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-315O19.1,IMPDH1P4,ENSG00000237206,0.471899071,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-528N21.3,RPL5P10,ENSG00000234067,0.371764073,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP13-204A15.3,MKRN5P,ENSG00000224430,0.436886464,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RBMY2AP,RBMY2AP,ENSG00000226092,0.271262328,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC127391.4,PABPC1P6,ENSG00000227497,0.34793842,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-184L18.1,MTCL1P1,ENSG00000226554,0.360796749,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-198G23.2,UBE2V1P7,ENSG00000235061,0.491582147,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-183K14.2,ELL2P4,ENSG00000226388,0.38430943,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-130G2.1,,ENSG00000229700,0.403990766,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-572P18.2,,ENSG00000234522,0.474046657,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTA-292E10.7,,ENSG00000224256,0.427110479,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP3-344J20.2,PRDX2P4,ENSG00000213177,0.446768035,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC068492.3,HNRNPKP2,ENSG00000227347,0.211634882,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,LYPLA2P1,LYPLA2P1,ENSG00000228285,0.292105555,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-513D4.3,,ENSG00000226750,0.397331758,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC005037.7,MTND4P23,ENSG00000225796,0.381680001,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-100D1.1,ST13P20,ENSG00000215875,0.417053449,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP13-928P6.3,TPT1P14,ENSG00000235929,0.168934728,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AF127936.6,GAPDHP16,ENSG00000225502,0.49273759,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP13-75G22.1,NCKAP1P1,ENSG00000237752,0.425055798,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC013437.4,MTND4LP12,ENSG00000236300,0.256233508,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,HSPBL3,HSPB1P2,ENSG00000230216,0.383778894,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-342M1.7,,ENSG00000233708,0.481664107,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,GS1-124K5.10,,ENSG00000234500,0.345728973,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC012671.1,MRPL45P1,ENSG00000232508,0.411836138,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC104978.1,,ENSG00000238149,0.27448623,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RHOQP2,RHOQP2,ENSG00000232742,0.384195666,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RPL13AP17,RPL13AP17,ENSG00000231322,0.433571681,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,VDAC1P4,VDAC1P4,ENSG00000235060,0.262109759,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-193H5.2,,ENSG00000243781,0.467731748,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,DDX11L10,DDX11L10, ENSG00000233614,0.413513146,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC073150.6,,ENSG00000235574,0.269041174,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP4-635O5.1,ABCF2P2,ENSG00000228769,0.423289866,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC005324.4,UBE2SP1,ENSG00000233966,0.366058741,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,GOT2L2,GOT2P2,ENSG00000230849,0.175082105,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AP001634.5,PPP6R2P1,ENSG00000233442,0.202125348,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,PHKBP1,PHKBP1,ENSG00000226262,0.469498998,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC092156.1,MTND1P27,ENSG00000223921,0.431656422,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTA-85E5.6,RPS3AP51,ENSG00000225971,0.437574333,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-392E22.3,,ENSG00000243085,0.267904457,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CFLP4,CFL1P4,ENSG00000213026,0.290807962,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-169I5.4,GEMIN7P1,ENSG00000225238,0.443291394,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-42D20.1,,ENSG00000233565,0.475470071,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,OR52E3P,OR52E3P,ENSG00000226157,0.389518281,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC108938.2,ZBTB45P2,ENSG00000226065,0.371938712,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-344N17.9,,ENSG00000225055,0.331521667,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,OR52Y1P,OR52Y1P,ENSG00000231070,0.22081725,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC125232.1,ANAPC1P2,ENSG00000231259,0.446703673,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC018804.7,NOC2LP1,ENSG00000213225,0.352049617,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC004994.2,NPM1P13,ENSG00000232492,0.380986053,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC012493.1,RALBP1P2,ENSG00000238029,0.454702596,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP5-1024N4.1,SKINT1L,ENSG00000242267,0.293347851,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,BX842568.2,TFDP1P2,ENSG00000223723,0.415680586,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AL445989.1,,ENSG00000285576,0.429896443,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-321E8.1,YWHAEP1,ENSG00000232727,0.218974106,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-637B23.3,HMGB1P15,ENSG00000238190,0.403794668,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC079090.1,RPL5P32,ENSG00000228992,0.40457657,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,KB-67B5.12,,ENSG00000233995,0.343642541,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-715L17.1,,ENSG00000233918,0.403241578,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC083899.3,,ENSG00000204745,0.37889318,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC009517.2,,ENSG00000224469,0.455422723,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP6-29D12.2,MPV17L2P1,ENSG00000234413,0.395100282,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,GAPDHP28,GAPDHP28,ENSG00000213449,0.349922286,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-343L14.2,PKMP1,ENSG00000236480,0.184824756,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-217F17.1,RPL7P45,ENSG00000225823,0.45893201,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,LA16c-60G3.7,,ENSG00000213727,0.495392429,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC107983.5,SRP68P2,ENSG00000227689,0.455943252,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP6-159A1.2,RBMXP5,ENSG00000217835,0.363211855,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-68I18.2,RPS29P29,ENSG00000233717,0.453842844,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC010878.3,,ENSG00000225402,0.433137684,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-33B1.2,GTF2IP12,ENSG00000283050,0.385682955,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP3-336K20__B.2,,ENSG00000236512,0.439424112,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-215K18.4,,ENSG00000230781,0.432390923,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-101G11.2,,ENSG00000235485,0.184188836,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,GPR53P,GPR53P,ENSG00000229281,0.27243066,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC090774.3,ABHD17AP6,ENSG00000226981,0.268791048,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,LA16c-306E5.1,,ENSG00000240311,0.48987209,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-367E12.2,GYG1P1,ENSG00000251633,0.353004609,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-508K19.1,RPL3P9,ENSG00000240540,0.409213357,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,TCAM1,TCAM1P,ENSG00000240280,0.333978602,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-874G11.1,,ENSG00000244712,0.447847889,Downregulation,23220233,Table S3
