level_0,index,Accession,Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Cntrol 3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- C1,normalized Abundances (by Bio. Rep.): Sample- C2,normalized Abundances (by Bio. Rep.): Sample- C3
91,91,XP_011526286.2,False,High,Master Protein,428654281643850240,2249,ILF3#3609#interleukin enhancer-binding factor 3 isoform X1 [Homo sapiens],0,308.806,0,53,36,937,0,36,1,898,95.7,8.81,4874,1423.74,52,48,450,487,35,33,0,16684.7,15585.6,16210.7,16974.0,15955.4,16412.3,17337.1,16430.7,17141.4,18095.0,16947.0,17754.2,15764.010764963958,13788.174080458486,14958.87487886607,16982.768560061475,15285.384070765209,15847.493788601912,16596.440686353344,14615.612413073712,15458.226144935828,18095.0,15722.57477403451,16681.961564524758
92,92,NP_006816.2,False,High,Master Protein,8369123714013872128,4167,CKAP4#10970#cytoskeleton-associated protein 4 [Homo sapiens],0,306.921,0,67,36,670,34,35,1,602,66.0,5.92,3364,975.11,65,67,310,360,35,36,1,11283.3,12146.0,9158.3,11399.1,12234.8,9540.6,12206.2,13087.2,10000.5,11834.8,12848.3,9698.4,10660.668916091858,10745.249613826145,8451.076375672805,11956.732648356552,12174.94558423673,9245.61947290848,11145.545365135527,11207.43414464534,8985.989310357158,11834.8,11920.006931564738,9112.679593413779
93,93,NP_005557.1,False,High,Master Protein,2726683976815450624,2810,LDHA#3939#L-lactate dehydrogenase A chain isoform 1 [Homo sapiens],0,304.502,0,63,27,1333,0,25,1,332,36.7,8.27,10411,2179.66,63,62,652,681,27,23,2,29121.1,27689.7,24542.9,23964.1,23073.3,20787.6,25496.7,24087.2,21328.9,29716.7,28514.3,24539.3,27514.149723254952,24496.35585641049,22647.64447337389,24975.60463660701,22408.181221088314,19718.903372403147,23431.057161060457,21135.816707232265,19579.182796467772,29716.7,26454.134293931213,23057.285567377992
94,94,NP_003312.3,False,High,Master Protein,-4535556334998408192,1089,"TUFM#7284#elongation factor Tu, mitochondrial isoform 1 precursor [Homo sapiens]",0,303.297,0,65,27,891,4,27,1,455,49.8,7.61,6162,1373.12,65,63,440,451,27,24,0,11191.8,9032.8,11415.5,11355.3,9342.0,11904.2,12326.3,9930.3,12615.2,12788.8,10377.2,13326.6,10574.218036843551,7991.082719559427,10533.970536725474,12074.378073719696,9238.099985875206,11662.95072992701,11102.71962564794,8557.544853963838,11212.189374709522,12788.8,9627.444559220567,12521.75986447126
95,95,NP_001352542.1,False,High,Master Protein,3945672141617060864,3104,RRBP1#6238#ribosome-binding protein 1 isoform 1 [Homo sapiens],0,302.97,0,53,45,400,11,45,1,1410,152.4,8.6,1657,523.49,50,48,198,202,43,39,0,10181.8,12056.6,4352.6,9724.0,11500.8,4333.6,9137.9,10675.1,4011.1,9678.8,11503.8,4155.2,9619.95150087865,10666.159764042179,4016.482866116359,8951.141818700115,9930.98306790494,3708.3250105277934,9507.705268887707,10535.068706536855,4081.680740767224,9678.8,10672.647411668037,3904.2528918742196
96,96,NP_006752.1,False,High,Master Protein,8288854614025876480,4142,YWHAE#7531#14-3-3 protein epsilon [Homo sapiens],0,298.463,0,78,25,1527,2,22,1,255,29.2,4.74,7950,2142.82,78,76,744,783,25,22,3,27128.5,23755.1,23937.1,26148.1,23214.3,23188.2,24454.7,21685.4,21551.2,24596.8,21593.1,21734.3,25631.50467418202,21015.517791981016,22088.62565237189,23954.900779584554,20173.80073448921,19924.423217293657,25566.477595783897,21264.976825452017,21840.231990275646,24596.8,20032.992821927455,20421.689359805026
97,97,NP_001276052.1,False,High,Master Protein,518987632021079936,2278,TUBB4A#10382#tubulin beta-4A chain isoform 1 [Homo sapiens],0,298.434,0,68,25,1039,0,2,1,495,54.4,5.02,4583,1594.54,68,68,505,534,24,22,2,48.1,543.0,184.6,57.5,497.5,163.8,56.8,489.2,176.6,59.0,531.5,217.2,45.4457627523879,480.3779466744275,170.34479094910625,55.63913539239502,455.099897595254,163.26947641774285,56.22100503507231,455.7245305980528,154.27803796789536,59.0,493.09898462260827,204.08252986982106
98,98,XP_005249786.1,False,High,Master Protein,1074215629290594560,2426,HNRNPA2B1#3181#heterogeneous nuclear ribonucleoproteins A2/B1 isoform X1 [Homo sapiens],0,295.277,0,63,27,1555,1,23,1,353,37.4,8.95,6484,2207.82,63,63,695,860,27,23,5,23743.2,26753.8,21826.8,24707.5,27599.8,22600.5,25416.3,28651.8,23088.6,26879.9,30628.8,24353.1,22433.011105665206,23668.38952069668,20141.287557356187,24896.847832283973,26654.601892722196,21345.773687535093,24157.921424418244,25282.22291376912,21286.695952951275,26879.9,28415.861110458973,22882.330838732687
99,99,NP_064505.1,False,High,Master Protein,6400995593712089088,3708,UGGT1#56886#UDP-glucose:glycoprotein glucosyltransferase 1 precursor [Homo sapiens],0,293.968,0,42,45,374,0,43,1,1555,177.1,5.63,2096,556.45,42,40,182,192,45,43,2,5101.8,5510.6,4854.1,5079.1,5483.5,4656.0,5744.9,6184.6,5350.7,5395.7,6036.2,5124.2,4820.274270480927,4875.084185900738,4479.255957454262,5627.487128798771,5753.497192697482,4946.806271055587,4966.123594324101,5023.046157858136,4385.33910121197,5395.7,5600.082955745979,4814.731581763062
100,100,XP_005245768.1,False,High,Master Protein,-4912222715256497152,990,HNRNPR#10236#heterogeneous nuclear ribonucleoprotein R isoform X2 [Homo sapiens],0,290.338,0,48,30,844,0,3,1,633,70.9,8.13,4528,1347.76,48,46,370,474,29,27,23,12906.7,11554.1,9075.1,13466.0,12007.7,9375.9,13433.1,12150.8,9394.1,14105.0,12673.8,9848.2,12194.48702944376,10221.611111732971,8374.30125862532,13158.557564077142,11303.818143296017,8684.993139387985,13166.470500909281,10999.403911682894,8830.863590861965,14105.0,11758.114602652893,9253.432645782561
101,101,NP_006077.2,False,High,Master Protein,-6496925005546959872,616,TUBB3#10381#tubulin beta-3 chain isoform 1 [Homo sapiens],0,287.567,0,62,24,924,2,9,1,450,50.4,4.93,5568,1428.13,62,62,459,465,24,22,2,1841.5,3207.4,2245.9,1413.3,2577.3,1841.4,1431.4,2659.8,1731.5,1556.9,2873.5,1909.5,1739.882996019175,2837.503178938414,2072.4667713575177,1402.1453943780677,2474.3963769907127,1600.798971785514,1381.863415931612,2360.882075799722,1734.3564048478784,1556.9,2665.888866064092,1794.1785947809547
102,102,NP_002131.2,False,High,Master Protein,-1576452256134887168,1782,HNRNPK#3190#heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens],0,286.996,0,65,28,966,0,2,1,464,51.0,5.33,4760,1452.0,65,65,454,512,28,27,30,15473.4,14622.4,11865.6,16157.6,14812.5,12283.3,15842.1,14782.5,12263.5,16177.9,15013.2,12386.8,14619.552294652784,12936.056146320716,10949.312846618175,15518.323007039811,13752.07325470532,11337.79855067378,15798.20019051625,13568.682632127955,11569.251671373924,16177.9,13928.492334781078,11638.717684122927
103,103,NP_112420.1,False,High,Master Protein,8372900262212064256,4168,HNRNPA1#3178#heterogeneous nuclear ribonucleoprotein A1 isoform b [Homo sapiens],0,283.57,0,50,22,877,0,17,1,372,38.7,9.13,5254,1460.88,50,49,420,457,22,17,1,21466.3,13552.9,13119.3,22341.1,14111.0,13680.1,22421.7,13927.3,13781.6,23650.3,14344.6,14247.0,20281.754198993436,11989.897372898431,12106.199436070474,21963.450739923654,12956.485698647548,12741.305867490175,21844.15818415746,12926.08814325452,12884.853401737515,23650.3,13308.198861368706,13386.573678891993
104,104,XP_016858683.1,False,High,Master Protein,8961190954250988544,4308,IMMT#10989#MICOS complex subunit MIC60 isoform X1 [Homo sapiens],0,282.857,0,57,37,363,0,37,1,758,83.6,6.48,1584,543.15,55,56,173,190,36,33,0,6969.8,6553.6,5357.9,6995.5,6470.1,5416.1,7412.0,6947.0,5750.4,7761.5,7385.7,6140.4,6585.194952839775,5797.799100047014,4944.151437845158,7260.515343810421,6462.753451746176,5316.335204941044,6839.8963603973625,5926.800573713491,5101.253244431734,7761.5,6852.0812243221035,5769.559698032455
105,105,NP_006000.2,False,High,Master Protein,-806880739347862400,1963,TUBA1A#7846#tubulin alpha-1A chain isoform 1 [Homo sapiens],0,282.481,0,75,26,1313,0,2,1,451,50.1,5.06,11045,2246.44,75,75,595,718,26,26,3,1050.5,933.1,1350.0,800.3,704.2,1158.1,849.8,678.9,1229.0,900.9,818.3,1278.7,992.531679238742,825.4892486959637,1245.7500963233663,832.4319939517128,631.5766976235035,1136.2298217293655,782.4986144272759,645.0677677329625,1090.7777519573845,900.9,759.177608874281,1201.4748201866494
106,106,NP_001269633.1,False,High,Master Protein,-9165754455413115904,17,PDIA6#10130#protein disulfide-isomerase A6 isoform a [Homo sapiens],0,281.648,0,49,18,734,0,18,1,492,53.9,5.33,5143,1480.45,49,47,322,412,18,16,0,8922.0,9365.5,12687.3,8432.4,8654.4,11787.2,8960.4,9415.7,12915.3,8864.8,9431.6,12855.2,8429.669340474113,8285.413737715195,11707.559405246997,8777.26952059888,8759.370616900314,11940.39789795059,8244.834832308587,7927.683171070931,11101.990776161027,8864.8,8750.164408968189,12078.829364560424
107,107,NP_001257376.1,False,High,Master Protein,4156195419215823872,3155,"ACADVL#37#very long-chain specific acyl-CoA dehydrogenase, mitochondrial isoform 3 [Homo sapiens]",0,279.889,0,60,36,463,0,36,1,678,72.9,8.75,2920,739.3,60,60,221,242,36,36,0,4142.0,5579.1,7820.9,3974.4,5249.2,7454.9,4525.2,6495.2,9101.4,5148.3,7202.7,9893.6,3913.437615808538,4935.6843504443805,7216.953280248456,4432.715061226513,6042.446555316218,8414.387387703538,3885.995868024198,4808.420514603616,7021.534464266562,5148.3,6682.303022655241,9296.090780479106
108,108,NP_001339990.1,False,High,Master Protein,-3622804810067189248,1282,GSN#2934#gelsolin isoform b [Homo sapiens],0,279.77,0,57,35,496,2,35,1,731,80.6,5.85,2580,767.9,57,52,243,253,35,30,0,10494.0,11876.0,12149.1,10363.0,11740.5,12101.2,10031.0,11330.4,11721.1,9666.9,10875.8,11160.7,9914.923790510573,10506.387651391346,11210.920366846081,9825.9888577661,10540.604823616652,10836.341223329591,10132.491742233988,10754.640907510431,11397.737442351008,9666.9,10090.020577532574,10486.66616536884
109,109,XP_024308601.1,False,High,Master Protein,-6568070672358433792,602,HDLBP#3069#vigilin isoform X1 [Homo sapiens],0,279.73,0,36,33,434,0,33,1,1268,141.4,6.87,1944,677.61,36,34,209,225,33,32,0,4414.6,4550.7,6152.7,4033.1,4151.2,5540.2,3881.2,3892.9,5275.0,3976.6,4044.4,5334.3,4170.995098683818,4025.885675748282,5677.575272332427,3801.87697684795,3621.542091881775,4876.820430937676,3943.390180990437,3802.6204450625864,5218.139108362233,3976.6,3752.1910318112455,5012.1429055459785
110,110,NP_060918.2,False,High,Master Protein,-8533826193911874560,171,CAND1#55832#cullin-associated NEDD8-dissociated protein 1 isoform 1 [Homo sapiens],0,279.07,0,44,35,307,2,35,1,1230,136.3,5.78,1707,499.84,42,43,150,157,34,34,0,3635.4,3440.8,4652.3,3477.2,3310.8,4362.3,3370.6,3196.7,4036.2,3149.3,3109.9,4019.6,3434.7926384621824,3043.986075354273,4293.039387500146,3301.712495662089,2973.87130548395,3731.530355137563,3399.855281877451,3032.7894993045898,4108.712362804334,3149.3,2885.2089036271864,3776.8422516792484
111,111,NP_001091868.1,False,High,Master Protein,-1166114306662382592,1872,COPA#1314#coatomer subunit alpha isoform 1 [Homo sapiens],0,275.817,0,47,39,296,0,39,1,1233,139.2,7.59,912,401.74,46,38,147,149,38,33,0,4612.1,3784.5,4209.7,4480.1,3652.8,4066.8,4168.3,3420.2,3717.3,4043.6,3383.2,3673.2,4357.596723290816,3348.0485067944214,3884.6179114759075,4083.1092967626796,3181.7920477417983,3436.702291549692,4380.447385350043,3346.071488178025,3830.390261342105,4043.6,3138.762906444418,3451.3625631575815
112,112,NP_908932.1,False,High,Master Protein,-9169618704545617920,16,ALDOA#226#fructose-bisphosphate aldolase A isoform 1 [Homo sapiens],0,275.625,0,84,31,788,1,26,1,364,39.4,8.09,3165,1069.29,84,80,352,436,31,27,5,17242.5,16510.3,16416.0,15506.8,14913.9,14797.4,15457.8,14560.7,14740.2,15937.3,15055.6,15354.5,16291.030441955267,14606.23206810092,15148.321171292135,15141.877237122602,13545.73401250044,13627.546638124652,15161.87618918016,13661.567993741306,13937.202924457475,15937.3,13967.828923582581,14427.187867800036
113,113,NP_005262.1,False,High,Master Protein,-3779865839115366400,1248,"GLUD1#2746#glutamate dehydrogenase 1, mitochondrial isoform a precursor [Homo sapiens]",0,274.65,0,55,28,738,1,28,1,558,61.4,7.8,3695,1136.35,55,54,339,399,27,27,0,16215.8,13916.0,10100.4,16880.4,14388.6,10403.7,18077.2,15774.1,10983.2,18603.7,16068.5,11514.0,15320.985439504608,12311.122478676489,9320.425387336689,17707.74257597541,14674.55293266005,10154.141072431219,16504.92266772234,13180.377851182197,9798.915895034144,18603.7,14907.546631059984,10818.629138679189
114,114,NP_001407.1,False,High,Master Protein,-1612190288293860864,1772,EIF4A1#1973#eukaryotic initiation factor 4A-I isoform 1 [Homo sapiens],0,272.916,0,75,25,631,2,14,1,406,46.1,5.48,3470,917.27,75,71,310,321,25,23,13,10059.6,13108.1,10820.3,9799.1,12680.6,10616.0,8420.6,10990.9,9192.7,8434.4,11016.8,9045.3,9504.494698210423,11596.394406635476,9984.733160924237,8248.501821922562,10224.76996009746,8498.795673076924,9581.134790246559,11615.799965229486,9998.874548639664,8434.4,10220.833290292287,8499.022594067645
115,115,NP_001290043.1,False,High,Master Protein,-7561791203154465792,376,TUBA1C#84790#tubulin alpha-1C chain isoform a [Homo sapiens],0,271.844,0,64,26,1251,0,3,1,519,57.7,5.07,10671,2135.43,64,64,572,679,26,26,26,24867.1,28731.6,26574.4,17933.4,19945.6,18996.7,16904.1,18699.6,17873.9,19323.6,22242.6,20710.6,23494.89245197308,25418.097629228327,24522.267673878272,16558.618108918745,17396.128464988167,16524.70155460416,17534.500377321147,18270.752155771905,17892.390743984844,19323.6,20635.566275384434,19459.814194852283
116,116,NP_005989.3,False,High,Master Protein,6942352143814959104,3826,CCT3#7203#T-complex protein 1 subunit gamma isoform a [Homo sapiens],0,267.93,0,70,34,371,2,34,1,545,60.5,6.49,2191,591.58,70,61,188,183,34,28,0,7371.3,7115.1,9402.9,7387.9,6986.2,9177.7,6955.4,6564.8,8491.9,6510.0,6049.0,7757.3,6964.5395213446345,6294.543514517899,8676.787837569616,6813.247223737048,6107.195028073024,7850.895055446379,7223.568053888882,6399.563247566063,8644.185281184085,6510.0,5611.958152365301,7288.809433513642
117,117,NP_001095868.1,False,High,Master Protein,-1926666985468568320,1695,HNRNPR#10236#heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens],0,265.54,0,48,28,833,0,1,1,636,71.2,8.13,4395,1325.2,48,46,364,469,27,26,0,124.8,27.9,111.3,133.3,34.6,103.1,131.9,29.6,109.4,141.8,23.7,111.7,117.913330384574,24.682402784929145,102.70517460799309,129.20425982846663,27.536706804618806,101.14201993262213,130.3349560204372,31.69461057023644,97.1066282935898,141.8,21.987668740462496,104.95404505736195
118,118,NP_036205.1,False,High,Master Protein,7379954125319751680,3939,CCT5#22948#T-complex protein 1 subunit epsilon isoform a [Homo sapiens],0,265.079,0,76,33,482,0,32,1,541,59.6,5.66,2440,780.75,73,71,237,245,32,28,1,6895.6,8745.2,9390.7,7051.1,8789.2,9421.4,6501.8,8184.2,8547.8,5955.1,7656.0,8340.6,6515.089431088691,7736.6504958696205,8665.52994781025,6368.917790392147,7613.7133726473385,7902.575484278495,6894.259627874754,8051.163908205842,8873.718601408602,5955.1,7102.851977931682,7836.881899780064
119,119,NP_001129172.1,False,High,Master Protein,-9142633453092604928,22,YWHAZ#7534#14-3-3 protein zeta/delta [Homo sapiens],0,265.001,0,73,20,1304,16,16,1,245,27.7,4.79,7268,2102.56,73,73,588,716,20,20,0,21582.9,22490.9,21121.5,21356.9,22412.9,20625.4,19805.4,20753.1,19158.8,19737.6,20609.3,19166.9,20391.920018888002,19897.1130034252,19490.452340365915,19400.6220440236,19306.487499558596,17712.611805165638,20881.850129278886,20530.871018776077,19426.41174788174,19737.6,19120.272631764292,18009.3436545206
120,120,NP_110379.2,False,High,Master Protein,-3959572878681588736,1215,TCP1#6950#T-complex protein 1 subunit alpha isoform a [Homo sapiens],0,264.838,0,71,29,556,10,29,1,556,60.3,6.11,3488,899.99,71,71,263,293,29,29,0,8081.6,7059.2,7210.7,7924.9,6930.8,7293.4,7549.2,6601.0,6730.6,7096.4,6182.4,6350.1,7635.64399708312,6245.090241554546,6653.874236710295,7394.911283525854,6140.871676259754,6222.545515160024,7748.623353085992,6348.815229485396,6869.42272353509,7096.4,5735.719967132292,5966.595179218927
121,121,NP_005909.2,False,High,Master Protein,-2262993958771163136,1626,"MDH2#4191#malate dehydrogenase, mitochondrial isoform 1 precursor [Homo sapiens]",0,262.31,0,78,20,762,0,20,1,338,35.5,8.68,6628,1372.6,78,78,357,405,20,20,0,14605.1,12634.2,14261.2,15296.3,13158.0,14800.0,16765.1,14635.9,16613.9,17525.6,14917.1,16844.8,13799.1665192287,11177.147428865657,13159.919461990217,16422.45895716623,13615.692132490552,15359.811745508145,14956.058422921331,12053.112308762169,13939.651782202998,17525.6,13839.335585162578,15827.483421506271
122,122,NP_057535.1,False,High,Master Protein,-469021931412063744,2032,COPB1#1315#coatomer subunit beta [Homo sapiens],0,261.148,0,46,33,315,33,33,1,953,107.1,6.05,1393,497.19,46,42,158,157,33,30,0,4121.7,4053.6,4391.5,3993.7,3925.5,4232.3,3761.5,3723.4,4027.1,3689.2,3613.8,4066.9,3894.2578032539955,3586.1142626877704,4052.378924447454,3684.6233763819346,3463.85723365938,3723.11726207187,3904.866570583796,3595.872652990264,3986.2694755282264,3689.2,3352.7019955393826,3821.2856387089105
123,123,XP_011526432.1,False,High,Master Protein,3406961842154121216,2971,PRKCSH#5589#glucosidase 2 subunit beta isoform X1 [Homo sapiens],0,255.909,0,51,25,666,1,25,1,535,60.2,4.41,2794,878.45,51,50,303,363,24,21,0,19613.1,20010.4,14995.9,21168.3,20974.6,15856.9,23855.2,24063.3,17979.1,22586.4,22748.0,17051.4,18530.816828250707,17702.679307797356,13837.884347744866,23367.65321501165,22385.947190931878,16621.96060850646,20697.445232763846,19213.346210013908,14935.112455757751,22586.4,21104.45099190046,16021.606122570292
124,124,NP_002620.1,False,High,Master Protein,-7575182119282234368,371,PGAM1#5223#phosphoglycerate mutase 1 isoform 1 [Homo sapiens],0,255.741,0,81,20,512,5,14,1,254,28.8,7.18,2100,887.95,81,81,235,277,20,18,8,7371.4,7171.1,7705.0,6848.9,6570.3,7144.8,6772.6,6495.7,6912.2,6870.9,6627.7,7115.1,6964.634003179878,6344.085254874746,7110.003327534472,6634.183245748848,6042.91170239062,6390.43757018529,6696.5572414731605,6018.586700278164,6729.4610846948635,6870.9,6148.8469245216575,6685.394144920645
125,125,NP_036565.2,False,High,Master Protein,-3283541064302857216,1363,SF3B1#23451#splicing factor 3B subunit 1 isoform 1 [Homo sapiens],0,255.664,0,36,33,368,29,33,1,1304,145.7,7.09,1499,543.51,34,35,175,193,31,31,0,6191.4,4535.5,4681.6,5983.9,4510.1,4627.8,6320.0,4800.7,4880.9,6454.6,4812.4,5008.4,5849.748347300092,4012.438631937138,4320.076778479609,6190.833374646771,4466.063120166672,4512.468785092645,5850.7977744238115,4131.383327538248,4358.778413356692,6454.6,4464.702828970536,4705.9251500921355
126,126,NP_064502.9,False,High,Master Protein,-2651873567954206720,1525,"LARS1#51520#leucine--tRNA ligase, cytoplasmic isoform 1 [Homo sapiens]",0,253.97,0,34,33,388,0,33,1,1176,134.4,7.3,2891,631.67,32,34,185,203,32,32,0,7086.9,6035.7,5581.3,7008.9,6066.5,5516.7,6828.8,5937.1,5334.0,6711.9,5653.0,5253.3,6695.833181910557,5339.626469139672,5150.300009340448,6689.234643795548,5523.249390868321,4931.366858506458,6852.998298962058,5557.091185674548,5196.005201816167,6711.9,5244.569256955042,4936.034779765797
127,127,XP_011543629.1,False,High,Master Protein,6713486079386730496,3784,SERPINH1#871#serpin H1 isoform X1 [Homo sapiens],0,251.047,0,56,21,381,21,21,1,418,46.4,8.69,2136,693.04,56,52,184,197,21,18,0,7308.5,6203.7,6384.0,7204.7,6246.4,6137.3,7736.2,6782.5,6652.1,7640.1,6524.2,6546.5,6905.204928811371,5488.251690210213,5891.01378883583,7578.089422933916,6309.720064267805,6149.971031021899,7044.443043064095,5721.884840055633,5780.528708305031,7640.1,6052.824826857613,6151.1338940735895
128,128,NP_001171725.1,False,High,Master Protein,8956218171446358016,4305,ESYT1#23344#extended synaptotagmin-1 isoform 1 [Homo sapiens],0,250.916,0,44,31,296,0,31,1,1114,123.9,5.78,1935,524.57,41,37,148,148,29,26,0,3155.5,4189.1,4631.5,2986.3,3905.6,4432.2,3152.2,4075.6,4720.0,3283.9,4249.3,4860.4,2981.374311125988,3705.9875808726415,4273.845608238275,3087.776101829359,3791.5068328683915,4363.714205502527,2919.8745623693294,3577.643671766342,4174.548961424332,3283.9,3942.2869526939785,4566.863389407358
129,129,NP_006421.2,False,High,Master Protein,-7224600777690592256,438,CCT4#10575#T-complex protein 1 subunit delta isoform a [Homo sapiens],0,250.018,0,63,28,393,2,27,1,539,57.9,7.83,2610,661.72,63,59,188,205,28,27,0,5979.3,6794.0,6562.0,5743.1,6581.3,6212.5,5332.4,5990.5,5730.3,5042.1,5659.1,5416.1,5649.352374747463,6010.474714007478,6055.268245980689,5223.41770363393,5572.927098414491,5297.752438938799,5615.353982903022,6028.663021557719,5851.357209252441,5042.1,5250.228530343938,5089.002716519051
130,130,NP_001145.1,False,High,Master Protein,7061207721996528640,3857,ANXA5#308#annexin A5 [Homo sapiens],0,249.759,0,76,27,924,14,26,1,320,35.9,5.05,6745,1459.2,76,76,461,463,26,24,1,23955.6,20795.9,21835.5,23630.3,20679.2,21240.1,22169.4,19448.6,19935.2,21546.8,18688.6,19092.0,22633.690523723566,18397.59068369563,20149.315724643606,21716.307186059195,18092.918782442877,18430.405811341945,23104.682004874245,18942.751182197495,20005.37823102499,21546.8,17338.343714050945,17938.967128336208
131,131,NP_733765.1,False,High,Master Protein,1473642583666427136,2515,ATP2A2#488#sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform b [Homo sapiens],0,249.401,0,30,26,363,0,26,1,1042,114.7,5.34,2491,605.78,30,28,175,188,26,23,0,4755.8,4721.6,5216.9,4683.3,4558.3,5247.7,4789.3,4614.3,5452.1,4821.8,4683.3,5298.2,4493.367120536515,4177.07645123016,4814.0397611180515,4691.417449556294,4292.656290829478,5040.5521652161715,4579.127528360942,4175.535935326843,4942.642611990991,4821.8,4344.930338067848,4978.2231112167865
132,132,XP_005252022.1,False,High,Master Protein,6189837904598166528,3667,HNRNPK#3190#heterogeneous nuclear ribonucleoprotein K isoform X3 [Homo sapiens],0,248.893,0,63,27,931,0,1,1,440,48.5,5.54,4608,1351.34,63,63,435,496,27,27,0,153.7,218.6,244.1,172.6,247.3,267.7,146.5,239.9,271.4,147.6,233.0,252.8,145.21858077010435,193.38972217869218,225.2500729722472,143.50586857369493,223.17756629824498,250.91356681639527,168.7607907661475,226.53402294853964,252.13816095241503,147.6,216.16568846108697,237.53252095345658
133,133,NP_005959.2,False,High,Master Protein,5778599060552415232,3564,HNRNPM#4670#heterogeneous nuclear ribonucleoprotein M isoform a [Homo sapiens],0,247.012,0,56,33,422,0,33,1,730,77.5,8.7,3048,547.19,56,54,221,201,33,30,0,9382.0,9918.0,11364.2,9891.6,10573.9,12059.8,9558.0,10189.6,11675.5,9869.5,10531.5,12186.8,8864.285782596742,8774.196086771588,10486.632033065185,9362.655916910417,9479.325258660263,10794.183306428973,9671.577276607326,9686.001234353267,11358.744092095385,9869.5,9770.596343467543,11450.796385900254
134,134,NP_004035.2,False,High,Master Protein,3851021478040607744,3078,ATIC#471#bifunctional purine biosynthesis protein PURH [Homo sapiens],0,246.432,0,61,28,334,0,28,1,592,64.6,6.71,1530,531.35,61,57,157,177,28,25,0,4300.3,4527.0,4674.6,4327.3,4656.6,4853.8,4077.5,4383.3,4419.6,3792.9,3955.8,4086.7,4063.002360999869,4004.9189034901165,4313.617333535711,3994.165045114273,4077.7583424555946,4085.989682762494,4231.046175448147,4265.5816063977745,4571.640663544386,3792.9,3669.9924052118795,3839.8898472329547
135,135,NP_001302466.1,False,High,Master Protein,-3013475598512256000,1433,LDHB#3945#L-lactate dehydrogenase B chain isoform LDHBx [Homo sapiens],0,245.312,0,56,21,1008,0,19,1,341,37.4,6.25,6676,1726.47,56,56,478,530,21,18,0,17800.4,17700.0,18200.7,16566.6,16682.4,16745.0,15354.7,15448.6,15175.1,15151.4,15322.2,15257.8,16818.14460078182,15658.728648503438,16795.202798631624,15040.884369887464,14371.742187224123,14029.618525407077,16198.10264372224,15281.565646731573,15771.585749526297,15151.4,14215.167003169387,14336.327920109374
136,136,NP_001184222.1,False,High,Master Protein,5188932186925581312,3432,DPYSL2#1808#dihydropyrimidinase-related protein 2 isoform 1 [Homo sapiens],0,244.341,0,56,26,508,0,26,1,677,73.5,6.35,2592,818.01,56,55,245,263,26,24,0,9617.2,9294.9,7918.0,8495.8,8365.2,7009.5,7724.1,7640.8,6697.0,8163.3,7936.5,6967.0,9086.507059090747,8222.95575790817,7306.555009398826,7566.236719795747,7108.19153218687,6191.481786917463,8306.824601338561,7662.7675243393605,6602.026295091346,8163.3,7363.085778847282,6546.238423586756
137,137,XP_016883528.1,False,High,Master Protein,-6979633451004200960,505,YWHAB#7529#14-3-3 protein beta/alpha isoform X1 [Homo sapiens],0,242.124,0,69,18,825,10,11,1,246,28.1,4.83,4167,1323.56,69,69,394,431,18,17,0,5645.6,5608.1,4737.8,5253.7,5336.3,4413.7,4801.6,5066.7,4163.5,5096.0,5272.8,4517.4,5334.066490538069,4961.339894557747,4371.936893600626,4703.466065143028,4713.5213637487195,3849.221206485121,5136.839898308859,4888.206658553547,4157.1243966965785,5096.0,4891.838807371758,4244.578362955477
