Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Intensity: F1: 126  Sample  DGN,Intensity: F1: 127N  Sample  DGD,Intensity: F1: 127C  Sample  CA4N,Intensity: F1: 128N  Sample  CA4D,Intensity: F1: 128C  Sample  CA3N,Intensity: F1: 129N  Sample  CA3D,Intensity: F1: 129C  Sample  CA2N,Intensity: F1: 130N  Sample  CA2D,Intensity: F1: 130C  Sample  CA1N,Intensity: F1: 131  Sample  CA1D,Found in Sample: [S1] F1: 126  Sample  DGN,Found in Sample: [S2] F1: 127N  Sample  DGD,Found in Sample: [S3] F1: 127C  Sample  CA4N,Found in Sample: [S4] F1: 128N  Sample  CA4D,Found in Sample: [S5] F1: 128C  Sample  CA3N,Found in Sample: [S6] F1: 129N  Sample  CA3D,Found in Sample: [S7] F1: 129C  Sample  CA2N,Found in Sample: [S8] F1: 130N  Sample  CA2D,Found in Sample: [S9] F1: 130C  Sample  CA1N,Found in Sample: [S10] F1: 131  Sample  CA1D,Modifications,normalized Intensity: F1: 126  Sample  DGN,normalized Intensity: F1: 127C  Sample  CA4N,normalized Intensity: F1: 128N  Sample  CA4D,normalized Intensity: F1: 129C  Sample  CA2N,normalized Intensity: F1: 127N  Sample  DGD,normalized Intensity: F1: 128C  Sample  CA3N,normalized Intensity: F1: 129N  Sample  CA3D,normalized Intensity: F1: 130C  Sample  CA1N
False,High,IsMasterProtein,NP_001341487.1,NDRG2#57447#protein NDRG2 isoform g [Homo sapiens],0.002,3.941,6,1,1,1,1,389,42.7,5.22,34.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,Not Found,High,High,High,High,Acetyl [N-Term],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001341884.1,FGF1#2246#fibroblast growth factor 1 isoform 1 precursor [Homo sapiens],0.006,2.433,8,1,2,1,1,155,17.4,7.02,33.0,2.43,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,Not Found,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001348.2,DHX9#1660#ATP-dependent RNA helicase A [Homo sapiens],0.0,9.784,3,3,6,3,1,1270,140.9,6.84,57.0,8.59,3.0,3.0,0,49.7,35.4,11.6,25.6,113.7,21.3,132.0,39.9,101.2,138.3,High,High,High,High,High,High,High,High,High,High,0.0,36.824999999999996,25.3875,31.6875,92.6875,45.825,97.2625,34.849999999999994,73.28750000000001
False,High,IsMasterProtein,NP_001349460.1,CKB#1152#creatine kinase B-type isoform 2 [Homo sapiens],0.0,36.47,20,6,18,6,1,405,44.9,6.11,259.0,37.55,6.0,6.0,0,131.4,98.5,35.6,84.3,85.5,76.9,107.1,96.4,126.0,178.7,High,High,High,High,High,High,High,High,High,High,0.0,103.425,81.86250000000001,100.6875,69.475,120.38749999999999,72.7125,120.38749999999999,90.1875
False,Medium,IsMasterProtein,NP_001349980.1,JPH1#56704#junctophilin-1 [Homo sapiens],0.045,1.273,1,1,1,1,1,661,71.6,9.32,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001350775.1,GFAP#2670#glial fibrillary acidic protein isoform 4 [Homo sapiens],0.0,141.847,49,24,116,22,1,472,54.2,6.19,1207.0,182.04,23.0,23.0,0,1168.7,1661.2,585.9,2328.6,795.1,1817.4,934.3,2148.8,868.9,5177.0,High,High,High,High,High,High,High,High,High,High,0.0,757.6875,1546.6625,1546.6625,675.5625,1546.6625,757.6875,1546.6625,675.5625
False,High,IsMasterProtein,NP_001351154.1,HNRNPH1#3187#heterogeneous nuclear ribonucleoprotein H isoform c [Homo sapiens],0.007,2.781,4,1,2,1,1,472,51.2,6.8,33.0,4.04,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001352542.1,RRBP1#6238#ribosome-binding protein 1 isoform 1 [Homo sapiens],0.0,8.798,12,2,3,2,1,1410,152.4,8.6,34.0,2.38,2.0,1.0,0,20.9,10.4,3.3,18.8,121.1,2.2,112.4,21.6,78.0,120.6,High,High,High,High,High,High,High,High,High,High,0.0,16.8125,11.075,22.3625,76.2875,15.8125,103.425,7.949999999999999,52.337500000000006
False,High,IsMasterProtein,NP_001353454.1,ATP2B1#490#plasma membrane calcium-transporting ATPase 1 isoform 2 [Homo sapiens],0.0,11.17,4,3,7,3,1,1249,137.7,6.0,65.0,8.22,3.0,3.0,0,72.3,26.1,25.9,25.0,39.4,20.2,45.5,37.8,60.8,41.8,High,High,High,High,High,High,High,High,High,High,0.0,56.987500000000004,59.025,31.0625,31.6875,35.037499999999994,32.8875,33.4375,44.85
False,Medium,IsMasterProtein,NP_001354.1,DKC1#1736#H/ACA ribonucleoprotein complex subunit DKC1 isoform 1 [Homo sapiens],0.042,1.379,1,1,1,1,1,514,57.6,9.42,0.0,0.0,1.0,0.0,0,10.7,1.7,2.3,7.5,28.5,2.3,36.6,6.6,27.1,35.8,High,High,High,High,High,High,High,High,High,High,0.0,9.5,7.762499999999999,8.775,24.887500000000003,6.1375,24.887500000000003,8.15,18.225
False,Medium,IsMasterProtein,NP_001358173.1,PDIA4#9601#protein disulfide-isomerase A4 isoform 1 precursor [Homo sapiens],0.043,1.396,1,1,2,1,1,646,73.0,5.07,0.0,1.8,1.0,1.0,0,44.9,24.7,13.4,24.4,39.8,16.6,45.2,25.7,43.8,45.6,High,High,High,High,High,High,High,High,High,High,0.0,31.6875,30.7625,30.462500000000002,31.3125,33.1875,33.0,27.4125,32.7375
False,Low,IsMasterProtein,NP_001358960.1,"DLAT#1737#dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial isoform 1 precursor [Homo sapiens]",0.058,1.201,5,1,1,1,1,653,69.7,7.84,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001367.2,DYNC1H1#1778#cytoplasmic dynein 1 heavy chain 1 [Homo sapiens],0.003,5.245,0,2,4,2,1,4646,532.1,6.4,49.0,5.65,2.0,2.0,0,81.1,44.4,22.3,46.1,46.1,28.6,60.3,44.8,66.2,71.7,High,High,High,High,High,High,High,High,High,High,0.0,64.675,49.775,56.5,40.5875,57.9125,38.875,48.5125,48.5125
False,High,IsMasterProtein,NP_001393.1,EEF1A1#1915#elongation factor 1-alpha 1 [Homo sapiens],0.0,14.158,11,6,12,6,1,462,50.1,9.01,52.0,16.14,6.0,6.0,0,281.4,235.5,129.4,284.3,266.9,194.9,342.7,271.2,290.7,454.8,High,High,High,High,High,High,High,High,High,High,0.0,269.6875,279.025,287.0,227.6,287.0,203.25,287.0,217.72500000000002
False,Medium,IsMasterProtein,NP_001395.1,EEF1G#1937#elongation factor 1-gamma [Homo sapiens],0.042,1.382,2,1,1,1,1,437,50.1,6.67,0.0,0.0,1.0,0.0,0,15.9,4.0,0.0,4.8,40.3,5.0,33.0,11.6,21.8,25.4,High,High,Not Found,High,High,High,High,High,High,High,0.0,13.524999999999999,0.0,6.1375,22.3625,9.7625,33.6125,11.675,13.45
False,High,IsMasterProtein,NP_001419.1,ENO1#2023#alpha-enolase isoform 1 [Homo sapiens],0.0,53.35,39,14,33,13,1,434,47.1,7.39,287.0,53.05,13.0,12.0,1,346.1,299.1,149.3,394.8,487.2,260.4,579.7,401.5,471.1,843.2,High,High,High,High,High,High,High,High,High,High,0.0,313.45,292.3375,405.8,431.38750000000005,370.6,471.2125,355.5625,355.5625
False,Medium,IsMasterProtein,NP_001427.2,FBL#2091#rRNA 2'-O-methyltransferase fibrillarin [Homo sapiens],0.049,1.247,2,1,1,1,1,321,33.8,10.18,0.0,0.0,0.0,1.0,0,9.6,2.4,3.9,5.9,65.7,3.6,77.9,10.7,59.3,76.3,High,High,High,High,High,High,High,High,High,High,0.0,8.15,12.7625,7.949999999999999,52.825,8.15,52.825,10.024999999999999,43.9
False,High,IsMasterProtein,NP_001435.1,FABP5#2171#fatty acid-binding protein 5 [Homo sapiens],0.0,10.42,21,3,5,3,1,135,15.2,7.01,107.0,6.93,3.0,2.0,0,37.2,32.5,11.6,38.0,19.6,33.1,27.0,33.8,26.3,90.7,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],26.9,25.3875,43.9,17.3,41.824999999999996,15.8125,59.025,17.8625
False,High,IsMasterProtein,NP_001484.1,GDI1#2664#rab GDP dissociation inhibitor alpha [Homo sapiens],0.0,10.42,15,5,9,5,1,447,50.6,5.14,62.0,10.91,5.0,4.0,0,113.5,83.0,36.9,73.5,79.6,55.8,90.5,75.3,100.9,127.3,High,High,High,High,High,High,High,High,High,High,0.0,90.1875,83.775,85.9,59.025,100.6875,65.02499999999999,88.67500000000001,72.7125
False,High,IsMasterProtein,NP_001531.1,HSPB1#3315#heat shock protein beta-1 [Homo sapiens],0.006,2.39,5,1,2,1,1,205,22.8,6.4,52.0,2.91,1.0,1.0,0,41.8,24.0,9.5,28.9,41.0,17.4,54.4,39.0,43.8,58.2,High,High,High,High,High,High,High,High,High,High,0.0,29.287499999999998,20.375,35.175,37.050000000000004,32.7375,34.05,28.599999999999998,32.7375
False,High,IsMasterProtein,NP_001619.1,AKR1B1#231#aldo-keto reductase family 1 member B1 isoform 1 [Homo sapiens],0.008,2.153,3,1,2,1,1,316,35.8,6.98,27.0,2.84,1.0,1.0,0,47.2,28.9,10.0,22.7,32.4,21.1,48.4,23.6,43.2,62.9,High,High,High,High,High,High,High,High,High,High,0.0,33.1875,21.7875,27.9125,33.1875,37.5625,28.1875,34.625,31.9
False,High,IsMasterProtein,NP_001641.1,AQP4#361#aquaporin-4 isoform M1 [Homo sapiens],0.003,4.718,8,3,5,3,1,323,34.8,7.66,59.0,7.86,2.0,3.0,0,69.3,54.9,29.4,148.1,67.4,60.7,62.8,149.7,55.9,131.3,High,High,High,High,High,High,High,High,High,High,0.0,55.9125,64.675,170.27499999999998,43.6625,73.28750000000001,54.387499999999996,92.2,41.824999999999996
False,High,IsMasterProtein,NP_001668.1,ATP1B1#481#sodium/potassium-transporting ATPase subunit beta-1 [Homo sapiens],0.0,17.17,14,3,10,3,1,303,35.0,8.53,79.0,17.33,3.0,3.0,0,100.4,114.7,40.7,108.5,81.4,82.4,110.4,93.6,119.0,149.7,High,High,High,High,High,High,High,High,High,High,0.0,78.65,90.1875,120.38749999999999,74.1125,143.3625,66.6,137.91250000000002,81.86250000000001
False,High,IsMasterProtein,NP_001669.3,ATP1B2#482#sodium/potassium-transporting ATPase subunit beta-2 isoform 1 [Homo sapiens],0.007,3.114,4,1,2,1,1,290,33.3,8.31,31.0,3.31,1.0,1.0,0,51.7,20.9,13.0,23.1,29.7,19.6,28.2,25.1,40.6,53.8,High,High,High,High,High,High,High,High,High,High,0.0,38.875,29.9,28.775,18.4875,27.2875,25.474999999999998,32.7375,29.9
False,High,IsMasterProtein,NP_001677.2,"ATP5F1B#506#ATP synthase subunit beta, mitochondrial precursor [Homo sapiens]",0.0,33.935,19,7,22,7,1,529,56.5,5.4,182.0,36.63,7.0,7.0,0,185.5,103.0,62.6,102.8,115.4,80.4,145.4,100.7,169.3,152.9,High,High,High,High,High,High,High,High,High,High,0.0,150.5625,137.91250000000002,116.7875,103.425,127.175,98.86250000000001,134.7,131.59999999999997
False,High,IsMasterProtein,NP_001678.1,"ATP5F1D#513#ATP synthase subunit delta, mitochondrial precursor [Homo sapiens]",0.0,10.074,14,2,4,2,1,168,17.5,5.49,50.0,6.48,2.0,2.0,0,50.9,34.4,18.7,35.1,43.3,27.6,55.1,36.7,44.1,69.9,High,High,High,High,High,High,High,High,High,High,0.0,38.1125,43.15,40.3375,37.3375,44.45,36.275,44.85,33.1875
False,High,IsMasterProtein,NP_001681.2,ATP6V1A#523#V-type proton ATPase catalytic subunit A [Homo sapiens],0.003,4.471,5,2,4,2,1,617,68.3,5.52,46.0,4.15,2.0,2.0,0,25.5,11.4,9.5,15.0,13.0,7.9,16.4,13.6,22.5,17.4,High,High,High,High,High,High,High,High,High,High,0.0,19.6875,20.375,18.049999999999997,9.5,16.325,8.775,14.8,14.275
False,High,IsMasterProtein,NP_001684.2,"ATP6V1B2#526#V-type proton ATPase subunit B, brain isoform [Homo sapiens]",0.002,4.126,2,1,2,1,1,511,56.5,5.81,42.0,3.04,1.0,1.0,0,50.0,27.5,16.3,27.6,21.5,19.6,38.2,33.6,41.6,34.2,High,High,High,High,High,High,High,High,High,High,0.0,37.3375,37.3375,34.05,26.525,36.6875,17.3,32.7375,30.7625
False,Medium,IsMasterProtein,NP_001687.1,ATP6V1E1#529#V-type proton ATPase subunit E 1 isoform a [Homo sapiens],0.031,1.467,4,1,2,1,1,226,26.1,8.0,0.0,2.39,1.0,1.0,0,36.2,25.6,13.5,23.2,24.6,19.2,34.4,19.8,38.5,51.7,High,High,High,High,High,High,High,High,High,High,0.0,26.525,31.1875,28.9625,23.387500000000003,34.275000000000006,21.2125,31.6875,27.4125
False,High,IsMasterProtein,NP_001688.1,"ATP5PO#539#ATP synthase subunit O, mitochondrial precursor [Homo sapiens]",0.0,6.746,15,2,3,2,1,213,23.3,9.96,34.0,6.66,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001748.1,CBR1#873#carbonyl reductase [NADPH] 1 isoform 1 [Homo sapiens],0.0,5.367,9,2,3,2,1,277,30.4,8.32,42.0,5.11,1.0,2.0,0,73.1,44.0,18.9,51.2,34.4,33.8,43.9,51.8,45.5,79.8,High,High,High,High,High,High,High,High,High,High,0.0,57.9125,43.9,60.25,30.112499999999997,57.425000000000004,29.287499999999998,61.5625,34.275000000000006
False,High,IsMasterProtein,NP_001768.1,CD47#961#leukocyte surface antigen CD47 isoform 1 precursor [Homo sapiens],0.008,3.199,3,1,2,1,1,323,35.2,7.21,26.0,3.3,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001805.4,CTSC#1075#dipeptidyl peptidase 1 isoform a preproprotein [Homo sapiens],0.008,2.058,4,1,2,1,1,463,51.8,6.99,0.0,2.51,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001879.1,CRYM#1428#ketimine reductase mu-crystallin [Homo sapiens],0.009,1.532,3,1,1,1,1,314,33.8,5.14,0.0,2.17,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001924.2,"DLST#1743#dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial isoform 1 precursor [Homo sapiens]",0.007,3.149,2,1,2,1,1,453,48.7,8.95,0.0,2.8,1.0,1.0,0,48.3,27.3,17.9,36.6,36.7,28.5,43.9,33.5,39.0,85.8,High,High,High,High,High,High,High,High,High,High,0.0,35.037499999999994,40.0625,41.824999999999996,30.112499999999997,36.275,30.7625,47.975,28.1875
False,High,IsMasterProtein,NP_001952.1,EEF2#1938#elongation factor 2 [Homo sapiens],0.002,3.735,3,2,4,2,1,858,95.3,6.83,22.0,4.92,2.0,2.0,0,18.7,6.8,7.8,8.7,14.2,12.3,14.5,10.1,16.3,20.6,High,High,High,High,High,High,High,High,High,High,0.0,15.987499999999999,17.05,10.024999999999999,8.4875,11.675,9.7625,20.95,8.4875
False,High,IsMasterProtein,NP_001958.2,EIF4A2#1974#eukaryotic initiation factor 4A-II [Homo sapiens],0.006,2.395,2,1,2,1,1,407,46.4,5.48,14.0,3.01,1.0,1.0,0,51.3,45.1,14.5,36.0,48.1,19.4,61.6,33.3,55.3,66.1,High,High,High,High,High,High,High,High,High,High,0.0,38.462500000000006,33.6125,41.037499999999994,41.824999999999996,60.25,40.3375,31.9,41.037499999999994
False,High,IsMasterProtein,NP_001966.1,ENO2#2026#gamma-enolase [Homo sapiens],0.0,14.511,10,3,8,2,1,434,47.2,5.03,129.0,15.68,3.0,3.0,0,85.5,67.0,33.4,54.1,58.5,43.3,71.8,58.4,80.2,86.2,High,High,High,High,High,High,High,High,High,High,0.0,68.5125,75.3625,65.5625,48.5125,88.67500000000001,46.9875,71.025,55.2
False,High,IsMasterProtein,NP_002005.1,FKBP4#2288#peptidyl-prolyl cis-trans isomerase FKBP4 [Homo sapiens],0.008,3.356,5,1,2,1,1,459,51.8,5.43,0.0,2.02,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_002037.2,GAPDH#2597#glyceraldehyde-3-phosphate dehydrogenase isoform 1 [Homo sapiens],0.0,31.612,33,9,18,9,1,335,36.0,8.46,172.0,27.55,9.0,7.0,0,234.9,233.2,101.8,285.4,337.0,200.3,399.5,327.1,309.3,502.9,High,High,High,High,High,High,High,High,High,High,0.0,217.72500000000002,233.125,304.04999999999995,287.0,279.025,279.025,304.04999999999995,227.6
False,High,IsMasterProtein,NP_002038.2,GARS1#2617#glycine--tRNA ligase isoform 1 precursor [Homo sapiens],0.008,3.654,1,1,2,1,1,739,83.1,7.03,36.0,2.48,1.0,1.0,0,10.6,4.1,1.7,8.4,42.0,4.2,45.3,15.0,28.6,38.7,High,High,High,High,High,High,High,High,High,High,0.0,9.2375,6.9875,9.5,31.487499999999997,10.024999999999999,35.037499999999994,11.225,19.6875
False,High,IsMasterProtein,NP_002065.1,GNB1#2782#guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 isoform 1 [Homo sapiens],0.0,12.229,6,2,6,1,1,340,37.4,6.0,57.0,10.32,2.0,2.0,1,147.5,110.9,66.9,117.3,88.4,99.0,120.1,125.3,143.2,167.3,High,High,High,High,High,High,High,High,High,High,0.0,116.7875,143.3625,127.175,85.0375,137.91250000000002,74.1125,150.5625,102.0
False,High,IsMasterProtein,NP_002070.1,"GOT1#2805#aspartate aminotransferase, cytoplasmic [Homo sapiens]",0.0,12.178,13,5,10,5,1,413,46.2,7.01,36.0,13.22,5.0,5.0,0,106.2,58.6,33.5,56.7,59.5,42.6,68.9,61.4,80.4,86.4,High,High,High,High,High,High,High,High,High,High,0.0,83.775,76.2875,68.5125,46.9875,78.65,48.5125,69.475,55.525000000000006
False,High,IsMasterProtein,NP_002130.2,"RBMX#27316#RNA-binding motif protein, X chromosome isoform 1 [Homo sapiens]",0.007,2.935,5,2,3,2,1,391,42.3,10.05,33.0,2.05,2.0,1.0,0,67.2,23.0,16.7,38.4,127.0,16.1,150.9,53.3,116.4,150.7,High,High,High,High,High,High,High,High,High,High,0.0,54.387499999999996,38.1125,45.825,109.01249999999999,31.0625,107.5,26.525,80.325
False,High,IsMasterProtein,NP_002131.2,HNRNPK#3190#heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens],0.003,4.622,4,2,4,2,1,464,51.0,5.33,30.0,5.79,2.0,2.0,0,78.3,31.4,33.1,62.5,83.9,30.4,99.1,49.0,86.5,106.3,High,High,High,High,High,High,High,High,High,High,0.0,61.5625,74.1125,73.28750000000001,63.4,40.0625,69.475,52.337500000000006,63.4
False,High,IsMasterProtein,NP_002145.3,HSPA4#3308#heat shock 70 kDa protein 4 [Homo sapiens],0.009,1.709,1,1,2,1,1,840,94.3,5.19,0.0,1.94,1.0,1.0,0,29.2,15.2,12.9,17.2,28.3,12.6,38.7,16.5,32.5,33.8,High,High,High,High,High,High,High,High,High,High,0.0,21.7875,28.599999999999998,20.7625,27.075,20.7625,24.7125,22.275,23.025
False,High,IsMasterProtein,NP_002147.2,"HSPD1#3329#60 kDa heat shock protein, mitochondrial [Homo sapiens]",0.0,20.479,13,7,14,7,1,573,61.0,5.87,75.0,19.03,7.0,7.0,0,105.6,94.1,42.1,88.6,94.3,71.5,119.9,86.2,125.6,152.5,High,High,High,High,High,High,High,High,High,High,0.0,82.8125,94.67500000000001,104.3125,84.69999999999999,113.55000000000001,77.6875,113.55000000000001,88.67500000000001
False,High,IsMasterProtein,NP_002148.1,"HSPE1#3336#10 kDa heat shock protein, mitochondrial [Homo sapiens]",0.0,6.688,18,2,4,2,1,102,10.9,8.92,37.0,6.2,2.0,2.0,0,63.9,31.3,17.6,47.3,93.3,31.7,115.2,52.5,89.4,116.2,High,High,High,High,High,High,High,High,High,High,0.0,50.175,39.725,57.9125,78.65,39.725,76.825,55.9125,64.675
False,Low,IsMasterProtein,NP_002256.2,KPNB1#3837#importin subunit beta-1 isoform 1 [Homo sapiens],0.062,1.119,1,1,1,1,1,876,97.1,4.78,0.0,2.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_002296.1,LGALS1#3956#galectin-1 [Homo sapiens],0.008,2.124,6,1,2,1,1,135,14.7,5.5,19.0,2.12,1.0,1.0,0,33.3,18.1,37.8,58.7,50.3,25.5,51.6,34.8,40.5,62.2,High,High,High,High,High,High,High,High,High,High,0.0,24.525,85.0375,71.025,34.849999999999994,24.25,42.1875,41.037499999999994,29.4875
False,High,IsMasterProtein,NP_002347.5,MARCKS#4082#myristoylated alanine-rich C-kinase substrate [Homo sapiens],0.0,12.027,16,3,8,3,1,332,31.5,4.45,74.0,15.07,3.0,3.0,0,16.2,20.9,4.1,20.7,7.9,18.2,13.9,15.9,12.7,42.1,High,High,High,High,High,High,High,High,High,High,0.0,14.0,12.987499999999999,25.474999999999998,7.949999999999999,27.2875,5.0,29.6875,5.0
False,High,IsMasterProtein,NP_002511.1,NPM1#4869#nucleophosmin isoform 1 [Homo sapiens],0.0,5.759,8,3,5,3,1,294,32.6,4.78,0.0,4.24,3.0,2.0,0,117.3,47.0,27.0,54.8,175.3,27.4,222.5,65.6,179.8,242.5,High,High,High,High,High,High,High,High,High,High,0.0,94.67500000000001,61.5625,68.0,153.825,61.5625,148.875,43.9,143.3625
False,High,IsMasterProtein,NP_002558.1,PEBP1#5037#phosphatidylethanolamine-binding protein 1 [Homo sapiens],0.0,13.49,27,4,10,4,1,187,21.0,7.53,62.0,15.48,4.0,4.0,0,153.4,122.8,66.7,144.4,132.5,117.7,154.1,137.3,192.5,258.4,High,High,High,High,High,High,High,High,High,High,0.0,121.6,141.8875,155.35000000000002,111.5875,155.35000000000002,111.5875,181.9,150.5625
False,High,IsMasterProtein,NP_002570.2,PALM#5064#paralemmin-1 isoform 1 [Homo sapiens],0.0,7.419,8,3,4,3,1,387,42.1,5.0,63.0,2.64,3.0,1.0,0,44.1,16.3,10.9,20.5,18.2,12.3,28.2,21.4,23.9,30.2,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],31.0625,24.0125,25.112499999999997,18.4875,22.525000000000002,14.95,20.95,15.987499999999999
False,High,IsMasterProtein,NP_002619.1,PFN2#5217#profilin-2 isoform b [Homo sapiens],0.0,5.507,10,1,2,1,1,140,15.1,6.1,41.0,3.39,1.0,1.0,0,28.5,21.3,7.8,18.5,22.0,13.7,33.9,24.9,31.0,43.6,High,High,High,High,High,High,High,High,High,High,0.0,21.475,17.05,22.025,23.025,27.9125,18.625,23.6125,21.475
False,High,IsMasterProtein,NP_002620.1,PGAM1#5223#phosphoglycerate mutase 1 isoform 1 [Homo sapiens],0.0,15.33,15,3,10,3,1,254,28.8,7.18,65.0,13.12,3.0,3.0,0,21.9,12.7,7.1,13.6,17.7,8.6,19.4,11.1,23.5,25.3,High,High,High,High,High,High,High,High,High,High,0.0,18.049999999999997,15.4875,16.325,12.0625,17.5625,14.1875,17.375,15.8125
False,Low,IsMasterProtein,NP_002728.2,PRKCA#5578#protein kinase C alpha type [Homo sapiens],0.057,1.196,1,1,1,1,1,672,76.7,7.05,0.0,1.75,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_002736.3,MAPK1#5594#mitogen-activated protein kinase 1 [Homo sapiens],0.0,5.606,6,2,3,2,1,360,41.4,6.98,69.0,0.0,2.0,0.0,0,39.9,21.1,19.5,30.0,21.9,24.8,31.5,25.6,29.1,42.3,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],28.775,44.85,35.9625,21.2125,27.675,18.4875,40.5875,20.375
False,High,IsMasterProtein,NP_002789.1,PSMB6#5694#proteasome subunit beta type-6 isoform 1 precursor [Homo sapiens],0.009,1.469,5,1,2,1,1,239,25.3,4.92,0.0,2.32,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_002810.1,PTBP1#5725#polypyrimidine tract-binding protein 1 isoform a [Homo sapiens],0.0,5.762,4,2,4,2,1,557,59.6,9.16,51.0,4.92,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,Medium,IsMasterProtein,NP_002818.1,PTPN1#5770#tyrosine-protein phosphatase non-receptor type 1 isoform 1 [Homo sapiens],0.043,1.387,2,1,1,1,1,435,49.9,6.27,0.0,0.0,0.0,1.0,0,20.5,13.9,6.2,13.4,21.6,8.1,35.3,14.7,21.8,28.0,High,High,High,High,High,High,High,High,High,High,0.0,16.5875,14.1875,15.8125,23.8375,19.0375,17.8625,15.4875,13.45
False,High,IsMasterProtein,NP_002842.2,PTPRZ1#5803#receptor-type tyrosine-protein phosphatase zeta isoform 1 precursor [Homo sapiens],0.006,2.501,0,1,4,1,1,2315,254.4,4.88,16.0,4.79,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
