level_0,index,Accession,Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Cntrol 3,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,normalized Abundances (by Bio. Rep.): Sample- C1,normalized Abundances (by Bio. Rep.): Sample- C2,normalized Abundances (by Bio. Rep.): Sample- C3
91,91,XP_011526286.2,False,High,Master Protein,428654281643850240,2249,ILF3#3609#interleukin enhancer-binding factor 3 isoform X1 [Homo sapiens],0,308.806,0,53,36,937,0,36,1,898,95.7,8.81,4874,1423.74,52,48,450,487,35,33,0,16684.7,15585.6,16210.7,16974.0,15955.4,16412.3,17337.1,16430.7,17141.4,18095.0,16947.0,17754.2,16086.515818993235,14913.979873984887,16049.294350766642,16723.82603676323,15501.901844370397,16412.3,16833.468773180684,15819.862965928416,17063.174910117417,17468.186256273028,16234.938938824767,17581.71784311446
92,92,NP_006816.2,False,High,Master Protein,8369123714013872128,4167,CKAP4#10970#cytoskeleton-associated protein 4 [Homo sapiens],0,306.921,0,67,36,670,34,35,1,602,66.0,5.92,3364,975.11,65,67,310,360,35,36,1,11283.3,12146.0,9158.3,11399.1,12234.8,9540.6,12206.2,13087.2,10000.5,11834.8,12848.3,9698.4,10878.768209224401,11622.600320130148,9067.113230929332,11231.092575448789,11887.05195015499,9540.6,11851.618006425417,12600.662820677047,9954.862536819,11424.840602693565,12308.45376572268,9604.179987251538
93,93,NP_005557.1,False,High,Master Protein,2726683976815450624,2810,LDHA#3939#L-lactate dehydrogenase A chain isoform 1 [Homo sapiens],0,304.502,0,63,27,1333,0,25,1,332,36.7,8.27,10411,2179.66,63,62,652,681,27,23,2,29121.1,27689.7,24542.9,23964.1,23073.3,20787.6,25496.7,24087.2,21328.9,29716.7,28514.3,24539.3,28077.042788691666,26496.485763568893,24298.532840742882,23610.901350748067,22417.49074455742,20787.6,24756.037818848363,23191.72057385936,21231.565177896984,28687.308677634082,27316.216403099726,24300.900556912653
94,94,NP_003312.3,False,High,Master Protein,-4535556334998408192,1089,"TUFM#7284#elongation factor Tu, mitochondrial isoform 1 precursor [Homo sapiens]",0,303.297,0,65,27,891,4,27,1,455,49.8,7.61,6162,1373.12,65,63,440,451,27,24,0,11191.8,9032.8,11415.5,11355.3,9342.0,11904.2,12326.3,9930.3,12615.2,12788.8,10377.2,13326.6,10790.548690896958,8643.555423322212,11301.838887967613,11187.93812862363,9076.473609568437,11904.2,11968.22918128505,9561.125527856935,12557.63030593261,12345.793887495138,9941.181823093904,13197.132003021772
95,95,NP_001352542.1,False,High,Master Protein,3945672141617060864,3104,RRBP1#6238#ribosome-binding protein 1 isoform 1 [Homo sapiens],0,302.97,0,53,45,400,11,45,1,1410,152.4,8.6,1657,523.49,50,48,198,202,43,39,0,10181.8,12056.6,4352.6,9724.0,11500.8,4333.6,9137.9,10675.1,4011.1,9678.8,11503.8,4155.2,9816.759472200598,11537.052776196373,4309.2623138511535,9580.68129972226,11173.914331933705,4333.6,8872.450081181269,10278.236420090589,3992.7952723798503,9343.524793435501,11020.445539886254,4114.832207686587
96,96,NP_006752.1,False,High,Master Protein,8288854614025876480,4142,YWHAE#7531#14-3-3 protein epsilon [Homo sapiens],0,298.463,0,78,25,1527,2,22,1,255,29.2,4.74,7950,2142.82,78,76,744,783,25,22,3,27128.5,23755.1,23937.1,26148.1,23214.3,23188.2,24454.7,21685.4,21551.2,24596.8,21593.1,21734.3,26155.881999410118,22731.43692283251,23698.76463099904,25762.712123947716,22554.48312080974,23188.2,23744.307225977915,20879.211254623606,21452.850707813974,23744.762846548572,20685.82403964932,21523.15114832561
97,97,NP_001276052.1,False,High,Master Protein,518987632021079936,2278,TUBB4A#10382#tubulin beta-4A chain isoform 1 [Homo sapiens],0,298.434,0,68,25,1039,0,2,1,495,54.4,5.02,4583,1594.54,68,68,505,534,24,22,2,48.1,543.0,184.6,57.5,497.5,163.8,56.8,489.2,176.6,59.0,531.5,217.2,46.37550635573757,519.6008540944073,182.7619866601394,56.652527224807685,483.35962542927615,163.8,55.14999776875388,471.0132229869805,175.79408269608874,56.956230401774455,509.16799704876166,215.08990072909285
98,98,XP_005249786.1,False,High,Master Protein,1074215629290594560,2426,HNRNPA2B1#3181#heterogeneous nuclear ribonucleoproteins A2/B1 isoform X1 [Homo sapiens],0,295.277,0,63,27,1555,1,23,1,353,37.4,8.95,6484,2207.82,63,63,695,860,27,23,5,23743.2,26753.8,21826.8,24707.5,27599.8,22600.5,25416.3,28651.8,23088.6,26879.9,30628.8,24353.1,22891.952650843,25600.915893684996,21609.47632954242,24343.344633164103,26815.334653111426,22600.5,24677.97338538696,27586.624412057172,22983.234755022168,25948.775891129782,29341.871586090518,24116.50949100217
99,99,NP_064505.1,False,High,Master Protein,6400995593712089088,3708,UGGT1#56886#UDP-glucose:glycoprotein glucosyltransferase 1 precursor [Homo sapiens],0,293.968,0,42,45,374,0,43,1,1555,177.1,5.63,2096,556.45,42,40,182,192,45,43,2,5101.8,5510.6,4854.1,5079.1,5483.5,4656.0,5744.9,6184.6,5350.7,5395.7,6036.2,5124.2,4918.88894648029,5273.135297555508,4805.769011088747,5004.240887435143,5327.643228223991,4656.0,5578.014475030179,5954.677798211937,5326.281983476569,5208.792074217871,5782.5773542535,5074.418367016656
100,100,XP_005245768.1,False,High,Master Protein,-4912222715256497152,990,HNRNPR#10236#heterogeneous nuclear ribonucleoprotein R isoform X2 [Homo sapiens],0,290.338,0,48,30,844,0,3,1,633,70.9,8.13,4528,1347.76,48,46,370,474,29,27,23,12906.7,11554.1,9075.1,13466.0,12007.7,9375.9,13433.1,12150.8,9394.1,14105.0,12673.8,9848.2,12443.965652424076,11056.206681937736,8984.741631307861,13267.52924537844,11666.406782446471,9375.9,13042.877377243798,11699.0749588516,9351.229854220426,13616.400505373367,12141.285721536397,9752.524679375012
101,101,NP_006077.2,False,High,Master Protein,-6496925005546959872,616,TUBB3#10381#tubulin beta-3 chain isoform 1 [Homo sapiens],0,287.567,0,62,24,924,2,9,1,450,50.4,4.93,5568,1428.13,62,62,459,465,24,22,2,1841.5,3207.4,2245.9,1413.3,2577.3,1841.4,1431.4,2659.8,1731.5,1556.9,2873.5,1909.5,1775.478065573612,3069.185597462987,2223.538168147384,1392.4698561186208,2504.045754007786,1841.4,1389.8187817991954,2560.9177647194824,1723.5982683367931,1502.968730720723,2752.764326471527,1890.9491963269006
102,102,NP_002131.2,False,High,Master Protein,-1576452256134887168,1782,HNRNPK#3190#heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens],0,286.996,0,65,28,966,0,2,1,464,51.0,5.33,4760,1452.0,65,65,454,512,28,27,30,15473.4,14622.4,11865.6,16157.6,14812.5,12283.3,15842.1,14782.5,12263.5,16177.9,15013.2,12386.8,14918.6436599765,13992.28642524873,11747.457361400597,15919.458676305265,14391.486335017393,12283.3,15381.897529091124,14232.937385128862,12207.535295263218,15617.494912150287,14382.391294999941,12266.462165520843
103,103,NP_112420.1,False,High,Master Protein,8372900262212064256,4168,HNRNPA1#3178#heterogeneous nuclear ribonucleoprotein A1 isoform b [Homo sapiens],0,283.57,0,50,22,877,0,17,1,372,38.7,9.13,5254,1460.88,50,49,420,457,22,17,1,21466.3,13552.9,13119.3,22341.1,14111.0,13680.1,22421.7,13927.3,13781.6,23650.3,14344.6,14247.0,20696.684658714537,12968.873693289304,12988.674602331348,22011.822190993928,13709.9249737337,13680.1,21770.3645241491,13409.530785990542,13718.707418371556,22831.049760526887,13741.883820255252,14108.590311636215
104,104,XP_016858683.1,False,High,Master Protein,8961190954250988544,4308,IMMT#10989#MICOS complex subunit MIC60 isoform X1 [Homo sapiens],0,282.857,0,57,37,363,0,37,1,758,83.6,6.48,1584,543.15,55,56,173,190,36,33,0,6969.8,6553.6,5357.9,6995.5,6470.1,5416.1,7412.0,6947.0,5750.4,7761.5,7385.7,6140.4,6719.916927197915,6271.189976782887,5304.552807835108,6892.395725237256,6286.2012311355975,5416.1,7196.686328556404,6688.734382850682,5724.157945275134,7492.640377345295,7075.375495396122,6080.745978070542
105,105,NP_006000.2,False,High,Master Protein,-806880739347862400,1963,TUBA1A#7846#tubulin alpha-1A chain isoform 1 [Homo sapiens],0,282.481,0,75,26,1313,0,2,1,451,50.1,5.06,11045,2246.44,75,75,595,718,26,26,3,1050.5,933.1,1350.0,800.3,704.2,1158.1,849.8,678.9,1229.0,900.9,818.3,1278.7,1012.8372022183434,892.8905284631518,1336.558407319546,788.504652835019,684.1846195523543,1158.1,825.1138750684339,653.66082805777,1223.3914362032451,869.6926774399764,783.9175390122326,1266.2774220179147
106,106,NP_001269633.1,False,High,Master Protein,-9165754455413115904,17,PDIA6#10130#protein disulfide-isomerase A6 isoform a [Homo sapiens],0,281.648,0,49,18,734,0,18,1,492,53.9,5.33,5143,1480.45,49,47,322,412,18,16,0,8922.0,9365.5,12687.3,8432.4,8654.4,11787.2,8960.4,9415.7,12915.3,8864.8,9431.6,12855.2,8602.126147731613,8961.918598565693,12560.975911989093,8308.117749051624,8408.417170482668,11787.2,8700.106338153913,9065.656589694425,12856.360794138136,8557.721885858477,9035.31304038589,12730.311656780086
107,107,NP_001257376.1,False,High,Master Protein,4156195419215823872,3155,"ACADVL#37#very long-chain specific acyl-CoA dehydrogenase, mitochondrial isoform 3 [Homo sapiens]",0,279.889,0,60,36,463,0,36,1,678,72.9,8.75,2920,739.3,60,60,221,242,36,36,0,4142.0,5579.1,7820.9,3974.4,5249.2,7454.9,4525.2,6495.2,9101.4,5148.3,7202.7,9893.6,3993.499944396362,5338.683471598725,7743.029368744768,3915.822681778707,5100.002705132374,7454.9,4393.745948999384,6253.730756224521,9059.865595980646,4969.962050465346,6900.064595189305,9797.483618109361
108,108,NP_001339990.1,False,High,Master Protein,-3622804810067189248,1282,GSN#2934#gelsolin isoform b [Homo sapiens],0,279.77,0,57,35,496,2,35,1,731,80.6,5.85,2580,767.9,57,52,243,253,35,30,0,10494.0,11876.0,12149.1,10363.0,11740.5,12101.2,10031.0,11330.4,11721.1,9666.9,10875.8,11160.7,10117.766397029314,11364.235254558344,12028.134626937703,10210.263297924905,11406.801371562646,12101.2,9739.606120041728,10909.174615150621,11667.610547503544,9332.037011371414,10418.832177427887,11052.27373419515
109,109,XP_024308601.1,False,High,Master Protein,-6568070672358433792,602,HDLBP#3069#vigilin isoform X1 [Homo sapiens],0,279.73,0,36,33,434,0,33,1,1268,141.4,6.87,1944,677.61,36,34,209,225,33,32,0,4414.6,4550.7,6152.7,4033.1,4151.2,5540.2,3881.2,3892.9,5275.0,3976.6,4044.4,5334.3,4256.326618670251,4354.599644065228,6091.439194603682,3973.657522615163,4033.2110092100725,5540.2,3768.453720776189,3748.1753388512193,5250.927441799933,3838.849929079598,3874.4666928767856,5282.477244287294
110,110,NP_060918.2,False,High,Master Protein,-8533826193911874560,171,CAND1#55832#cullin-associated NEDD8-dissociated protein 1 isoform 1 [Homo sapiens],0,279.07,0,44,35,307,2,35,1,1230,136.3,5.78,1707,499.84,42,43,150,157,34,34,0,3635.4,3440.8,4652.3,3477.2,3310.8,4362.3,3370.6,3196.7,4036.2,3149.3,3109.9,4019.6,3505.0626986621282,3292.527843035058,4605.978280276092,3425.9507420191526,3216.697583660799,4362.3,3272.68631125637,3077.8576654179897,4017.7807280744814,3040.207735666242,2979.2315221485305,3980.549562480026
111,111,NP_001091868.1,False,High,Master Protein,-1166114306662382592,1872,COPA#1314#coatomer subunit alpha isoform 1 [Homo sapiens],0,275.817,0,47,39,296,0,39,1,1233,139.2,7.59,912,401.74,46,38,147,149,38,33,0,4612.1,3784.5,4209.7,4480.1,3652.8,4066.8,4168.3,3420.2,3717.3,4043.6,3383.2,3673.2,4446.745797573747,3621.4170024314626,4167.785131328217,4414.069342954103,3548.9769643579093,4066.8,4047.213656681282,3293.048702494012,3700.336034010027,3903.529038179918,3241.0482927852686,3637.514840506924
112,112,NP_908932.1,False,High,Master Protein,-9169618704545617920,16,ALDOA#226#fructose-bisphosphate aldolase A isoform 1 [Homo sapiens],0,275.625,0,84,31,788,1,26,1,364,39.4,8.09,3165,1069.29,84,80,352,436,31,27,5,17242.5,16510.3,16416.0,15506.8,14913.9,14797.4,15457.8,14560.7,14740.2,15937.3,15055.6,15354.5,16624.317429081184,15798.832378185803,16252.55023300568,15278.250594254745,14490.004256662676,14797.4,15008.761188553586,14019.383147887424,14672.93282988045,15385.229335291524,14423.009776796493,15205.330942655875
113,113,NP_005262.1,False,High,Master Protein,-3779865839115366400,1248,"GLUD1#2746#glutamate dehydrogenase 1, mitochondrial isoform a precursor [Homo sapiens]",0,274.65,0,55,28,738,1,28,1,558,61.4,7.8,3695,1136.35,55,54,339,399,27,27,0,16215.8,13916.0,10100.4,16880.4,14388.6,10403.7,18077.2,15774.1,10983.2,18603.7,16068.5,11514.0,15634.426943105389,13316.326861100868,9999.832990585439,16631.605575054673,13979.634786837552,10403.7,17552.06936030489,15187.673100406642,10933.077967540668,17959.264805516803,15393.35081952592,11402.141422627878
114,114,NP_001407.1,False,High,Master Protein,-1612190288293860864,1772,EIF4A1#1973#eukaryotic initiation factor 4A-I isoform 1 [Homo sapiens],0,272.916,0,75,25,631,2,14,1,406,46.1,5.48,3470,917.27,75,71,310,321,25,23,13,10059.6,13108.1,10820.3,9799.1,12680.6,10616.0,8420.6,10990.9,9192.7,8434.4,11016.8,9045.3,9698.94061821575,12543.241170451012,10712.565136829395,9654.674426584574,12320.181037625083,10616.0,8175.987169217763,10582.296059950131,9150.748946774265,8142.231011876719,10553.907789062647,8957.424857573036
115,115,NP_001290043.1,False,High,Master Protein,-7561791203154465792,376,TUBA1C#84790#tubulin alpha-1C chain isoform a [Homo sapiens],0,271.844,0,64,26,1251,0,3,1,519,57.7,5.07,10671,2135.43,64,64,572,679,26,26,26,24867.1,28731.6,26574.4,17933.4,19945.6,18996.7,16904.1,18699.6,17873.9,19323.6,22242.6,20710.6,23975.55829727155,27493.487844380976,26309.805732942626,17669.085769275935,19378.688934597325,18996.7,16413.04713526043,18004.41305103708,17792.33213307826,18654.22735240218,21308.034037924335,20509.39639981561
116,116,NP_005989.3,False,High,Master Protein,6942352143814959104,3826,CCT3#7203#T-complex protein 1 subunit gamma isoform a [Homo sapiens],0,267.93,0,70,34,371,2,34,1,545,60.5,6.49,2191,591.58,70,61,188,183,34,28,0,7371.3,7115.1,9402.9,7387.9,6986.2,9177.7,6955.4,6564.8,8491.9,6510.0,6049.0,7757.3,7107.02224532325,6808.493622407214,9309.27781347034,7279.012276246203,6787.63219130454,9177.7,6753.350254943499,6320.743267099202,8453.147060288313,6284.492540941554,5794.839537437364,7681.93778510954
117,117,NP_001095868.1,False,High,Master Protein,-1926666985468568320,1695,HNRNPR#10236#heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens],0,265.54,0,48,28,833,0,1,1,636,71.2,8.13,4395,1325.2,48,46,364,469,27,26,0,124.8,27.9,111.3,133.3,34.6,103.1,131.9,29.6,109.4,141.8,23.7,111.7,120.32563811218395,26.697723442419818,110.19181535901146,131.33533702724984,33.616568924327545,103.1,128.0683927059619,28.499573590381488,108.90075111524412,136.88802493172233,22.704198551374695,110.61483384640734
118,118,NP_036205.1,False,High,Master Protein,7379954125319751680,3939,CCT5#22948#T-complex protein 1 subunit epsilon isoform a [Homo sapiens],0,265.079,0,76,33,482,0,32,1,541,59.6,5.66,2440,780.75,73,71,237,245,32,28,1,6895.6,8745.2,9390.7,7051.1,8789.2,9421.4,6501.8,8184.2,8547.8,5955.1,7656.0,8340.6,6648.377164794678,8368.348783105728,9297.19928564123,6947.176255910287,8539.38576848843,9421.4,6312.927033325423,7879.939533054059,8508.791959624165,5748.814367213679,7334.318316849142,8259.571022196464
119,119,NP_001129172.1,False,High,Master Protein,-9142633453092604928,22,YWHAZ#7534#14-3-3 protein zeta/delta [Homo sapiens],0,265.001,0,73,20,1304,16,16,1,245,27.7,4.79,7268,2102.56,73,73,588,716,20,20,0,21582.9,22490.9,21121.5,21356.9,22412.9,20625.4,19805.4,20753.1,19158.8,19737.6,20609.3,19166.9,20809.1042853482,21521.71427136631,20911.19881496281,21042.127977173834,21775.861203585577,20625.4,19230.066299459122,19981.570968869797,19071.368468617355,19053.88632505192,19743.360304001963,18980.693454348297
120,120,NP_110379.2,False,High,Master Protein,-3959572878681588736,1215,TCP1#6950#T-complex protein 1 subunit alpha isoform a [Homo sapiens],0,264.838,0,71,29,556,10,29,1,556,60.3,6.11,3488,899.99,71,71,263,293,29,29,0,8081.6,7059.2,7210.7,7924.9,6930.8,7293.4,7549.2,6601.0,6730.6,7096.4,6182.4,6350.1,7791.8563859569385,6755.002484757348,7138.904968636334,7808.097617458755,6733.806817940155,7293.4,7329.900759786563,6355.597475341493,6699.884784792158,6850.579549544953,5922.634477806705,6288.408741343521
121,121,NP_005909.2,False,High,Master Protein,-2262993958771163136,1626,"MDH2#4191#malate dehydrogenase, mitochondrial isoform 1 precursor [Homo sapiens]",0,262.31,0,78,20,762,0,20,1,338,35.5,8.68,6628,1372.6,78,78,357,405,20,20,0,14605.1,12634.2,14261.2,15296.3,13158.0,14800.0,16765.1,14635.9,16613.9,17525.6,14917.1,16844.8,14081.474176220016,12089.762634989982,14119.20500627075,15070.853081544796,12784.01196260988,14800.0,16278.084992833374,14091.787469981906,16538.082165937423,16918.51036490404,14290.32912281483,16681.15266943565
122,122,NP_057535.1,False,High,Master Protein,-469021931412063744,2032,COPB1#1315#coatomer subunit beta [Homo sapiens],0,261.148,0,46,33,315,33,33,1,953,107.1,6.05,1393,497.19,46,42,158,157,33,30,0,4121.7,4053.6,4391.5,3993.7,3925.5,4232.3,3761.5,3723.4,4027.1,3689.2,3613.8,4066.9,3973.927745248306,3878.920851118028,4347.774996847249,3934.838225699382,3813.9260494927103,4232.3,3652.2309261825303,3584.9767671090012,4008.7222560895752,3561.405511834344,3461.9591867070835,4027.3900427032586
123,123,XP_011526432.1,False,High,Master Protein,3406961842154121216,2971,PRKCSH#5589#glucosidase 2 subunit beta isoform X1 [Homo sapiens],0,255.909,0,51,25,666,1,25,1,535,60.2,4.41,2794,878.45,51,50,303,363,24,21,0,19613.1,20010.4,14995.9,21168.3,20974.6,15856.9,23855.2,24063.3,17979.1,22586.4,22748.0,17051.4,18909.92606456791,19148.104844881636,14846.589792831985,20856.307687876462,20378.44180809828,15856.9,23162.222302344675,23168.709093831985,17897.0520509697,21804.003429604043,21792.19867707475,16885.74554922677
124,124,NP_002620.1,False,High,Master Protein,-7575182119282234368,371,PGAM1#5223#phosphoglycerate mutase 1 isoform 1 [Homo sapiens],0,255.741,0,81,20,512,5,14,1,254,28.8,7.18,2100,887.95,81,81,235,277,20,18,8,7371.4,7171.1,7705.0,6848.9,6570.3,7144.8,6772.6,6495.7,6912.2,6870.9,6627.7,7115.1,7107.118660097378,6862.080450822107,7628.283354368224,6747.956412347571,6383.5532602170315,7144.8,6575.8604733919465,6254.212167940575,6880.656049897535,6632.890906229696,6349.224334976628,7045.9767618672595
125,125,NP_036565.2,False,High,Master Protein,-3283541064302857216,1363,SF3B1#23451#splicing factor 3B subunit 1 isoform 1 [Homo sapiens],0,255.664,0,36,33,368,29,33,1,1304,145.7,7.09,1499,543.51,34,35,175,193,31,31,0,6191.4,4535.5,4681.6,5983.9,4510.1,4627.8,6320.0,4800.7,4880.9,6454.6,4812.4,5008.4,5969.424325382818,4340.054647781186,4634.98654793125,5895.705350617855,4381.91004351473,4627.8,6136.408202438812,4622.226450518392,4858.625924299771,6231.011605954125,4610.197683908675,4959.743364694238
126,126,NP_064502.9,False,High,Master Protein,-2651873567954206720,1525,"LARS1#51520#leucine--tRNA ligase, cytoplasmic isoform 1 [Homo sapiens]",0,253.97,0,34,33,388,0,33,1,1176,134.4,7.3,2891,631.67,32,34,185,203,32,32,0,7086.9,6035.7,5581.3,7008.9,6066.5,5516.7,6828.8,5937.1,5334.0,6711.9,5653.0,5253.3,6832.818627702215,5775.607504710154,5525.728473164876,6905.5982272339925,5894.072698827545,5516.7,6630.427900761734,5716.378998765335,5309.658194229543,6479.398692096101,5415.478245186547,5202.26415976125
127,127,XP_011543629.1,False,High,Master Protein,6713486079386730496,3784,SERPINH1#871#serpin H1 isoform X1 [Homo sapiens],0,251.047,0,56,21,381,21,21,1,418,46.4,8.69,2136,693.04,56,52,184,197,21,18,0,7308.5,6203.7,6384.0,7204.7,6246.4,6137.3,7736.2,6782.5,6652.1,7640.1,6524.2,6546.5,7046.473767170644,5936.367989954832,6320.436201724431,7098.512398201251,6068.859425691317,6137.3,7511.468534130876,6530.349928269001,6621.74302096632,7375.4456930948645,6250.073088138345,6482.90071419432
128,128,NP_001171725.1,False,High,Master Protein,8956218171446358016,4305,ESYT1#23344#extended synaptotagmin-1 isoform 1 [Homo sapiens],0,250.916,0,44,31,296,0,31,1,1114,123.9,5.78,1935,524.57,41,37,148,148,29,26,0,3155.5,4189.1,4631.5,2986.3,3905.6,4432.2,3152.2,4075.6,4720.0,3283.9,4249.3,4860.4,3042.368197620164,4008.581837729064,4585.385380370724,2942.2859487207515,3794.5916644755393,4432.2,3060.6306860328514,3924.0831798972563,4698.46019436885,3170.1451697692733,4070.757422124747,4813.181185560235
129,129,NP_006421.2,False,High,Master Protein,-7224600777690592256,438,CCT4#10575#T-complex protein 1 subunit delta isoform a [Homo sapiens],0,250.018,0,63,28,393,2,27,1,539,57.9,7.83,2610,661.72,63,59,188,205,28,27,0,5979.3,6794.0,6562.0,5743.1,6581.3,6212.5,5332.4,5990.5,5730.3,5042.1,5659.1,5416.1,5764.928589456583,6501.2305759068195,6496.663902837675,5658.454419213792,6394.240608718985,6212.5,5177.497325741253,5767.793770039875,5704.149671989793,4867.440835742153,5421.3219418601075,5363.482556808655
130,130,NP_001145.1,False,High,Master Protein,7061207721996528640,3857,ANXA5#308#annexin A5 [Homo sapiens],0,249.759,0,76,27,924,14,26,1,320,35.9,5.05,6745,1459.2,76,76,461,463,26,24,1,23955.6,20795.9,21835.5,23630.3,20679.2,21240.1,22169.4,19448.6,19935.2,21546.8,18688.6,19092.0,23096.73763109162,19899.755804165532,21618.089705945145,23282.02111444127,20091.437921963996,21240.1,21525.39367138402,18725.567801685585,19844.22535313176,20800.41534272803,17903.362238279373,18906.52110828656
131,131,NP_733765.1,False,High,Master Protein,1473642583666427136,2515,ATP2A2#488#sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform b [Homo sapiens],0,249.401,0,30,26,363,0,26,1,1042,114.7,5.34,2491,605.78,30,28,175,188,26,23,0,4755.8,4721.6,5216.9,4683.3,4558.3,5247.7,4789.3,4614.3,5452.1,4821.8,4683.3,5298.2,4585.29382799619,4518.135161495678,5164.956707515066,4614.274447859858,4428.740061496019,5247.7,4650.174019610791,4442.756162773558,5427.219242736951,4654.77206358095,4486.522070702663,5246.727955998525
132,132,XP_005252022.1,False,High,Master Protein,6189837904598166528,3667,HNRNPK#3190#heterogeneous nuclear ribonucleoprotein K isoform X3 [Homo sapiens],0,248.893,0,63,27,931,0,1,1,440,48.5,5.54,4608,1351.34,63,63,435,496,27,27,0,153.7,218.6,244.1,172.6,247.3,267.7,146.5,239.9,271.4,147.6,233.0,252.8,148.18950783527782,209.18001234813522,241.66956090866753,170.05610780872706,240.27102586665325,267.7,142.24427241412752,230.98134136258508,270.16146117620883,142.48711198816795,223.2100532687892,250.3440465207858
133,133,NP_005959.2,False,High,Master Protein,5778599060552415232,3564,HNRNPM#4670#heterogeneous nuclear ribonucleoprotein M isoform a [Homo sapiens],0,247.012,0,56,33,422,0,33,1,730,77.5,8.7,3048,547.19,56,54,221,201,33,30,0,9382.0,9918.0,11364.2,9891.6,10573.9,12059.8,9558.0,10189.6,11675.5,9869.5,10531.5,12186.8,9045.634108722035,9490.610075337627,11251.049668489472,9745.811100815787,10273.359484073613,12059.8,9280.34645552376,9810.785643802406,11622.218643930828,9527.618914412084,10088.998609443148,12068.405166691107
134,134,NP_004035.2,False,High,Master Protein,3851021478040607744,3078,ATIC#471#bifunctional purine biosynthesis protein PURH [Homo sapiens],0,246.432,0,61,28,334,0,28,1,592,64.6,6.71,1530,531.35,61,57,157,177,28,25,0,4300.3,4527.0,4674.6,4327.3,4656.6,4853.8,4077.5,4383.3,4419.6,3792.9,3955.8,4086.7,4146.124531841544,4331.920932753926,4628.056245078482,4263.521409737571,4524.246094018024,4853.8,3959.0513363044706,4220.343949956729,4399.431075218765,3661.513326964243,3789.5893936509715,4046.997685587402
135,135,NP_001302466.1,False,High,Master Protein,-3013475598512256000,1433,LDHB#3945#L-lactate dehydrogenase B chain isoform LDHBx [Homo sapiens],0,245.312,0,56,21,1008,0,19,1,341,37.4,6.25,6676,1726.47,56,56,478,530,21,18,0,17800.4,17700.0,18200.7,16566.6,16682.4,16745.0,15354.7,15448.6,15175.1,15151.4,15322.2,15257.8,17162.215453943267,16937.265409707197,18019.48044748212,16322.430565608678,16208.238422635894,16745.0,14908.65617499798,14874.274073255658,15105.848155840411,14626.553039143142,14678.408060922928,15109.570383721699
136,136,NP_001184222.1,False,High,Master Protein,5188932186925581312,3432,DPYSL2#1808#dihydropyrimidinase-related protein 2 isoform 1 [Homo sapiens],0,244.341,0,56,26,508,0,26,1,677,73.5,6.35,2592,818.01,56,55,245,263,26,24,0,9617.2,9294.9,7918.0,8495.8,8365.2,7009.5,7724.1,7640.8,6697.0,8163.3,7936.5,6967.0,9272.40165747192,8894.360918456916,7839.162569745308,8370.583318200366,8127.437062594937,7009.5,7499.720031085068,7356.741280046854,6666.438119001735,7880.521959979753,7603.032565526805,6899.31555423384
137,137,XP_016883528.1,False,High,Master Protein,-6979633451004200960,505,YWHAB#7529#14-3-3 protein beta/alpha isoform X1 [Homo sapiens],0,242.124,0,69,18,825,10,11,1,246,28.1,4.83,4167,1323.56,69,69,394,431,18,17,0,5645.6,5608.1,4737.8,5253.7,5336.3,4413.7,4801.6,5066.7,4163.5,5096.0,5272.8,4517.4,5443.1924881902705,5366.433793456437,4690.62697940633,5176.26751792995,5184.627073725118,4413.7,4662.116712789589,4878.337483458982,4144.4997922149805,4919.473730973604,5051.253085303312,4473.513432567238
