,Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Accession,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Cntrol 3,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,average_normalized  (by Bio. Rep.): Sample- A,P VALUE of  (by Bio. Rep.): Sample- A,average_normalized  (by Bio. Rep.): Sample- B,P VALUE of  (by Bio. Rep.): Sample- B,average_normalized_of_CONTROL
85,False,High,Master Protein,-5.1552258837676e+17,2018,NP_006363.4,SYNCRIP#10492#heterogeneous nuclear ribonucleoprotein Q isoform 1 [Homo sapiens],0,321.366,0,49,32,757,0,1,1,623,69.6,8.59,4204,1245.87,49,47,352,405,32,28,34,15377.9,11467.4,11192.4,15865.2,11941.3,11664.7,15570.3,11532.6,11415.5,15492.8,11617.6,11426.2,14549.51111469997,10370.77709600695,10462.68806335323,15568.356177028922,11014.992718684392,11087.66850910402,15570.3,10815.992142679268,10562.255545286507,12557.00580160578,0.7277550614753041,12316.182562655258,0.8191009677768094,11794.325424686716
86,False,High,Master Protein,2.749950876556131e+18,2815,NP_005337.2,HSPA1B#3304#heat shock 70 kDa protein 1B [Homo sapiens],0,318.307,0,71,36,842,17,29,1,641,70.0,5.66,3813,1095.92,71,68,396,446,36,34,0,4162.1,5041.8,5582.3,4905.3,6038.5,6844.9,4059.5,5109.3,5661.7,3820.6,4657.5,5095.5,3937.892703847258,4559.654669990394,5218.350271260563,4813.520003225926,5570.08311756473,6506.295247881738,4059.5,4791.820461525691,5238.519751281032,5629.966122890798,0.16503057845603755,4696.613404268907,0.8171666604003793,4571.965881699405
87,False,High,Master Protein,-7.233412111740596e+18,436,NP_000179.2,HK1#3098#hexokinase-1 isoform HKI [Homo sapiens],0,316.989,0,53,43,467,0,40,1,917,102.4,6.8,2675,679.87,53,51,227,240,43,41,3,8365.1,8300.3,8564.9,7754.3,7785.7,8004.2,8402.7,8495.7,8783.8,9164.2,9376.8,9699.6,7914.482174131495,7506.545610163287,8006.493423556526,7609.214148169287,7181.74979356193,7608.246785649901,8402.7,7967.797759963952,8127.260326633754,7466.403575793706,0.17744218703192263,8165.919362199235,0.15054036968676324,7809.173735950437
88,False,High,Master Protein,-7.048585715635487e+18,483,NP_001060.1,TUBB2A#7280#tubulin beta-2A chain isoform 1 [Homo sapiens],0,310.568,0,62,23,1214,1,3,1,445,49.9,4.89,6059,1929.73,62,55,587,627,23,21,0,175.3,47.2,135.1,140.9,34.2,112.3,124.7,50.2,85.9,150.7,40.6,111.1,165.8568008900373,42.68628276082879,126.29187282075526,138.26370832661266,31.54704688593422,106.74472327384171,124.7,47.08069347436825,79.47945787220104,92.18515949546286,0.7077134143607688,83.75338378218977,0.5564229066389867,111.61165215720712
89,False,High,Master Protein,-1.1192866155619178e+18,1881,NP_000282.1,PGK1#5230#phosphoglycerate kinase 1 [Homo sapiens],0,310.179,0,76,28,910,23,28,1,417,44.6,8.1,4162,1266.98,76,72,422,488,28,26,0,19506.7,26247.5,18959.5,18820.6,25831.2,18404.6,18429.4,25215.8,17804.7,19678.5,27024.1,19290.6,18455.89764929658,23737.46200772995,17723.395727202882,18468.45953819621,23827.429167249822,17494.157915990625,18429.4,23648.951205397905,16473.898761084725,19930.015540478886,0.9884080356516858,19517.41665549421,0.8814251709685206,19972.251794743137
90,False,High,Master Protein,3.002712347046388e+18,2869,NP_006422.1,CCT2#10576#T-complex protein 1 subunit beta isoform 1 [Homo sapiens],0,310.06,0,72,31,602,2,31,1,535,57.5,6.46,5361,979.8,72,70,292,310,30,28,0,9849.3,8518.4,8790.3,9746.0,8495.0,8681.5,9158.9,8054.6,8194.5,8847.0,7753.1,7889.8,9318.730114125752,7703.7887938526255,8217.197998936232,9563.648696601611,7836.028166550034,8252.041986659455,9158.9,7554.106646586584,7582.0071889843,8550.572949937034,0.8552464309949468,8098.337945190295,0.6817638440507016,8413.238968971536
91,False,High,Master Protein,2.4684982053632184e+18,2751,XP_016865667.1,SYNCRIP#10492#heterogeneous nuclear ribonucleoprotein Q isoform X4 [Homo sapiens],0,309.639,0,52,31,753,0,1,1,562,62.6,7.56,4200,1239.02,52,51,349,404,31,28,0,86.1,9.4,7.5,94.5,7.1,5.7,88.9,2.1,9.1,85.5,7.2,10.3,81.46189707149009,8.50108173626675,7.011021807221795,92.73186967256845,6.549240727781664,5.418031368307193,88.9,1.9695110815970782,8.41982615409813,34.89971392288577,0.9492363799001406,33.09644574523174,0.9844678225629162,32.324666871659545
92,False,High,Master Protein,8.428260618384849e+18,4184,NP_004238.3,EFTUD2#9343#116 kDa U5 small nuclear ribonucleoprotein component isoform a [Homo sapiens],0,309.233,0,59,43,385,0,42,1,972,109.4,5.0,2416,645.05,59,59,184,201,43,42,0,4395.6,3658.8,5400.9,4425.6,3719.2,5365.5,4638.5,3827.4,5609.2,4564.0,3788.1,5567.1,4158.814341085271,3308.9104102822116,5048.7770238165585,4342.7953695546985,3430.69522743177,5100.078474851271,4638.5,3589.5746255736462,5189.943831161235,4291.189690612579,0.8726340229195593,4472.672818911627,0.6846861803476942,4172.167258394681
93,False,High,Master Protein,4.2865428164385024e+17,2249,XP_011526286.2,ILF3#3609#interleukin enhancer-binding factor 3 isoform X1 [Homo sapiens],0,308.806,0,53,36,937,0,36,1,898,95.7,8.81,4874,1423.74,52,48,450,487,35,33,0,16684.7,15585.6,16210.7,16974.0,15955.4,16412.3,17337.1,16430.7,17141.4,18095.0,16947.0,17754.2,15785.915378265861,14095.155266889262,15153.809494710713,16656.410114520393,14717.712043386982,15600.41337299441,17337.1,15409.736061141482,15860.17670745689,15658.178510300595,0.4360475419145804,16202.337589532792,0.195518255633809,15011.626713288613
94,False,High,Master Protein,8.369123714013872e+18,4167,NP_006816.2,CKAP4#10970#cytoskeleton-associated protein 4 [Homo sapiens],0,306.921,0,67,36,670,34,35,1,602,66.0,5.92,3364,975.11,65,67,310,360,35,36,1,11283.3,12146.0,9158.3,11399.1,12234.8,9540.6,12206.2,13087.2,10000.5,11834.8,12848.3,9698.4,10675.48226744186,10984.482847733612,8561.205468943914,11185.818577614551,11285.725416375086,9068.64387236344,12206.2,12273.993060512992,9253.018841105313,10513.395955451027,0.6969764581608318,11244.403967206103,0.40663390146500733,10073.723528039796
95,False,High,Master Protein,2.7266839768154506e+18,2810,NP_005557.1,LDHA#3939#L-lactate dehydrogenase A chain isoform 1 [Homo sapiens],0,304.502,0,63,27,1333,0,25,1,332,36.7,8.27,10411,2179.66,63,62,652,681,27,23,2,29121.1,27689.7,24542.9,23964.1,23073.3,20787.6,25496.7,24087.2,21328.9,29716.7,28514.3,24539.3,27552.3815424921,25041.744994968663,22942.77428166184,23515.72273037458,21283.46423722883,19759.27524067063,25496.7,22590.479678402447,19734.684621774028,21519.48740275801,0.10344492846210249,22607.288100058824,0.2969687432388421,25178.966939707534
96,False,High,Master Protein,-4.535556334998408e+18,1089,NP_003312.3,"TUFM#7284#elongation factor Tu, mitochondrial isoform 1 precursor [Homo sapiens]",0,303.297,0,65,27,891,4,27,1,455,49.8,7.61,6162,1373.12,65,63,440,451,27,24,0,11191.8,9032.8,11415.5,11355.3,9342.0,11904.2,12326.3,9930.3,12615.2,12788.8,10377.2,13326.6,10588.911261843237,8168.996926313861,10671.242592045386,11142.838091988535,8617.324912526241,11315.320879754823,12326.3,9313.255187420697,11672.284714195466,10358.494628089866,0.6706278229093781,11103.946633872052,0.3524188207852455,9809.716926734161
97,False,High,Master Protein,3.945672141617061e+18,3104,NP_001352542.1,RRBP1#6238#ribosome-binding protein 1 isoform 1 [Homo sapiens],0,302.97,0,53,45,400,11,45,1,1410,152.4,8.6,1657,523.49,50,48,198,202,43,39,0,10181.8,12056.6,4352.6,9724.0,11500.8,4333.6,9137.9,10675.1,4011.1,9678.8,11503.8,4155.2,9633.318741027848,10903.63213419933,4068.8231357484783,9542.060324825987,10608.663065080475,4119.224690823869,9137.9,10011.775117693795,3711.2928227146167,8089.982693576777,0.9711160751650871,7620.322646802803,0.8498021999707936,8201.92467032522
98,False,High,Master Protein,8.288854614025876e+18,4142,NP_006752.1,YWHAE#7531#14-3-3 protein epsilon [Homo sapiens],0,298.463,0,78,25,1527,2,22,1,255,29.2,4.74,7950,2142.82,78,76,744,783,25,22,3,27128.5,23755.1,23937.1,26148.1,23214.3,23188.2,24454.7,21685.4,21551.2,24596.8,21593.1,21734.3,25667.120495980475,21483.409229062796,22376.47068021984,25658.859273918384,21413.526623512942,22041.121925365063,24454.7,20337.921718507278,19940.368946395567,23037.835940932127,0.9437483863463882,21577.663554967614,0.4535508195409863,23175.66680175437
99,False,High,Master Protein,5.1898763202107994e+17,2278,NP_001276052.1,TUBB4A#10382#tubulin beta-4A chain isoform 1 [Homo sapiens],0,298.434,0,68,25,1039,0,2,1,495,54.4,5.02,4583,1594.54,68,68,505,534,24,22,2,48.1,543.0,184.6,57.5,497.5,163.8,56.8,489.2,176.6,59.0,531.5,217.2,45.50891113982199,491.07312582902614,172.5646167484191,56.42415350447287,458.9080650804758,155.69711195240671,56.8,458.80229577013836,163.4001427267835,223.6764435124518,0.9469906844280875,226.33414616564062,0.9579366981120524,236.38221790575574
100,False,High,Master Protein,1.0742156292905946e+18,2426,XP_005249786.1,HNRNPA2B1#3181#heterogeneous nuclear ribonucleoproteins A2/B1 isoform X1 [Homo sapiens],0,295.277,0,63,27,1555,1,23,1,353,37.4,8.95,6484,2207.82,63,63,695,860,27,23,5,23743.2,26753.8,21826.8,24707.5,27599.8,22600.5,25416.3,28651.8,23088.6,26879.9,30628.8,24353.1,22464.18251507321,24195.344739971635,20403.756104249154,24245.213438465453,25458.835808257518,21482.49437533802,25416.3,26871.44647985865,21362.856938627483,23728.84787402033,0.44106348624999137,24550.201139495377,0.33798264573477116,22354.427786431334
101,False,High,Master Protein,6.400995593712089e+18,3708,NP_064505.1,UGGT1#56886#UDP-glucose:glycoprotein glucosyltransferase 1 precursor [Homo sapiens],0,293.968,0,42,45,374,0,43,1,1555,177.1,5.63,2096,556.45,42,40,182,192,45,43,2,5101.8,5510.6,4854.1,5079.1,5483.5,4656.0,5744.9,6184.6,5350.7,5395.7,6036.2,5124.2,4826.972200689061,4983.623512326762,4537.626793924709,4984.068140253359,5058.135426871938,4425.676149269875,5744.9,5800.303921545376,4950.765253047568,4822.626572131724,0.8765590106099821,5498.656391530982,0.10398304283720511,4782.740835646844
102,False,High,Master Protein,-4.912222715256497e+18,990,XP_005245768.1,HNRNPR#10236#heterogeneous nuclear ribonucleoprotein R isoform X2 [Homo sapiens],0,290.338,0,48,30,844,0,3,1,633,70.9,8.13,4528,1347.76,48,46,370,474,29,27,23,12906.7,11554.1,9075.1,13466.0,12007.7,9375.9,13433.1,12150.8,9394.1,14105.0,12673.8,9848.2,12211.43167169107,10449.186009468049,8483.429867029135,13214.046105934463,11076.241955913225,8912.091281773932,13433.1,11395.778690604655,8691.943832331126,11067.459781207208,0.6982023954965983,11173.60750764526,0.6746185649723293,10381.349182729418
103,False,High,Master Protein,-6.49692500554696e+18,616,NP_006077.2,TUBB3#10381#tubulin beta-3 chain isoform 1 [Homo sapiens],0,287.567,0,62,24,924,2,9,1,450,50.4,4.93,5568,1428.13,62,62,459,465,24,22,2,1841.5,3207.4,2245.9,1413.3,2577.3,1841.4,1431.4,2659.8,1731.5,1556.9,2873.5,1909.5,1742.3006208728107,2900.677612861912,2099.4738502452574,1386.856628658635,2377.3743841847445,1750.3092915089237,1431.4,2494.526464205671,1602.0801083319686,1838.1801014507676,0.41424706029397296,1842.6688575125465,0.4424723546280401,2247.4840279933264
104,False,High,Master Protein,-1.5764522561348872e+18,1782,NP_002131.2,HNRNPK#3190#heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens],0,286.996,0,65,28,966,0,2,1,464,51.0,5.33,4760,1452.0,65,65,454,512,28,27,30,15473.4,14622.4,11865.6,16157.6,14812.5,12283.3,15842.1,14782.5,12263.5,16177.9,15013.2,12386.8,14639.866645133503,13224.065700041163,11091.997380769457,15855.285263719494,13663.468771868438,11675.6674923382,15842.1,13863.951220813718,11346.872312173893,13731.473842642044,0.6633814273175956,13684.307844329203,0.6963802118181137,12985.309908648042
105,False,High,Master Protein,8.372900262212064e+18,4168,NP_112420.1,HNRNPA1#3178#heterogeneous nuclear ribonucleoprotein A1 isoform b [Homo sapiens],0,283.57,0,50,22,877,0,17,1,372,38.7,9.13,5254,1460.88,50,49,420,457,22,17,1,21466.3,13552.9,13119.3,22341.1,14111.0,13680.1,22421.7,13927.3,13781.6,23650.3,14344.6,14247.0,20309.93636592018,12256.841559941451,12263.959786064652,21923.089667109198,13016.385339398179,13003.370337119164,22421.7,13061.891279393802,12751.502870914153,15980.948447875513,0.8084524442346672,16078.36471676932,0.7986576381743231,14943.57923730876
106,False,High,Master Protein,8.961190954250989e+18,4308,XP_016858683.1,IMMT#10989#MICOS complex subunit MIC60 isoform X1 [Homo sapiens],0,282.857,0,57,37,363,0,37,1,758,83.6,6.48,1584,543.15,55,56,173,190,36,33,0,6969.8,6553.6,5357.9,6995.5,6470.1,5416.1,7412.0,6947.0,5750.4,7761.5,7385.7,6140.4,6594.345298593166,5926.881836893381,5008.580498788487,6864.611579835478,5968.203159552134,5148.175384892736,7412.0,6515.330230407096,5320.5899248929545,5993.663374760115,0.834899826150397,6415.973385100017,0.4961124006703601,5843.269211425012
107,False,High,Master Protein,-8.068807393478624e+17,1963,NP_006000.2,TUBA1A#7846#tubulin alpha-1A chain isoform 1 [Homo sapiens],0,282.481,0,75,26,1313,0,2,1,451,50.1,5.06,11045,2246.44,75,75,595,718,26,26,3,1050.5,933.1,1350.0,800.3,704.2,1158.1,849.8,678.9,1229.0,900.9,818.3,1278.7,993.9108347688773,843.8680178840963,1261.9839252999232,785.3260878196459,649.5739888033589,1100.8108995853613,849.8,636.7147968077411,1137.1391586139123,845.2369920694554,0.358394672502797,874.5513184738844,0.45108349542764176,1033.2542593176322
108,False,High,Master Protein,-9.165754455413116e+18,17,NP_001269633.1,PDIA6#10130#protein disulfide-isomerase A6 isoform a [Homo sapiens],0,281.648,0,49,18,734,0,18,1,492,53.9,5.33,5143,1480.45,49,47,322,412,18,16,0,8922.0,9365.5,12687.3,8432.4,8654.4,11787.2,8960.4,9415.7,12915.3,8864.8,9431.6,12855.2,8441.382644272178,8469.880957553856,11860.124929968677,8274.6266436716,7983.06323303009,11204.108656931676,8960.4,8830.631186187433,11949.953926156437,9153.932844544455,0.7899096114385941,9913.661704114624,0.8426436928204762,9590.462843931571
109,False,High,Master Protein,4.156195419215824e+18,3155,NP_001257376.1,"ACADVL#37#very long-chain specific acyl-CoA dehydrogenase, mitochondrial isoform 3 [Homo sapiens]",0,279.889,0,60,36,463,0,36,1,678,72.9,8.75,2920,739.3,60,60,221,242,36,36,0,4142.0,5579.1,7820.9,3974.4,5249.2,7454.9,4525.2,6495.2,9101.4,5148.3,7202.7,9893.6,3918.8754665518227,5045.5728845538115,7311.000060280125,3900.037490229165,4842.010482855143,7086.119657472507,4525.2,6091.603989137781,8421.121511967991,5276.0558768522715,0.9188314844441554,6345.975167035257,0.5750801575110072,5425.14947046192
110,False,High,Master Protein,-3.622804810067189e+18,1282,NP_001339990.1,GSN#2934#gelsolin isoform b [Homo sapiens],0,279.77,0,57,35,496,2,35,1,731,80.6,5.85,2580,767.9,57,52,243,253,35,30,0,10494.0,11876.0,12149.1,10363.0,11740.5,12101.2,10031.0,11330.4,11721.1,9666.9,10875.8,11160.7,9928.700904392765,10740.302840415312,11357.014005082441,10169.104395945258,10829.76912176347,11502.57564809807,10031.0,10626.356361394064,10845.013663164791,10833.816388602267,0.7930844246541251,10500.790008186284,0.7385042900600193,10675.339249963507
111,False,High,Master Protein,-6.568070672358434e+18,602,XP_024308601.1,HDLBP#3069#vigilin isoform X1 [Homo sapiens],0,279.73,0,36,33,434,0,33,1,1268,141.4,6.87,1944,677.61,36,34,209,225,33,32,0,4414.6,4550.7,6152.7,4033.1,4151.2,5540.2,3881.2,3892.9,5275.0,3976.6,4044.4,5334.3,4176.790834051105,4115.51836779033,5751.561849772472,3957.6391912850354,3829.184240727781,5266.136383630791,3881.2,3651.004614071079,4880.723402512927,4350.986605214536,0.6644713956805042,4137.642672194669,0.458152942221191,4681.290350537969
112,False,High,Master Protein,-8.533826193911875e+18,171,NP_060918.2,CAND1#55832#cullin-associated NEDD8-dissociated protein 1 isoform 1 [Homo sapiens],0,279.07,0,44,35,307,2,35,1,1230,136.3,5.78,1707,499.84,42,43,150,157,34,34,0,3635.4,3440.8,4652.3,3477.2,3310.8,4362.3,3370.6,3196.7,4036.2,3149.3,3109.9,4019.6,3439.5653962101633,3111.7576636326207,4348.983567165061,3412.140288100053,3053.975521343597,4146.504954029205,3370.6,2998.064797400657,3734.5167388099862,3537.540254490952,0.8546341412863859,3367.727178736881,0.5752483176642152,3633.4355423359484
113,False,High,Master Protein,-1.1661143066623826e+18,1872,NP_001091868.1,COPA#1314#coatomer subunit alpha isoform 1 [Homo sapiens],0,275.817,0,47,39,296,0,39,1,1233,139.2,7.59,912,401.74,46,38,147,149,38,33,0,4612.1,3784.5,4209.7,4480.1,3652.8,4066.8,4168.3,3420.2,3717.3,4043.6,3383.2,3673.2,4363.651747774907,3422.589769244842,3935.239800248212,4396.275654180677,3369.445990202939,3865.6228015143324,4168.3,3207.6770482277743,3439.45272116802,3877.1148152993155,0.9440852120811926,3605.1432564652646,0.48953044088814046,3907.1604390893203
114,False,High,Master Protein,-9.169618704545618e+18,16,NP_908932.1,ALDOA#226#fructose-bisphosphate aldolase A isoform 1 [Homo sapiens],0,275.625,0,84,31,788,1,26,1,364,39.4,8.09,3165,1069.29,84,80,352,436,31,27,5,17242.5,16510.3,16416.0,15506.8,14913.9,14797.4,15457.8,14560.7,14740.2,15937.3,15055.6,15354.5,16313.6673664944,14931.426573434566,15345.724531647063,15216.661975011477,13757.002998600417,14065.399538489273,15457.8,13655.933336100275,13638.45290952058,14346.354837367055,0.12207549822921128,14250.728748540285,0.16394996907221876,15530.272823858677
115,False,High,Master Protein,-3.7798658391153664e+18,1248,NP_005262.1,"GLUD1#2746#glutamate dehydrogenase 1, mitochondrial isoform a precursor [Homo sapiens]",0,274.65,0,55,28,738,1,28,1,558,61.4,7.8,3695,1136.35,55,54,339,399,27,27,0,16215.8,13916.0,10100.4,16880.4,14388.6,10403.7,18077.2,15774.1,10983.2,18603.7,16068.5,11514.0,15342.27445449325,12585.21845126469,9441.883288221736,16564.561405511373,13272.451427571727,9889.047885343429,18077.2,14793.935596295463,10162.26754018578,13242.020239475509,0.7755545717220168,14344.467712160413,0.5479934175356977,12456.45873132656
116,False,High,Master Protein,-1.6121902882938609e+18,1772,NP_001407.1,EIF4A1#1973#eukaryotic initiation factor 4A-I isoform 1 [Homo sapiens],0,272.916,0,75,25,631,2,14,1,406,46.1,5.48,3470,917.27,75,71,310,321,25,23,13,10059.6,13108.1,10820.3,9799.1,12680.6,10616.0,8420.6,10990.9,9192.7,8434.4,11016.8,9045.3,9517.701507321273,11854.577607144489,10114.847901424264,9615.75517575096,11696.943939818053,10090.845790517396,8420.6,10307.952069869203,8505.597350195372,10467.848302028802,0.9778430815042656,9078.049806688192,0.20436014978238928,10495.709005296674
117,False,High,Master Protein,-7.561791203154466e+18,376,NP_001290043.1,TUBA1C#84790#tubulin alpha-1C chain isoform a [Homo sapiens],0,271.844,0,64,26,1251,0,3,1,519,57.7,5.07,10671,2135.43,64,64,572,679,26,26,26,24867.1,28731.6,26574.4,17933.4,19945.6,18996.7,16904.1,18699.6,17873.9,19323.6,22242.6,20710.6,23527.53938056273,25984.00851209806,24841.826388511316,17597.85938186285,18398.385332400278,18056.967806021272,16904.1,17537.65210544415,16537.926450080726,18017.737506761467,0.006320950846267689,16993.226185174957,0.0033625135601732864,24784.458093724035
118,False,High,Master Protein,6.942352143814959e+18,3826,NP_005989.3,CCT3#7203#T-complex protein 1 subunit gamma isoform a [Homo sapiens],0,267.93,0,70,34,371,2,34,1,545,60.5,6.49,2191,591.58,70,61,188,183,34,28,0,7371.3,7115.1,9402.9,7387.9,6986.2,9177.7,6955.4,6564.8,8491.9,6510.0,6049.0,7757.3,6974.216978897502,6434.685815075698,8789.858260150108,7249.669629142523,6444.268390482855,8723.695875247882,6955.4,6156.879213556428,7857.178210767683,7472.54463162442,0.9440245955211575,6989.8191414413695,0.6634289056224474,7399.587018041103
119,False,High,Master Protein,-1.9266669854685683e+18,1695,NP_001095868.1,HNRNPR#10236#heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens],0,265.54,0,48,28,833,0,1,1,636,71.2,8.13,4395,1325.2,48,46,364,469,27,26,0,124.8,27.9,111.3,133.3,34.6,103.1,131.9,29.6,109.4,141.8,23.7,111.7,118.07717484926786,25.231934089557694,104.04356361917144,130.8059071677606,31.916018194541635,97.9998305390301,131.9,27.760727626320723,101.22296497344347,86.90725196711078,0.9186720222465452,86.96123086658805,0.9202450617937115,82.45089085266567
120,False,High,Master Protein,7.379954125319752e+18,3939,NP_036205.1,CCT5#22948#T-complex protein 1 subunit epsilon isoform a [Homo sapiens],0,265.079,0,76,33,482,0,32,1,541,59.6,5.66,2440,780.75,73,71,237,245,32,28,1,6895.6,8745.2,9390.7,7051.1,8789.2,9421.4,6501.8,8184.2,8547.8,5955.1,7656.0,8340.6,6524.142362905541,7908.899999999999,8778.453664677028,6919.171283050238,8107.406564030791,8955.340479538489,6501.8,7675.653616193717,7908.9,7993.972775539839,0.7857722634409625,7362.117872064572,0.6623403836521351,7737.165342527523
121,False,High,Master Protein,-9.142633453092605e+18,22,NP_001129172.1,YWHAZ#7534#14-3-3 protein zeta/delta [Homo sapiens],0,265.001,0,73,20,1304,16,16,1,245,27.7,4.79,7268,2102.56,73,73,588,716,20,20,0,21582.9,22490.9,21121.5,21356.9,22412.9,20625.4,19805.4,20753.1,19158.8,19737.6,20609.3,19166.9,20420.255264857882,20340.104172574665,19744.43961349802,20957.304417037856,20674.292606717983,19605.09897962863,19805.4,19463.552584520152,17726.787397926953,20412.232001128155,0.6351859452312953,18998.579994149037,0.20374903978779368,20168.26635031019
122,False,High,Master Protein,-3.9595728786815887e+18,1215,NP_110379.2,TCP1#6950#T-complex protein 1 subunit alpha isoform a [Homo sapiens],0,264.838,0,71,29,556,10,29,1,556,60.3,6.11,3488,899.99,71,71,263,293,29,29,0,8081.6,7059.2,7210.7,7924.9,6930.8,7293.4,7549.2,6601.0,6730.6,7096.4,6182.4,6350.1,7646.2539764570765,6384.131509856835,6740.583326044559,7776.622158392992,6393.165864240727,6932.608768703803,7549.2,6190.8298331534825,6227.525484920097,7034.1322637791745,0.8508175139570175,6655.851772691193,0.670883678131093,6923.656270786157
123,False,High,Master Protein,-2.2629939587711631e+18,1626,NP_005909.2,"MDH2#4191#malate dehydrogenase, mitochondrial isoform 1 precursor [Homo sapiens]",0,262.31,0,78,20,762,0,20,1,338,35.5,8.68,6628,1372.6,78,78,357,405,20,20,0,14605.1,12634.2,14261.2,15296.3,13158.0,14800.0,16765.1,14635.9,16613.9,17525.6,14917.1,16844.8,13818.340916594889,11425.996475780998,13331.411226286862,15010.100508703797,12137.311196641007,14067.870921218677,16765.1,13726.460590069846,15372.104367205598,13738.427542187826,0.47581505707678456,15287.888319091813,0.10281207662209285,12858.582872887584
124,False,High,Master Protein,-4.6902193141206374e+17,2032,NP_057535.1,COPB1#1315#coatomer subunit beta [Homo sapiens],0,261.148,0,46,33,315,33,33,1,953,107.1,6.05,1393,497.19,46,42,158,157,33,30,0,4121.7,4053.6,4391.5,3993.7,3925.5,4232.3,3761.5,3723.4,4027.1,3689.2,3613.8,4066.9,3899.669003014642,3665.9558432054146,4105.186968855268,3918.976380014144,3620.992179846046,4022.935817559041,3761.5,3492.0369339136005,3726.096912655888,3854.3014591397437,0.8471724900850789,3659.877948856496,0.21550580653199333,3890.2706050251086
125,False,High,Master Protein,3.406961842154121e+18,2971,XP_011526432.1,PRKCSH#5589#glucosidase 2 subunit beta isoform X1 [Homo sapiens],0,255.909,0,51,25,666,1,25,1,535,60.2,4.41,2794,878.45,51,50,303,363,24,21,0,19613.1,20010.4,14995.9,21168.3,20974.6,15856.9,23855.2,24063.3,17979.1,22586.4,22748.0,17051.4,18556.56600990525,18096.813401637468,14018.210922522308,20772.233193543183,19347.56402379286,15072.48800072111,23855.2,22568.064766569034,16635.26334144458,18397.42840601905,0.5388180071994374,21019.50936933787,0.20578486236642474,16890.53011135501
126,False,High,Master Protein,-7.575182119282234e+18,371,NP_002620.1,PGAM1#5223#phosphoglycerate mutase 1 isoform 1 [Homo sapiens],0,255.741,0,81,20,512,5,14,1,254,28.8,7.18,2100,887.95,81,81,235,277,20,18,8,7371.4,7171.1,7705.0,6848.9,6570.3,7144.8,6772.6,6495.7,6912.2,6870.9,6627.7,7115.1,6974.311592018374,6485.330557334309,7202.656403285857,6720.754520639725,6060.630472358292,6791.359740400217,6772.6,6092.072920347686,6395.5519057535275,6524.248244466078,0.31301479713680547,6420.074942033738,0.1814990518443845,6887.432850879512
127,False,High,Master Protein,-3.283541064302857e+18,1363,NP_036565.2,SF3B1#23451#splicing factor 3B subunit 1 isoform 1 [Homo sapiens],0,255.664,0,36,33,368,29,33,1,1304,145.7,7.09,1499,543.51,34,35,175,193,31,31,0,6191.4,4535.5,4681.6,5983.9,4510.1,4627.8,6320.0,4800.7,4880.9,6454.6,4812.4,5008.4,5857.876765719207,4101.771937748707,4376.373292358608,5871.938994007221,4160.243747375787,4398.87115197404,6320.0,4502.396118772901,4516.0801621469855,4810.351297785682,0.968921486842073,5112.825426973295,0.7025063362030428,4778.6739986088405
128,False,High,Master Protein,-2.6518735679542067e+18,1525,NP_064502.9,"LARS1#51520#leucine--tRNA ligase, cytoplasmic isoform 1 [Homo sapiens]",0,253.97,0,34,33,388,0,33,1,1176,134.4,7.3,2891,631.67,32,34,185,203,32,32,0,7086.9,6035.7,5581.3,7008.9,6066.5,5516.7,6828.8,5937.1,5334.0,6711.9,5653.0,5253.3,6705.137263135227,5458.5084080409815,5217.415468352934,6877.760860826085,5595.911109167249,5243.798885884262,6828.8,5568.182972642863,4935.313484171366,5905.8236186258655,0.8766115161450285,5777.43215227141,0.9831675489792073,5793.687046509714
