Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Intensity: F1: 126  Sample  DGN,Intensity: F1: 127N  Sample  DGD,Intensity: F1: 127C  Sample  CA4N,Intensity: F1: 128N  Sample  CA4D,Intensity: F1: 128C  Sample  CA3N,Intensity: F1: 129N  Sample  CA3D,Intensity: F1: 129C  Sample  CA2N,Intensity: F1: 130N  Sample  CA2D,Intensity: F1: 130C  Sample  CA1N,Intensity: F1: 131  Sample  CA1D,Found in Sample: [S1] F1: 126  Sample  DGN,Found in Sample: [S2] F1: 127N  Sample  DGD,Found in Sample: [S3] F1: 127C  Sample  CA4N,Found in Sample: [S4] F1: 128N  Sample  CA4D,Found in Sample: [S5] F1: 128C  Sample  CA3N,Found in Sample: [S6] F1: 129N  Sample  CA3D,Found in Sample: [S7] F1: 129C  Sample  CA2N,Found in Sample: [S8] F1: 130N  Sample  CA2D,Found in Sample: [S9] F1: 130C  Sample  CA1N,Found in Sample: [S10] F1: 131  Sample  CA1D,Modifications,normalized Intensity: F1: 129N  Sample  CA3D,normalized Intensity: F1: 130C  Sample  CA1N,normalized Intensity: F1: 126  Sample  DGN,normalized Intensity: F1: 127C  Sample  CA4N,normalized Intensity: F1: 127N  Sample  DGD,normalized Intensity: F1: 128C  Sample  CA3N,normalized Intensity: F1: 128N  Sample  CA4D,normalized Intensity: F1: 129C  Sample  CA2N
False,High,IsMasterProtein,NP_001309906.1,SFXN1#94081#sideroflexin-1 isoform 1 [Homo sapiens],0.007,2.78,4,1,2,1,1,322,35.6,9.07,32.0,3.26,1.0,1.0,0,34.4,17.5,14.3,22.1,25.5,14.8,29.6,18.2,31.8,35.0,High,High,High,High,High,High,High,High,High,High,0.0,10.847727272727273,10.32,11.094,14.3,10.427251732101617,9.674999999999999,12.31490280777538,9.11312649164678
False,High,IsMasterProtein,NP_001315603.1,SV2A#9900#synaptic vesicle glycoprotein 2A isoform 1 [Homo sapiens],0.003,4.586,2,1,2,1,1,742,82.6,5.57,62.0,3.08,1.0,1.0,0,49.4,33.0,21.4,24.2,21.8,18.2,31.2,36.8,39.3,30.8,High,High,High,High,High,High,High,High,High,High,0.0,13.339772727272726,12.753962264150942,15.9315,21.4,19.662817551963048,8.271176470588236,13.485097192224623,9.605727923627684
False,High,IsMasterProtein,NP_001316851.1,CALM3#808#calmodulin-3 isoform 1 [Homo sapiens],0.0,23.856,30,3,9,3,1,149,16.8,4.22,225.0,12.8,3.0,2.0,0,187.0,87.1,48.4,84.5,89.5,70.5,108.4,86.6,123.0,115.4,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],51.67329545454545,39.91698113207547,60.307500000000005,48.4,51.89792147806005,33.95735294117647,47.086393088552924,33.373747016706446
False,Medium,IsMasterProtein,NP_001317093.1,HSPA12A#259217#heat shock 70 kDa protein 12A isoform 1 [Homo sapiens],0.049,1.234,2,1,2,1,1,692,77.0,7.17,20.0,2.12,1.0,1.0,0,17.6,8.9,7.6,10.8,13.1,3.9,18.6,9.5,15.7,15.2,High,High,High,High,High,High,High,High,High,High,0.0,2.858522727272727,5.095094339622641,5.676000000000001,7.6,5.303002309468822,4.970294117647058,6.0181425485961135,5.726491646778044
False,High,IsMasterProtein,NP_001336850.1,RPL27#6155#60S ribosomal protein L27 [Homo sapiens],0.007,2.785,7,1,2,1,1,136,15.8,10.56,28.0,2.61,1.0,1.0,0,30.5,19.3,14.0,22.3,45.1,18.0,52.5,19.7,53.2,54.0,High,High,High,High,High,High,High,High,High,High,0.0,13.193181818181817,17.26490566037736,9.83625,14.0,11.499769053117785,17.111470588235292,12.426349892008641,16.163484486873507
False,High,IsMasterProtein,NP_001337407.1,CAP1#10487#adenylyl cyclase-associated protein 1 isoform a [Homo sapiens],0.003,4.921,7,2,4,2,1,475,51.6,8.02,25.0,4.41,2.0,2.0,0,22.7,12.2,2.5,19.9,123.5,8.4,129.7,32.7,96.2,119.6,High,High,High,High,High,High,High,High,High,High,0.0,6.156818181818181,31.21962264150943,7.32075,2.5,7.269284064665127,46.857352941176465,11.088984881209504,39.93150357995226
False,High,IsMasterProtein,NP_001341087.1,ACSL3#2181#long-chain-fatty-acid--CoA ligase 3 [Homo sapiens],0.0,7.726,4,2,4,2,1,720,80.4,8.38,93.0,6.13,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001341487.1,NDRG2#57447#protein NDRG2 isoform g [Homo sapiens],0.002,3.941,6,1,1,1,1,389,42.7,5.22,34.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,Not Found,High,High,High,High,Acetyl [N-Term],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001341884.1,FGF1#2246#fibroblast growth factor 1 isoform 1 precursor [Homo sapiens],0.006,2.433,8,1,2,1,1,155,17.4,7.02,33.0,2.43,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,Not Found,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001348.2,DHX9#1660#ATP-dependent RNA helicase A [Homo sapiens],0.0,9.784,3,3,6,3,1,1270,140.9,6.84,57.0,8.59,3.0,3.0,0,49.7,35.4,11.6,25.6,113.7,21.3,132.0,39.9,101.2,138.3,High,High,High,High,High,High,High,High,High,High,0.0,15.611931818181818,32.84226415094339,16.02825,11.6,21.092840646651272,43.139117647058825,14.265226781857454,40.63961813842482
False,High,IsMasterProtein,NP_001349460.1,CKB#1152#creatine kinase B-type isoform 2 [Homo sapiens],0.0,36.47,20,6,18,6,1,405,44.9,6.11,259.0,37.55,6.0,6.0,0,131.4,98.5,35.6,84.3,85.5,76.9,107.1,96.4,126.0,178.7,High,High,High,High,High,High,High,High,High,High,0.0,56.36420454545455,40.890566037735844,42.3765,35.6,58.6905311778291,32.43970588235294,46.974946004319655,32.97350835322196
False,Medium,IsMasterProtein,NP_001349980.1,JPH1#56704#junctophilin-1 [Homo sapiens],0.045,1.273,1,1,1,1,1,661,71.6,9.32,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001350775.1,GFAP#2670#glial fibrillary acidic protein isoform 4 [Homo sapiens],0.0,141.847,49,24,116,22,1,472,54.2,6.19,1207.0,182.04,23.0,23.0,0,1168.7,1661.2,585.9,2328.6,795.1,1817.4,934.3,2148.8,868.9,5177.0,High,High,High,High,High,High,High,High,High,High,0.0,1332.071590909091,281.98264150943396,376.90575,585.9,989.8143187066976,301.6702941176471,1297.5784017278618,287.6484486873508
False,High,IsMasterProtein,NP_001351154.1,HNRNPH1#3187#heterogeneous nuclear ribonucleoprotein H isoform c [Homo sapiens],0.007,2.781,4,1,2,1,1,472,51.2,6.8,33.0,4.04,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001352542.1,RRBP1#6238#ribosome-binding protein 1 isoform 1 [Homo sapiens],0.0,8.798,12,2,3,2,1,1410,152.4,8.6,34.0,2.38,2.0,1.0,0,20.9,10.4,3.3,18.8,121.1,2.2,112.4,21.6,78.0,120.6,High,High,High,High,High,High,High,High,High,High,0.0,1.6125,25.31320754716981,6.74025,3.3,6.196766743648961,45.94676470588235,10.476025917926567,34.60525059665871
False,High,IsMasterProtein,NP_001353454.1,ATP2B1#490#plasma membrane calcium-transporting ATPase 1 isoform 2 [Homo sapiens],0.0,11.17,4,3,7,3,1,1249,137.7,6.0,65.0,8.22,3.0,3.0,0,72.3,26.1,25.9,25.0,39.4,20.2,45.5,37.8,60.8,41.8,High,High,High,High,High,High,High,High,High,High,0.0,14.805681818181817,19.73132075471698,23.31675,25.9,15.551501154734414,14.948823529411763,13.930885529157669,14.00835322195704
False,Medium,IsMasterProtein,NP_001354.1,DKC1#1736#H/ACA ribonucleoprotein complex subunit DKC1 isoform 1 [Homo sapiens],0.042,1.379,1,1,1,1,1,514,57.6,9.42,0.0,0.0,1.0,0.0,0,10.7,1.7,2.3,7.5,28.5,2.3,36.6,6.6,27.1,35.8,High,High,High,High,High,High,High,High,High,High,0.0,1.6857954545454543,8.794716981132076,3.4507499999999998,2.3,1.012933025404157,10.813235294117646,4.1792656587473,11.268257756563246
False,Medium,IsMasterProtein,NP_001358173.1,PDIA4#9601#protein disulfide-isomerase A4 isoform 1 precursor [Homo sapiens],0.043,1.396,1,1,2,1,1,646,73.0,5.07,0.0,1.8,1.0,1.0,0,44.9,24.7,13.4,24.4,39.8,16.6,45.2,25.7,43.8,45.6,High,High,High,High,High,High,High,High,High,High,0.0,12.167045454545455,14.214339622641507,14.48025,13.4,14.717321016166283,15.100588235294117,13.596544276457884,13.915990453460621
False,Low,IsMasterProtein,NP_001358960.1,"DLAT#1737#dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial isoform 1 precursor [Homo sapiens]",0.058,1.201,5,1,1,1,1,653,69.7,7.84,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001367.2,DYNC1H1#1778#cytoplasmic dynein 1 heavy chain 1 [Homo sapiens],0.003,5.245,0,2,4,2,1,4646,532.1,6.4,49.0,5.65,2.0,2.0,0,81.1,44.4,22.3,46.1,46.1,28.6,60.3,44.8,66.2,71.7,High,High,High,High,High,High,High,High,High,High,0.0,20.9625,21.48377358490566,26.15475,22.3,26.455427251732104,17.490882352941178,25.688552915766742,18.564916467780428
False,High,IsMasterProtein,NP_001393.1,EEF1A1#1915#elongation factor 1-alpha 1 [Homo sapiens],0.0,14.158,11,6,12,6,1,462,50.1,9.01,52.0,16.14,6.0,6.0,0,281.4,235.5,129.4,284.3,266.9,194.9,342.7,271.2,290.7,454.8,High,High,High,High,High,High,High,High,High,High,0.0,142.8528409090909,94.34037735849056,90.7515,129.4,140.32101616628177,101.26499999999999,158.42203023758103,105.5090692124105
False,Medium,IsMasterProtein,NP_001395.1,EEF1G#1937#elongation factor 1-gamma [Homo sapiens],0.042,1.382,2,1,1,1,1,437,50.1,6.67,0.0,0.0,1.0,0.0,0,15.9,4.0,0.0,4.8,40.3,5.0,33.0,11.6,21.8,25.4,High,High,Not Found,High,High,High,High,High,High,High,0.0,3.664772727272727,7.074716981132076,5.127750000000001,0.0,2.3833718244803697,15.290294117647058,2.6747300215982723,10.159904534606206
False,High,IsMasterProtein,NP_001419.1,ENO1#2023#alpha-enolase isoform 1 [Homo sapiens],0.0,53.35,39,14,33,13,1,434,47.1,7.39,287.0,53.05,13.0,12.0,1,346.1,299.1,149.3,394.8,487.2,260.4,579.7,401.5,471.1,843.2,High,High,High,High,High,High,High,High,High,High,0.0,190.86136363636362,152.88528301886794,111.61725000000001,149.3,178.21662817551965,184.84941176470588,219.9965442764579,178.47565632458236
False,Medium,IsMasterProtein,NP_001427.2,FBL#2091#rRNA 2'-O-methyltransferase fibrillarin [Homo sapiens],0.049,1.247,2,1,1,1,1,321,33.8,10.18,0.0,0.0,0.0,1.0,0,9.6,2.4,3.9,5.9,65.7,3.6,77.9,10.7,59.3,76.3,High,High,High,High,High,High,High,High,High,High,0.0,2.6386363636363637,19.244528301886792,3.096,3.9,1.4300230946882218,24.92735294117647,3.28768898488121,23.983532219570407
False,High,IsMasterProtein,NP_001435.1,FABP5#2171#fatty acid-binding protein 5 [Homo sapiens],0.0,10.42,21,3,5,3,1,135,15.2,7.01,107.0,6.93,3.0,2.0,0,37.2,32.5,11.6,38.0,19.6,33.1,27.0,33.8,26.3,90.7,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],24.260795454545455,8.535094339622642,11.997000000000002,11.6,19.364896073903004,7.436470588235294,21.174946004319658,8.312649164677804
False,High,IsMasterProtein,NP_001484.1,GDI1#2664#rab GDP dissociation inhibitor alpha [Homo sapiens],0.0,10.42,15,5,9,5,1,447,50.6,5.14,62.0,10.91,5.0,4.0,0,113.5,83.0,36.9,73.5,79.6,55.8,90.5,75.3,100.9,127.3,High,High,High,High,High,High,High,High,High,High,0.0,40.89886363636363,32.744905660377356,36.60375,36.9,49.45496535796767,30.201176470588234,40.956803455723545,27.86276849642005
False,High,IsMasterProtein,NP_001531.1,HSPB1#3315#heat shock protein beta-1 [Homo sapiens],0.006,2.39,5,1,2,1,1,205,22.8,6.4,52.0,2.91,1.0,1.0,0,41.8,24.0,9.5,28.9,41.0,17.4,54.4,39.0,43.8,58.2,High,High,High,High,High,High,High,High,High,High,0.0,12.75340909090909,14.214339622641507,13.4805,9.5,14.300230946882218,15.555882352941175,16.104103671706266,16.748448687350834
False,High,IsMasterProtein,NP_001619.1,AKR1B1#231#aldo-keto reductase family 1 member B1 isoform 1 [Homo sapiens],0.008,2.153,3,1,2,1,1,316,35.8,6.98,27.0,2.84,1.0,1.0,0,47.2,28.9,10.0,22.7,32.4,21.1,48.4,23.6,43.2,62.9,High,High,High,High,High,High,High,High,High,High,0.0,15.465340909090909,14.019622641509434,15.222000000000001,10.0,17.21986143187067,12.292941176470586,12.649244060475162,14.901193317422434
False,High,IsMasterProtein,NP_001641.1,AQP4#361#aquaporin-4 isoform M1 [Homo sapiens],0.003,4.718,8,3,5,3,1,323,34.8,7.66,59.0,7.86,2.0,3.0,0,69.3,54.9,29.4,148.1,67.4,60.7,62.8,149.7,55.9,131.3,High,High,High,High,High,High,High,High,High,High,0.0,44.49034090909091,18.141132075471695,22.34925,29.4,32.711778290993074,25.572352941176472,82.52656587473003,19.334606205250598
False,High,IsMasterProtein,NP_001668.1,ATP1B1#481#sodium/potassium-transporting ATPase subunit beta-1 [Homo sapiens],0.0,17.17,14,3,10,3,1,303,35.0,8.53,79.0,17.33,3.0,3.0,0,100.4,114.7,40.7,108.5,81.4,82.4,110.4,93.6,119.0,149.7,High,High,High,High,High,High,High,High,High,High,0.0,60.39545454545455,38.6188679245283,32.379000000000005,40.7,68.34318706697461,30.884117647058826,60.460043196544284,33.98949880668258
False,High,IsMasterProtein,NP_001669.3,ATP1B2#482#sodium/potassium-transporting ATPase subunit beta-2 isoform 1 [Homo sapiens],0.007,3.114,4,1,2,1,1,290,33.3,8.31,31.0,3.31,1.0,1.0,0,51.7,20.9,13.0,23.1,29.7,19.6,28.2,25.1,40.6,53.8,High,High,High,High,High,High,High,High,High,High,0.0,14.36590909090909,13.175849056603774,16.673250000000003,13.0,12.453117782909931,11.268529411764705,12.872138228941687,8.682100238663484
False,High,IsMasterProtein,NP_001677.2,"ATP5F1B#506#ATP synthase subunit beta, mitochondrial precursor [Homo sapiens]",0.0,33.935,19,7,22,7,1,529,56.5,5.4,182.0,36.63,7.0,7.0,0,185.5,103.0,62.6,102.8,115.4,80.4,145.4,100.7,169.3,152.9,High,High,High,High,High,High,High,High,High,High,0.0,58.929545454545455,54.94264150943396,59.823750000000004,62.6,61.37182448036952,43.78411764705882,57.28380129589633,44.76515513126492
False,High,IsMasterProtein,NP_001678.1,"ATP5F1D#513#ATP synthase subunit delta, mitochondrial precursor [Homo sapiens]",0.0,10.074,14,2,4,2,1,168,17.5,5.49,50.0,6.48,2.0,2.0,0,50.9,34.4,18.7,35.1,43.3,27.6,55.1,36.7,44.1,69.9,High,High,High,High,High,High,High,High,High,High,0.0,20.229545454545455,14.311698113207546,16.41525,18.7,20.496997690531177,16.428529411764703,19.558963282937366,16.963961813842484
False,High,IsMasterProtein,NP_001681.2,ATP6V1A#523#V-type proton ATPase catalytic subunit A [Homo sapiens],0.003,4.471,5,2,4,2,1,617,68.3,5.52,46.0,4.15,2.0,2.0,0,25.5,11.4,9.5,15.0,13.0,7.9,16.4,13.6,22.5,17.4,High,High,High,High,High,High,High,High,High,High,0.0,5.790340909090909,7.30188679245283,8.22375,9.5,6.792609699769054,4.93235294117647,8.3585313174946,5.049164677804296
False,High,IsMasterProtein,NP_001684.2,"ATP6V1B2#526#V-type proton ATPase subunit B, brain isoform [Homo sapiens]",0.002,4.126,2,1,2,1,1,511,56.5,5.81,42.0,3.04,1.0,1.0,0,50.0,27.5,16.3,27.6,21.5,19.6,38.2,33.6,41.6,34.2,High,High,High,High,High,High,High,High,High,High,0.0,14.36590909090909,13.500377358490566,16.125,16.3,16.385681293302543,8.15735294117647,15.379697624190067,11.760859188544154
False,Medium,IsMasterProtein,NP_001687.1,ATP6V1E1#529#V-type proton ATPase subunit E 1 isoform a [Homo sapiens],0.031,1.467,4,1,2,1,1,226,26.1,8.0,0.0,2.39,1.0,1.0,0,36.2,25.6,13.5,23.2,24.6,19.2,34.4,19.8,38.5,51.7,High,High,High,High,High,High,High,High,High,High,0.0,14.072727272727272,12.494339622641508,11.674500000000002,13.5,15.253579676674367,9.333529411764706,12.927861771058316,10.590930787589498
False,High,IsMasterProtein,NP_001688.1,"ATP5PO#539#ATP synthase subunit O, mitochondrial precursor [Homo sapiens]",0.0,6.746,15,2,3,2,1,213,23.3,9.96,34.0,6.66,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001748.1,CBR1#873#carbonyl reductase [NADPH] 1 isoform 1 [Homo sapiens],0.0,5.367,9,2,3,2,1,277,30.4,8.32,42.0,5.11,1.0,2.0,0,73.1,44.0,18.9,51.2,34.4,33.8,43.9,51.8,45.5,79.8,High,High,High,High,High,High,High,High,High,High,0.0,24.773863636363632,14.766037735849055,23.574749999999998,18.9,26.217090069284065,13.051764705882352,28.530453563714907,13.515751789976134
False,High,IsMasterProtein,NP_001768.1,CD47#961#leukocyte surface antigen CD47 isoform 1 precursor [Homo sapiens],0.008,3.199,3,1,2,1,1,323,35.2,7.21,26.0,3.3,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001805.4,CTSC#1075#dipeptidyl peptidase 1 isoform a preproprotein [Homo sapiens],0.008,2.058,4,1,2,1,1,463,51.8,6.99,0.0,2.51,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001879.1,CRYM#1428#ketimine reductase mu-crystallin [Homo sapiens],0.009,1.532,3,1,1,1,1,314,33.8,5.14,0.0,2.17,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_001924.2,"DLST#1743#dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial isoform 1 precursor [Homo sapiens]",0.007,3.149,2,1,2,1,1,453,48.7,8.95,0.0,2.8,1.0,1.0,0,48.3,27.3,17.9,36.6,36.7,28.5,43.9,33.5,39.0,85.8,High,High,High,High,High,High,High,High,High,High,0.0,20.889204545454543,12.656603773584905,15.576749999999999,17.9,16.266512702078522,13.924411764705884,20.39481641468683,13.515751789976134
False,High,IsMasterProtein,NP_001952.1,EEF2#1938#elongation factor 2 [Homo sapiens],0.002,3.735,3,2,4,2,1,858,95.3,6.83,22.0,4.92,2.0,2.0,0,18.7,6.8,7.8,8.7,14.2,12.3,14.5,10.1,16.3,20.6,High,High,High,High,High,High,High,High,High,High,0.0,9.01534090909091,5.289811320754717,6.03075,7.8,4.051732101616628,5.387647058823529,4.847948164146868,4.464200477326969
False,High,IsMasterProtein,NP_001958.2,EIF4A2#1974#eukaryotic initiation factor 4A-II [Homo sapiens],0.006,2.395,2,1,2,1,1,407,46.4,5.48,14.0,3.01,1.0,1.0,0,51.3,45.1,14.5,36.0,48.1,19.4,61.6,33.3,55.3,66.1,High,High,High,High,High,High,High,High,High,High,0.0,14.21931818181818,17.94641509433962,16.544249999999998,14.5,26.87251732101617,18.24970588235294,20.060475161987043,18.96515513126492
False,High,IsMasterProtein,NP_001966.1,ENO2#2026#gamma-enolase [Homo sapiens],0.0,14.511,10,3,8,2,1,434,47.2,5.03,129.0,15.68,3.0,3.0,0,85.5,67.0,33.4,54.1,58.5,43.3,71.8,58.4,80.2,86.2,High,High,High,High,High,High,High,High,High,High,0.0,31.736931818181816,26.027169811320753,27.57375,33.4,39.92147806004619,22.195588235294117,30.146436285097195,22.105489260143198
False,High,IsMasterProtein,NP_002005.1,FKBP4#2288#peptidyl-prolyl cis-trans isomerase FKBP4 [Homo sapiens],0.008,3.356,5,1,2,1,1,459,51.8,5.43,0.0,2.02,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_002037.2,GAPDH#2597#glyceraldehyde-3-phosphate dehydrogenase isoform 1 [Homo sapiens],0.0,31.612,33,9,18,9,1,335,36.0,8.46,172.0,27.55,9.0,7.0,0,234.9,233.2,101.8,285.4,337.0,200.3,399.5,327.1,309.3,502.9,High,High,High,High,High,High,High,High,High,High,0.0,146.81079545454546,100.3766037735849,75.75525,101.8,138.95057736720554,127.86176470588235,159.03498920086395,122.9964200477327
False,High,IsMasterProtein,NP_002038.2,GARS1#2617#glycine--tRNA ligase isoform 1 precursor [Homo sapiens],0.008,3.654,1,1,2,1,1,739,83.1,7.03,36.0,2.48,1.0,1.0,0,10.6,4.1,1.7,8.4,42.0,4.2,45.3,15.0,28.6,38.7,High,High,High,High,High,High,High,High,High,High,0.0,3.0784090909090907,9.281509433962265,3.4185,1.7,2.442956120092379,15.935294117647057,4.680777537796977,13.946778042959426
False,High,IsMasterProtein,NP_002065.1,GNB1#2782#guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 isoform 1 [Homo sapiens],0.0,12.229,6,2,6,1,1,340,37.4,6.0,57.0,10.32,2.0,2.0,1,147.5,110.9,66.9,117.3,88.4,99.0,120.1,125.3,143.2,167.3,High,High,High,High,High,High,High,High,High,High,0.0,72.5625,46.47245283018867,47.56875,66.9,66.07898383371825,33.54,65.36371490280779,36.97589498806683
False,High,IsMasterProtein,NP_002070.1,"GOT1#2805#aspartate aminotransferase, cytoplasmic [Homo sapiens]",0.0,12.178,13,5,10,5,1,413,46.2,7.01,36.0,13.22,5.0,5.0,0,106.2,58.6,33.5,56.7,59.5,42.6,68.9,61.4,80.4,86.4,High,High,High,High,High,High,High,High,High,High,0.0,31.223863636363635,26.092075471698113,34.249500000000005,33.5,34.916397228637415,22.575,31.595248380129593,21.212649164677806
False,High,IsMasterProtein,NP_002130.2,"RBMX#27316#RNA-binding motif protein, X chromosome isoform 1 [Homo sapiens]",0.007,2.935,5,2,3,2,1,391,42.3,10.05,33.0,2.05,2.0,1.0,0,67.2,23.0,16.7,38.4,127.0,16.1,150.9,53.3,116.4,150.7,High,High,High,High,High,High,High,High,High,High,0.0,11.800568181818182,37.77509433962264,21.672,16.7,13.704387990762125,48.185294117647054,21.39784017278618,46.45847255369929
False,High,IsMasterProtein,NP_002131.2,HNRNPK#3190#heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens],0.003,4.622,4,2,4,2,1,464,51.0,5.33,30.0,5.79,2.0,2.0,0,78.3,31.4,33.1,62.5,83.9,30.4,99.1,49.0,86.5,106.3,High,High,High,High,High,High,High,High,High,High,0.0,22.28181818181818,28.071698113207546,25.25175,33.1,18.7094688221709,31.83264705882353,34.82721382289417,30.51050119331742
False,High,IsMasterProtein,NP_002145.3,HSPA4#3308#heat shock 70 kDa protein 4 [Homo sapiens],0.009,1.709,1,1,2,1,1,840,94.3,5.19,0.0,1.94,1.0,1.0,0,29.2,15.2,12.9,17.2,28.3,12.6,38.7,16.5,32.5,33.8,High,High,High,High,High,High,High,High,High,High,0.0,9.235227272727272,10.547169811320755,9.417,12.9,9.056812933025403,10.73735294117647,9.584449244060476,11.914797136038187
False,High,IsMasterProtein,NP_002147.2,"HSPD1#3329#60 kDa heat shock protein, mitochondrial [Homo sapiens]",0.0,20.479,13,7,14,7,1,573,61.0,5.87,75.0,19.03,7.0,7.0,0,105.6,94.1,42.1,88.6,94.3,71.5,119.9,86.2,125.6,152.5,High,High,High,High,High,High,High,High,High,High,0.0,52.40625,40.760754716981126,34.056,42.1,56.068822170900695,35.7785294117647,49.37105831533478,36.91431980906921
False,High,IsMasterProtein,NP_002148.1,"HSPE1#3336#10 kDa heat shock protein, mitochondrial [Homo sapiens]",0.0,6.688,18,2,4,2,1,102,10.9,8.92,37.0,6.2,2.0,2.0,0,63.9,31.3,17.6,47.3,93.3,31.7,115.2,52.5,89.4,116.2,High,High,High,High,High,High,High,High,High,High,0.0,23.23465909090909,29.012830188679246,20.60775,17.6,18.649884526558893,35.39911764705882,26.35723542116631,35.4673031026253
False,Low,IsMasterProtein,NP_002256.2,KPNB1#3837#importin subunit beta-1 isoform 1 [Homo sapiens],0.062,1.119,1,1,1,1,1,876,97.1,4.78,0.0,2.1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,High,High,High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,High,IsMasterProtein,NP_002296.1,LGALS1#3956#galectin-1 [Homo sapiens],0.008,2.124,6,1,2,1,1,135,14.7,5.5,19.0,2.12,1.0,1.0,0,33.3,18.1,37.8,58.7,50.3,25.5,51.6,34.8,40.5,62.2,High,High,High,High,High,High,High,High,High,High,0.0,18.690340909090907,13.143396226415094,10.73925,37.8,10.784757505773674,19.08441176470588,32.709719222462205,15.88639618138425
False,High,IsMasterProtein,NP_002347.5,MARCKS#4082#myristoylated alanine-rich C-kinase substrate [Homo sapiens],0.0,12.027,16,3,8,3,1,332,31.5,4.45,74.0,15.07,3.0,3.0,0,16.2,20.9,4.1,20.7,7.9,18.2,13.9,15.9,12.7,42.1,High,High,High,High,High,High,High,High,High,High,0.0,13.339772727272726,4.121509433962264,5.2245,4.1,12.453117782909931,2.9973529411764708,11.534773218142549,4.279474940334129
False,High,IsMasterProtein,NP_002511.1,NPM1#4869#nucleophosmin isoform 1 [Homo sapiens],0.0,5.759,8,3,5,3,1,294,32.6,4.78,0.0,4.24,3.0,2.0,0,117.3,47.0,27.0,54.8,175.3,27.4,222.5,65.6,179.8,242.5,High,High,High,High,High,High,High,High,High,High,0.0,20.082954545454545,58.350188679245285,37.82925,27.0,28.004618937644345,66.51088235294118,30.53650107991361,68.50238663484487
