Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Accession,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Cntrol 3,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,normalized Abundances (by Bio. Rep.): Sample- C1,normalized Abundances (by Bio. Rep.): Sample- C2,normalized Abundances (by Bio. Rep.): Sample- C3
False,High,Master Protein,428654281643850240,2249,XP_011526286.2,ILF3#3609#interleukin enhancer-binding factor 3 isoform X1 [Homo sapiens],0,308.806,0,53,36,937,0,36,1,898,95.7,8.81,4874,1423.74,52,48,450,487,35,33,0,16684.7,15585.6,16210.7,16974.0,15955.4,16412.3,17337.1,16430.7,17141.4,18095.0,16947.0,17754.2,15774.139164034836,14084.640351278415,15142.50482831984,16643.98451555269,14706.732703522277,15588.775542335195,17324.16660976874,15398.240474807008,15848.345094644239,18095.0,15828.041764657219,16740.412641977666
False,High,Master Protein,8369123714013872128,4167,NP_006816.2,CKAP4#10970#cytoskeleton-associated protein 4 [Homo sapiens],0,306.921,0,67,36,670,34,35,1,602,66.0,5.92,3364,975.11,65,67,310,360,35,36,1,11283.3,12146.0,9158.3,11399.1,12234.8,9540.6,12206.2,13087.2,10000.5,11834.8,12848.3,9698.4,10667.518410852712,10976.288478250925,8554.818852313692,11177.474012680374,11277.306321436901,9061.878709212187,12197.094235607987,12264.836722835562,9246.116135145887,11834.8,11999.966307006865,9144.609048391714
False,High,Master Protein,2726683976815450624,2810,NP_005557.1,LDHA#3939#L-lactate dehydrogenase A chain isoform 1 [Homo sapiens],0,304.502,0,63,27,1333,0,25,1,332,36.7,8.27,10411,2179.66,63,62,652,681,27,23,2,29121.1,27689.7,24542.9,23964.1,23073.3,20787.6,25496.7,24087.2,21328.9,29716.7,28514.3,24539.3,27531.827603119913,25023.063977953618,22925.659086342414,23498.18011836669,21267.58687893632,19744.534919776455,25477.67958881766,22573.627293102018,19719.962645359043,29716.7,26631.5885578548,23138.074818650373
False,High,Master Protein,-4535556334998408192,1089,NP_003312.3,"TUFM#7284#elongation factor Tu, mitochondrial isoform 1 precursor [Homo sapiens]",0,303.297,0,65,27,891,4,27,1,455,49.8,7.61,6162,1373.12,65,63,440,451,27,24,0,11191.8,9032.8,11415.5,11355.3,9342.0,11904.2,12326.3,9930.3,12615.2,12788.8,10377.2,13326.6,10581.011986792993,8162.9028953025645,10663.281898232965,11134.525590282517,8610.89643107068,11306.879706748394,12317.10464160629,9306.307545447,11663.577247946841,12788.8,9692.025432241748,12565.6342225828
False,High,Master Protein,3945672141617060864,3104,NP_001352542.1,RRBP1#6238#ribosome-binding protein 1 isoform 1 [Homo sapiens],0,302.97,0,53,45,400,11,45,1,1410,152.4,8.6,1657,523.49,50,48,198,202,43,39,0,10181.8,12056.6,4352.6,9724.0,11500.8,4333.6,9137.9,10675.1,4011.1,9678.8,11503.8,4155.2,9626.132333237629,10895.498078946164,4065.787813958986,9534.94199535963,10600.749055283415,4116.151769725378,9131.083172122546,10004.30638333195,3708.5242167575284,9678.8,10744.239502700402,3917.9328051923258
False,High,Master Protein,8288854614025876480,4142,NP_006752.1,YWHAE#7531#14-3-3 protein epsilon [Homo sapiens],0,298.463,0,78,25,1527,2,22,1,255,29.2,4.74,7950,2142.82,78,76,744,783,25,22,3,27128.5,23755.1,23937.1,26148.1,23214.3,23188.2,24454.7,21685.4,21551.2,24596.8,21593.1,21734.3,25647.972951957123,21467.38271280245,22359.77794456592,25639.717892725537,21397.5522393282,22024.679358211648,24436.4569156267,20322.749730223295,19925.49353049908,24596.8,20167.374085585638,20493.243879450223
False,High,Master Protein,518987632021079936,2278,NP_001276052.1,TUBB4A#10382#tubulin beta-4A chain isoform 1 [Homo sapiens],0,298.434,0,68,25,1039,0,2,1,495,54.4,5.02,4583,1594.54,68,68,505,534,24,22,2,48.1,543.0,184.6,57.5,497.5,163.8,56.8,489.2,176.6,59.0,531.5,217.2,45.474961718824765,490.70678772355114,172.43588440399503,56.38206136704841,458.56572195008164,155.58096268253112,56.75762748296223,458.4600315431228,163.27824703432464,59.0,496.40669132680193,204.79760427603318
False,High,Master Protein,1074215629290594560,2426,XP_005249786.1,HNRNPA2B1#3181#heterogeneous nuclear ribonucleoproteins A2/B1 isoform X1 [Homo sapiens],0,295.277,0,63,27,1555,1,23,1,353,37.4,8.95,6484,2207.82,63,63,695,860,27,23,5,23743.2,26753.8,21826.8,24707.5,27599.8,22600.5,25416.3,28651.8,23088.6,26879.9,30628.8,24353.1,22447.424346827447,24177.29513333028,20388.535003841378,24227.126630023453,25439.843643573593,21466.468541553993,25397.33956681713,26851.40051465095,21346.92035377524,26879.9,28606.474632757006,22962.507075021473
False,High,Master Protein,6400995593712089088,3708,NP_064505.1,UGGT1#56886#UDP-glucose:glycoprotein glucosyltransferase 1 precursor [Homo sapiens],0,293.968,0,42,45,374,0,43,1,1555,177.1,5.63,2096,556.45,42,40,182,192,45,43,2,5101.8,5510.6,4854.1,5079.1,5483.5,4656.0,5744.9,6184.6,5350.7,5395.7,6036.2,5124.2,4823.371303474017,4979.90575401363,4534.2417469416705,4980.35005025001,5054.362083041754,4422.374616910041,5740.614333219537,5795.976923715449,4947.072006832168,5395.7,5637.648297623408,4831.601675097833
False,High,Master Protein,-4912222715256497152,990,XP_005245768.1,HNRNPR#10236#heterogeneous nuclear ribonucleoprotein R isoform X2 [Homo sapiens],0,290.338,0,48,30,844,0,3,1,633,70.9,8.13,4528,1347.76,48,46,370,474,29,27,23,12906.7,11554.1,9075.1,13466.0,12007.7,9375.9,13433.1,12150.8,9394.1,14105.0,12673.8,9848.2,12202.322004498039,10441.390968760004,8477.101270610485,13204.188493368241,11067.979134592957,8905.442906075355,13423.07897432007,11387.27749647215,8685.45968553312,14105.0,11836.988004774454,9285.8552782285
False,High,Master Protein,-6496925005546959872,616,NP_006077.2,TUBB3#10381#tubulin beta-3 chain isoform 1 [Homo sapiens],0,287.567,0,62,24,924,2,9,1,450,50.4,4.93,5568,1428.13,62,62,459,465,24,22,2,1841.5,3207.4,2245.9,1413.3,2577.3,1841.4,1431.4,2659.8,1731.5,1556.9,2873.5,1909.5,1741.00087328931,2898.5137218131085,2097.9076532119852,1385.8220405226002,2375.600874737579,1749.0035694970256,1430.3321827308475,2492.6655598904294,1600.8849645522826,1556.9,2683.771641632296,1800.4651259902644
False,High,Master Protein,-1576452256134887168,1782,NP_002131.2,HNRNPK#3190#heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens],0,286.996,0,65,28,966,0,2,1,464,51.0,5.33,4760,1452.0,65,65,454,512,28,27,30,15473.4,14622.4,11865.6,16157.6,14812.5,12283.3,15842.1,14782.5,12263.5,16177.9,15013.2,12386.8,14628.94537754809,13214.20061290765,11083.722805980733,15843.4572998995,13653.27589223233,11666.957502553932,15830.281872321057,13853.608782269446,11338.40760195606,16177.9,14021.924625075339,11679.497995609428
False,High,Master Protein,8372900262212064256,4168,NP_112420.1,HNRNPA1#3178#heterogeneous nuclear ribonucleoprotein A1 isoform b [Homo sapiens],0,283.57,0,50,22,877,0,17,1,372,38.7,9.13,5254,1460.88,50,49,420,457,22,17,1,21466.3,13552.9,13119.3,22341.1,14111.0,13680.1,22421.7,13927.3,13781.6,23650.3,14344.6,14247.0,20294.785254569815,12247.698017198005,12254.810933159977,21906.735151432436,13006.675180779099,12993.669887626946,22404.973523498844,13052.147173570183,12741.99031329699,23650.3,13397.470224659346,13433.47821418345
False,High,Master Protein,8961190954250988544,4308,XP_016858683.1,IMMT#10989#MICOS complex subunit MIC60 isoform X1 [Homo sapiens],0,282.857,0,57,37,363,0,37,1,758,83.6,6.48,1584,543.15,55,56,173,190,36,33,0,6969.8,6553.6,5357.9,6995.5,6470.1,5416.1,7412.0,6947.0,5750.4,7761.5,7385.7,6140.4,6589.42594985166,5922.46041256918,5004.844122687784,6859.490613794558,5963.750909727082,5144.334871702422,7406.470684924579,6510.469826512825,5316.620791314725,7761.5,6898.044967323351,5789.775365085425
False,High,Master Protein,-806880739347862400,1963,NP_006000.2,TUBA1A#7846#tubulin alpha-1A chain isoform 1 [Homo sapiens],0,282.481,0,75,26,1313,0,2,1,451,50.1,5.06,11045,2246.44,75,75,595,718,26,26,3,1050.5,933.1,1350.0,800.3,704.2,1158.1,849.8,678.9,1229.0,900.9,818.3,1278.7,993.1693822375347,843.238496546677,1261.0424915785118,784.7402384704145,649.0894098437136,1099.9897001382128,849.1660534334736,636.2398107412635,1136.290858466506,900.9,764.2701702967488,1205.6846067576596
False,High,Master Protein,-9165754455413115904,17,NP_001269633.1,PDIA6#10130#protein disulfide-isomerase A6 isoform a [Homo sapiens],0,281.648,0,49,18,734,0,18,1,492,53.9,5.33,5143,1480.45,49,47,322,412,18,16,0,8922.0,9365.5,12687.3,8432.4,8654.4,11787.2,8960.4,9415.7,12915.3,8864.8,9431.6,12855.2,8435.085414872236,8463.562468554177,11851.277335854853,8268.453813417373,7977.107907627711,11195.750447689443,8953.715586238288,8824.043579314353,11941.039320058962,8864.8,8808.860489027027,12121.151761000287
False,High,Master Protein,4156195419215823872,3155,NP_001257376.1,"ACADVL#37#very long-chain specific acyl-CoA dehydrogenase, mitochondrial isoform 3 [Homo sapiens]",0,279.889,0,60,36,463,0,36,1,678,72.9,8.75,2920,739.3,60,60,221,242,36,36,0,4142.0,5579.1,7820.9,3974.4,5249.2,7454.9,4525.2,6495.2,9101.4,5148.3,7202.7,9893.6,3915.952004976553,5041.808912317614,7305.5460906565795,3897.128081690386,4838.398367156519,7080.833447509164,4521.824223343322,6087.059682908608,8414.839397271813,5148.3,6727.127893922025,9328.66288059559
False,High,Master Protein,-3622804810067189248,1282,NP_001339990.1,GSN#2934#gelsolin isoform b [Homo sapiens],0,279.77,0,57,35,496,2,35,1,731,80.6,5.85,2580,767.9,57,52,243,253,35,30,0,10494.0,11876.0,12149.1,10363.0,11740.5,12101.2,10031.0,11330.4,11721.1,9666.9,10875.8,11160.7,9921.294142980189,10732.290628001645,11348.541729212222,10161.51829472561,10821.690167949615,11493.994783967311,10023.516923971729,10618.429152486096,10836.923336998996,9666.9,10157.704409279459,10523.409862078839
False,High,Master Protein,-6568070672358433792,602,XP_024308601.1,HDLBP#3069#vigilin isoform X1 [Homo sapiens],0,279.73,0,36,33,434,0,33,1,1268,141.4,6.87,1944,677.61,36,34,209,225,33,32,0,4414.6,4550.7,6152.7,4033.1,4151.2,5540.2,3881.2,3892.9,5275.0,3976.6,4044.4,5334.3,4173.674968896546,4112.4482115903575,5747.271213285267,3954.6868121642246,3826.3276883601584,5262.207872123069,3878.304644135088,3648.2809828172994,4877.082407169097,3976.6,3777.3607194771735,5029.704698386943
False,High,Master Protein,-8533826193911874560,171,NP_060918.2,CAND1#55832#cullin-associated NEDD8-dissociated protein 1 isoform 1 [Homo sapiens],0,279.07,0,44,35,307,2,35,1,1230,136.3,5.78,1707,499.84,42,43,150,157,34,34,0,3635.4,3440.8,4652.3,3477.2,3310.8,4362.3,3370.6,3196.7,4036.2,3149.3,3109.9,4019.6,3436.999497559575,3109.436307917486,4345.739247089416,3409.5948484434907,3051.6972708187545,4143.411681990266,3368.085549191417,2995.8282559973436,3731.730807927186,3149.3,2904.562877435976,3790.0757373293877
False,High,Master Protein,-1166114306662382592,1872,NP_001091868.1,COPA#1314#coatomer subunit alpha isoform 1 [Homo sapiens],0,275.817,0,47,39,296,0,39,1,1233,139.2,7.59,912,401.74,46,38,147,149,38,33,0,4612.1,3784.5,4209.7,4480.1,3652.8,4066.8,4168.3,3420.2,3717.3,4043.6,3383.2,3673.2,4360.3964853095995,3420.036534327402,3932.304130961527,4392.9960544437145,3366.9324002799162,3862.7390661618897,4165.190468965343,3205.284137129576,3436.886906572452,4043.6,3159.81771984353,3463.4556170659534
False,High,Master Protein,-9169618704545617920,16,NP_908932.1,ALDOA#226#fructose-bisphosphate aldolase A isoform 1 [Homo sapiens],0,275.625,0,84,31,788,1,26,1,364,39.4,8.09,3165,1069.29,84,80,352,436,31,27,5,17242.5,16510.3,16416.0,15506.8,14913.9,14797.4,15457.8,14560.7,14740.2,15937.3,15055.6,15354.5,16301.497451909274,14920.287803595113,15334.276697594703,15205.310420983411,13746.74034289713,14054.906820503575,15446.268558206577,13645.74607786171,13628.278691593161,15937.3,14061.52508361204,14477.738558270497
False,High,Master Protein,-3779865839115366400,1248,NP_005262.1,"GLUD1#2746#glutamate dehydrogenase 1, mitochondrial isoform a precursor [Homo sapiens]",0,274.65,0,55,28,738,1,28,1,558,61.4,7.8,3695,1136.35,55,54,339,399,27,27,0,16215.8,13916.0,10100.4,16880.4,14388.6,10403.7,18077.2,15774.1,10983.2,18603.7,16068.5,11514.0,15330.82919418126,12575.829940996202,9434.83969032563,16552.204325223025,13262.550244926522,9881.670704885524,18063.71449885572,14782.89939404001,10154.68653922647,18603.7,15007.546415022985,10856.535983583086
False,High,Master Protein,-1612190288293860864,1772,NP_001407.1,EIF4A1#1973#eukaryotic initiation factor 4A-I isoform 1 [Homo sapiens],0,272.916,0,75,25,631,2,14,1,406,46.1,5.48,3470,917.27,75,71,310,321,25,23,13,10059.6,13108.1,10820.3,9799.1,12680.6,10616.0,8420.6,10990.9,9192.7,8434.4,11016.8,9045.3,9510.601349411427,11845.734151305858,10107.302275279239,9608.58187029294,11688.21807790996,10083.318069827534,8414.31827434915,10300.26238897651,8499.252216944713,8434.4,10289.394613375562,8528.801887467785
False,High,Master Protein,-7561791203154465792,376,NP_001290043.1,TUBA1C#84790#tubulin alpha-1C chain isoform a [Homo sapiens],0,271.844,0,64,26,1251,0,3,1,519,57.7,5.07,10671,2135.43,64,64,572,679,26,26,26,24867.1,28731.6,26574.4,17933.4,19945.6,18996.7,16904.1,18699.6,17873.9,19323.6,22242.6,20710.6,23509.98795339267,25964.624571193337,24823.294509780746,17584.731466431756,18384.660228598084,18043.49739799291,16891.48962561165,17524.569104341328,16525.58923933644,19323.6,20773.98960019854,19527.998448983486
False,High,Master Protein,6942352143814959104,3826,NP_005989.3,CCT3#7203#T-complex protein 1 subunit gamma isoform a [Homo sapiens],0,267.93,0,70,34,371,2,34,1,545,60.5,6.49,2191,591.58,70,61,188,183,34,28,0,7371.3,7115.1,9402.9,7387.9,6986.2,9177.7,6955.4,6564.8,8491.9,6510.0,6049.0,7757.3,6969.014247774907,6429.885571513516,8783.301069676732,7244.261411715076,6439.460998367156,8717.18804158404,6950.21130624992,6152.286212335021,7851.316794964787,6510.0,5649.603153030715,7314.348322515987
False,High,Master Protein,-1926666985468568320,1695,NP_001095868.1,HNRNPR#10236#heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens],0,265.54,0,48,28,833,0,1,1,636,71.2,8.13,4395,1325.2,48,46,364,469,27,26,0,124.8,27.9,111.3,133.3,34.6,103.1,131.9,29.6,109.4,141.8,23.7,111.7,117.98908986505884,25.213111192425554,103.96594763902841,130.7083266126531,31.89220900396548,97.92672315365662,131.8016032570901,27.740018261807922,101.14745314583871,141.8,22.135161965089754,105.32178820272979
False,High,Master Protein,7379954125319751680,3939,NP_036205.1,CCT5#22948#T-complex protein 1 subunit epsilon isoform a [Homo sapiens],0,265.079,0,76,33,482,0,32,1,541,59.6,5.66,2440,780.75,73,71,237,245,32,28,1,6895.6,8745.2,9390.7,7051.1,8789.2,9421.4,6501.8,8184.2,8547.8,5955.1,7656.0,8340.6,6519.275385204326,7903.0,8771.904981975062,6914.009615742522,8101.3584791229305,8948.659840153836,6496.949689590208,7669.927616834067,7903.0,5955.1,7150.4978904948175,7864.341152047342
False,High,Master Protein,-9142633453092604928,22,NP_001129172.1,YWHAZ#7534#14-3-3 protein zeta/delta [Homo sapiens],0,265.001,0,73,20,1304,16,16,1,245,27.7,4.79,7268,2102.56,73,73,588,716,20,20,0,21582.9,22490.9,21121.5,21356.9,22412.9,20625.4,19805.4,20753.1,19158.8,19737.6,20609.3,19166.9,20405.021856158484,20324.930556190826,19729.710359907807,20941.67037234637,20658.869687427108,19590.473673457127,19790.625270265147,19449.032871254254,17713.56330283816,19737.6,19248.531370764736,18072.445678629378
False,High,Master Protein,-3959572878681588736,1215,NP_110379.2,TCP1#6950#T-complex protein 1 subunit alpha isoform a [Homo sapiens],0,264.838,0,71,29,556,10,29,1,556,60.3,6.11,3488,899.99,71,71,263,293,29,29,0,8081.6,7059.2,7210.7,7924.9,6930.8,7293.4,7549.2,6601.0,6730.6,7096.4,6182.4,6350.1,7640.549909082209,6379.368979554498,6735.554884463093,7770.820837003859,6388.396594355027,6927.437077098732,7543.568334408072,6186.2115049389895,6222.879781932194,7096.4,5774.1951617287295,5987.501228882314
False,High,Master Protein,-2262993958771163136,1626,NP_005909.2,"MDH2#4191#malate dehydrogenase, mitochondrial isoform 1 precursor [Homo sapiens]",0,262.31,0,78,20,762,0,20,1,338,35.5,8.68,6628,1372.6,78,78,357,405,20,20,0,14605.1,12634.2,14261.2,15296.3,13158.0,14800.0,16765.1,14635.9,16613.9,17525.6,14917.1,16844.8,13808.032503110346,11417.47273933129,13321.466059925537,14998.903048500564,12128.256822953113,14057.376359593774,16752.59331891919,13716.220718851167,15360.63685392733,17525.6,13932.169812212675,15882.940536413094
False,High,Master Protein,-469021931412063744,2032,NP_057535.1,COPB1#1315#coatomer subunit beta [Homo sapiens],0,261.148,0,46,33,315,33,33,1,953,107.1,6.05,1393,497.19,46,42,158,157,33,30,0,4121.7,4053.6,4391.5,3993.7,3925.5,4232.3,3761.5,3723.4,4027.1,3689.2,3613.8,4066.9,3896.759869365489,3663.221058409184,4102.124519827433,3916.052843157934,3618.2909377186843,4019.93472748032,3758.6939397387755,3489.431891757284,3723.3172629214537,3689.2,3375.1919117907746,3834.674847284528
False,High,Master Protein,3406961842154121216,2971,XP_011526432.1,PRKCSH#5589#glucosidase 2 subunit beta isoform X1 [Homo sapiens],0,255.909,0,51,25,666,1,25,1,535,60.2,4.41,2794,878.45,51,50,303,363,24,21,0,19613.1,20010.4,14995.9,21168.3,20974.6,15856.9,23855.2,24063.3,17979.1,22586.4,22748.0,17051.4,18542.722904105653,18083.313268993275,14007.75340700904,20756.737211062446,19333.13083741544,15061.24399975963,23837.40413964015,22551.229102681165,16622.853517864245,22586.4,21246.019594171383,16077.74341414527
False,High,Master Protein,-7575182119282234368,371,NP_002620.1,PGAM1#5223#phosphoglycerate mutase 1 isoform 1 [Homo sapiens],0,255.741,0,81,20,512,5,14,1,254,28.8,7.18,2100,887.95,81,81,235,277,20,18,8,7371.4,7171.1,7705.0,6848.9,6570.3,7144.8,6772.6,6495.7,6912.2,6870.9,6627.7,7115.1,6969.108790314862,6480.4925330466995,7197.2832574906915,6715.740871248309,6056.109272218335,6786.293419866595,6767.547674139261,6087.528264298166,6390.7808558927445,6870.9,6190.093373671956,6708.8187577550825
False,High,Master Protein,-3283541064302857216,1363,NP_036565.2,SF3B1#23451#splicing factor 3B subunit 1 isoform 1 [Homo sapiens],0,255.664,0,36,33,368,29,33,1,1304,145.7,7.09,1499,543.51,34,35,175,193,31,31,0,6191.4,4535.5,4681.6,5983.9,4510.1,4627.8,6320.0,4800.7,4880.9,6454.6,4812.4,5008.4,5853.5068188343375,4098.712036317065,4373.1085396844155,5867.558556770103,4157.140226265454,4395.589616008653,6315.28531148453,4499.037353698016,4512.711188843913,6454.6,4494.652043915525,4722.4140020998375
False,High,Master Protein,-2651873567954206720,1525,NP_064502.9,"LARS1#51520#leucine--tRNA ligase, cytoplasmic isoform 1 [Homo sapiens]",0,253.97,0,34,33,388,0,33,1,1176,134.4,7.3,2891,631.67,32,34,185,203,32,32,0,7086.9,6035.7,5581.3,7008.9,6066.5,5516.7,6828.8,5937.1,5334.0,6711.9,5653.0,5253.3,6700.135264140108,5454.436387961396,5213.523302405295,6872.630085487053,5591.736587357126,5239.88703803858,6823.705749219234,5564.029135884453,4931.6317648985705,6711.9,5279.749813867189,4953.329901212179
False,High,Master Protein,6713486079386730496,3784,XP_011543629.1,SERPINH1#871#serpin H1 isoform X1 [Homo sapiens],0,251.047,0,56,21,381,21,21,1,418,46.4,8.69,2136,693.04,56,52,184,197,21,18,0,7308.5,6203.7,6384.0,7204.7,6246.4,6137.3,7736.2,6782.5,6652.1,7640.1,6524.2,6546.5,6909.641532682554,5606.257272560947,5963.329826842385,7064.623261411715,5757.557639374854,5829.3470224145185,7730.428833339655,6356.3065493483855,6150.301399190436,7640.1,6093.427160026944,6172.686539562852
False,High,Master Protein,8956218171446358016,4305,NP_001171725.1,ESYT1#23344#extended synaptotagmin-1 isoform 1 [Homo sapiens],0,250.916,0,44,31,296,0,31,1,1114,123.9,5.78,1935,524.57,41,37,148,148,29,26,0,3155.5,4189.1,4631.5,2986.3,3905.6,4432.2,3152.2,4075.6,4720.0,3283.9,4249.3,4860.4,2983.289848310843,3785.671831404656,4326.309851663613,2928.239128007246,3599.948308840681,4209.804290607535,3149.8484745034075,3819.500622561634,4363.94861835794,3283.9,3968.731803301937,4582.864989978047
False,High,Master Protein,-7224600777690592256,438,NP_006421.2,CCT4#10575#T-complex protein 1 subunit delta isoform a [Homo sapiens],0,250.018,0,63,28,393,2,27,1,539,57.9,7.83,2610,661.72,63,59,188,205,28,27,0,5979.3,6794.0,6562.0,5743.1,6581.3,6212.5,5332.4,5990.5,5730.3,5042.1,5659.1,5416.1,5652.982091587712,6139.708868865206,6129.600614620885,5631.440289340795,6066.24841380919,5900.7736914848865,5328.422056164573,5614.073628289201,5298.037027071294,5042.1,5285.447049647234,5106.8338145461485
False,High,Master Protein,7061207721996528640,3857,NP_001145.1,ANXA5#308#annexin A5 [Homo sapiens],0,249.759,0,76,27,924,14,26,1,320,35.9,5.05,6745,1459.2,76,76,461,463,26,24,1,23955.6,20795.9,21835.5,23630.3,20679.2,21240.1,22169.4,19448.6,19935.2,21546.8,18688.6,19092.0,22648.23270169394,18793.166274070347,20396.66172212044,23170.869995161112,19060.848798693725,20174.329703743766,22152.861738041953,18226.504025898565,18431.395867942632,21546.8,17454.64927851377,18001.822563710986
False,High,Master Protein,1473642583666427136,2515,NP_733765.1,ATP2A2#488#sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform b [Homo sapiens],0,249.401,0,30,26,363,0,26,1,1042,114.7,5.34,2491,605.78,30,28,175,188,26,23,0,4755.8,4721.6,5216.9,4683.3,4558.3,5247.7,4789.3,4614.3,5452.1,4821.8,4683.3,5298.2,4496.2541152263375,4266.889813840736,4873.135240234028,4592.245356526918,4201.568101236296,4984.384724475693,4785.727206058997,4324.350211670956,5040.822936896045,4821.8,4374.076119455901,4995.6660542139925
False,High,Master Protein,6189837904598166528,3667,XP_005252022.1,HNRNPK#3190#heterogeneous nuclear ribonucleoprotein K isoform X3 [Homo sapiens],0,248.893,0,63,27,931,0,1,1,440,48.5,5.54,4608,1351.34,63,63,435,496,27,27,0,153.7,218.6,244.1,172.6,247.3,267.7,146.5,239.9,271.4,147.6,233.0,252.8,145.3118839123361,197.54788912775007,228.01516458838128,169.24423986004442,227.9463377653371,254.26754401778737,146.39071172982335,224.82535070972028,250.92704555558157,147.6,217.61572733611447,238.36479908370717
False,High,Master Protein,5778599060552415232,3564,NP_005959.2,HNRNPM#4670#heterogeneous nuclear ribonucleoprotein M isoform a [Homo sapiens],0,247.012,0,56,33,422,0,33,1,730,77.5,8.7,3048,547.19,56,54,221,201,33,30,0,9382.0,9918.0,11364.2,9891.6,10573.9,12059.8,9558.0,10189.6,11675.5,9869.5,10531.5,12186.8,8869.981098669728,8962.854365823538,10615.362283552982,9699.283447274713,9746.388115232097,11454.672123069526,9550.86977961537,9549.313854071554,10794.763155431809,9869.5,9836.137478284505,11490.918249498902
False,High,Master Protein,3851021478040607744,3078,NP_004035.2,ATIC#471#bifunctional purine biosynthesis protein PURH [Homo sapiens],0,246.432,0,61,28,334,0,28,1,592,64.6,6.71,1530,531.35,61,57,157,177,28,25,0,4300.3,4527.0,4674.6,4327.3,4656.6,4853.8,4077.5,4383.3,4419.6,3792.9,3955.8,4086.7,4065.6128457268637,4091.030622512921,4366.569800839194,4243.166854845715,4292.175157452764,4610.249552310558,4074.458205313002,4107.86560969536,4086.2091766302447,3792.9,3694.610704704728,3853.3442421494697
False,High,Master Protein,-3013475598512256000,1433,NP_001302466.1,LDHB#3945#L-lactate dehydrogenase B chain isoform LDHBx [Homo sapiens],0,245.312,0,56,21,1008,0,19,1,341,37.4,6.25,6676,1726.47,56,56,478,530,21,18,0,17800.4,17700.0,18200.7,16566.6,16682.4,16745.0,15354.7,15448.6,15175.1,15151.4,15322.2,15257.8,16828.95028232367,15995.414627452772,17001.374871461496,16244.505353797287,15376.837788663403,15904.781563607956,15343.245470292963,14477.852909438036,14030.372177636353,15151.4,14310.522306392331,14386.560251026056
False,High,Master Protein,5188932186925581312,3432,NP_001184222.1,DPYSL2#1808#dihydropyrimidinase-related protein 2 isoform 1 [Homo sapiens],0,244.341,0,56,26,508,0,26,1,677,73.5,6.35,2592,818.01,56,55,245,263,26,24,0,9617.2,9294.9,7918.0,8495.8,8365.2,7009.5,7724.1,7640.8,6697.0,8163.3,7936.5,6967.0,9092.345152646187,8399.761549192699,7396.247739495301,8330.621164559474,7710.54065780266,6657.782404903552,7718.337859879377,7160.673362662904,6191.814384987951,8163.3,7412.477339068981,6569.175455760236
False,High,Master Protein,-6979633451004200960,505,XP_016883528.1,YWHAB#7529#14-3-3 protein beta/alpha isoform X1 [Homo sapiens],0,242.124,0,69,18,825,10,11,1,246,28.1,4.83,4167,1323.56,69,69,394,431,18,17,0,5645.6,5608.1,4737.8,5253.7,5336.3,4413.7,4801.6,5066.7,4163.5,5096.0,5272.8,4517.4,5337.493635754618,5068.01608882587,4425.6052715560545,5151.555405288038,4918.681933753208,4192.232570158043,4798.018030320272,4748.322652942641,3849.4279814689166,5096.0,4924.653249347058,4259.450725398491
False,High,Master Protein,-1538896593466497280,1789,NP_005498.1,CFL1#1072#cofilin-1 [Homo sapiens],0,240.908,0,80,19,929,14,14,1,166,18.5,8.09,4573,1376.12,80,69,458,471,18,13,6,20049.9,24535.2,22095.3,20487.4,25034.8,22507.3,18823.0,22886.1,20513.3,17981.1,22218.0,19860.2,18955.68471863336,22172.355760874536,20639.342343833105,20089.075548717698,23075.580172614882,21377.94506339763,18808.958135771092,21448.00107910683,18965.887117152954,17981.1,20751.013862462623,18726.157368521523
