Accession,Description,Abundance: F4: 127N  Sample  Pre-term_RDS,Abundance: F5: 127N  Sample  Pre-term_RDS,Abundance: F4: 127C  Sample  Pre-term_Healthy,Abundance: F5: 127C  Sample  Pre-term_Healthy,Abundance: F4: 128N  Sample  Term_RDS,Abundance: F5: 128N  Sample  Term_RDS,Abundance: F4: 128C  Sample  Term_Healthy,Abundance: F5: 128C  Sample  Term_Healthy,normalized Abundance: F4: 127C  Sample  Pre-term_Healthy,normalized Abundance: F4: 127N  Sample  Pre-term_RDS,normalized Abundance: F4: 128C  Sample  Term_Healthy,normalized Abundance: F4: 128N  Sample  Term_RDS,normalized Abundance: F5: 127C  Sample  Pre-term_Healthy,normalized Abundance: F5: 127N  Sample  Pre-term_RDS,normalized Abundance: F5: 128C  Sample  Term_Healthy,normalized Abundance: F5: 128N  Sample  Term_RDS
NP_002925.1,non-secretory ribonuclease precursor [Homo sapiens],438.2,355.0,522.8,399.4,603.5,401.7,649.4,519.1,522.8,344.9602568022011,552.3385631709331,501.6989507667474,366.78138373751784,276.8817204301076,441.1493399339934,327.12760910815933
NP_002956.1,protein S100-A9 [Homo sapiens],0.0,107.7,0.0,97.1,0.0,106.8,0.0,104.6,0.0,0.0,0.0,0.0,89.16993580599144,84.00045433893686,88.89273927392739,86.97343453510435
NP_002990.2,syndecan-4 precursor [Homo sapiens],28.8,35.6,21.7,28.3,33.4,28.0,20.9,17.9,21.7,22.671965759706513,17.776218001651525,27.76594027441485,25.988766048502143,27.76616689383614,15.212046204620462,22.802024035420615
NP_002995.1,secreted and transmembrane protein 1 precursor [Homo sapiens],23.7,0.0,32.6,0.0,36.9,0.0,21.8,0.0,32.6,18.657138489758484,18.54170107349298,30.675544794188863,0.0,0.0,0.0,0.0
NP_003013.1,SH3 domain-binding glutamic acid-rich-like protein [Homo sapiens],758.4,671.1,370.6,284.0,650.4,589.2,390.9,216.2,370.6,597.0284316722715,332.4748142031379,540.6876513317192,260.8059914407989,523.4234438891414,183.73432343234322,479.819734345351
NP_003052.2,slit homolog 1 protein precursor [Homo sapiens],2185.2,1433.6,870.5,631.2,1847.1,1233.4,811.1,560.9,870.5,1720.2354020177313,689.8703550784476,1535.5230024213074,579.6504992867333,1118.1341814326822,476.6724422442244,1004.4291587602783
NP_003216.1,trefoil factor 1 precursor [Homo sapiens],137.2,244.3,165.9,293.8,191.8,345.5,149.7,278.3,165.9,108.00672577193518,127.3253509496284,159.44632768361583,269.805634807418,190.54142056640924,236.50907590759078,281.3606894370651
NP_003217.4,trefoil factor 3 precursor [Homo sapiens],3437.2,3516.6,3223.3,3309.0,5758.4,5780.0,3107.7,3089.8,3223.3,2705.836135738306,2643.2130470685383,4787.047619047619,3038.757132667618,2742.766924125398,2625.8201320132016,4706.989247311827
NP_003237.2,thrombospondin-1 precursor [Homo sapiens],613.3,671.3,624.0,731.1,693.2,785.4,696.6,910.2,624.0,482.8026597370834,592.4838976052849,576.2679580306699,671.3917617689016,523.5794335907921,773.519801980198,639.5967741935483
NP_003348.1,uteroglobin precursor [Homo sapiens],7851.4,8223.3,4880.0,5355.8,10984.9,11517.0,8805.3,10681.3,4880.0,6180.787221033323,7489.231213872832,9131.918482647296,4918.3969329529245,6413.750567923671,9077.342409240924,9378.961100569259
NP_003460.2,secretogranin-2 precursor [Homo sapiens],86.6,222.9,110.5,273.7,96.9,244.6,114.9,264.7,110.5,68.17334148578416,97.72667217175888,80.5544794188862,251.34718259629102,173.8505224897774,224.9513201320132,199.19196710942438
NP_003496.1,frizzled-1 [Homo sapiens],60.7,58.1,47.2,44.3,73.8,61.0,62.2,52.8,47.2,47.78431672271477,52.903385631709334,61.351089588377725,40.68206134094151,45.31500832954718,44.87128712871287,49.67583807716634
NP_003534.1,histone H4 [Homo sapiens],313.6,442.1,224.3,275.8,198.3,141.4,286.3,346.6,224.3,246.8725160501376,243.50867052023122,164.8498789346247,253.2756776034237,344.81523549901567,294.5528052805281,115.15022137887412
NP_003721.2,ribonuclease T2 precursor [Homo sapiens],2971.4,3429.5,2090.7,2432.1,2702.4,3120.1,1352.2,1565.4,2090.7,2339.1485784163865,1150.0957886044591,2246.547215496368,2233.472717546362,2674.83340905649,1330.3316831683169,2540.878399746995
NP_003811.2,tumor necrosis factor receptor superfamily member 14 isoform 1 precursor [Homo sapiens],40.8,0.0,41.2,0.0,48.6,0.0,52.6,0.0,41.2,32.11861815958422,44.7382328654005,40.401937046004846,0.0,0.0,0.0,0.0
NP_003827.4,protein delta homolog 1 isoform 1 preproprotein [Homo sapiens],6810.2,11181.3,2705.8,4654.5,5138.0,8351.0,6169.7,9954.5,2705.8,5361.132681137266,5247.55656482246,4271.299435028249,4274.3714336661915,8720.838255338484,8459.682343234324,6800.703668564199
NP_003869.1,gamma-glutamyl hydrolase precursor [Homo sapiens],2630.4,3030.1,1439.8,1590.9,2316.1,2640.5,1699.5,1975.9,1439.8,2070.706206053195,1445.487200660611,1925.410008071025,1460.9727175463624,2363.321974859912,1679.1889438943895,2150.3123023402904
NP_004099.2,ficolin-2 isoform a precursor [Homo sapiens],44.3,73.2,38.9,64.3,24.9,40.2,29.7,51.3,38.9,34.873891776215224,25.26094137076796,20.699757869249392,59.04868045649073,57.09223080417993,43.59653465346535,32.73719165085389
NP_004100.1,"adrenodoxin, mitochondrial precursor [Homo sapiens]",135.2,163.3,142.7,205.7,165.7,247.7,319.8,559.3,142.7,106.4322837052889,272.0016515276631,137.74899112187248,188.90067760342367,127.36559139784949,475.312706270627,201.71647691334593
NP_004130.2,lipopolysaccharide-binding protein precursor [Homo sapiens],51.5,162.3,24.0,41.4,32.7,60.7,31.9,47.7,24.0,40.541883216141855,27.132122213047065,27.184019370460053,38.01890156918687,126.58564288959566,40.537128712871294,49.431530676786835
NP_004155.2,retinol-binding protein 2 [Homo sapiens],143.0,324.1,184.1,401.9,453.0,713.2,141.0,369.2,184.1,112.57260776520941,119.92568125516102,376.5859564164649,369.07721112696146,252.7813115250644,313.7590759075907,580.8001265022137
NP_004334.1,calreticulin precursor [Homo sapiens],1955.0,2159.6,612.4,587.2,1128.1,1082.1,765.2,718.8,612.4,1539.017120146744,650.8307184145335,937.8071025020176,539.243937232525,1684.3767984249585,610.8613861386139,881.2167931688803
NP_004351.1,cadherin-1 isoform 1 preproprotein [Homo sapiens],9025.9,12106.5,8641.1,11320.6,10170.8,13518.8,5766.0,7884.4,8641.1,7105.378324671354,4904.194880264245,8455.144471347861,10396.057417974323,9442.446615174922,6700.438943894389,11009.14294750158
NP_004360.2,collagen alpha-3(VI) chain isoform 1 precursor [Homo sapiens],25944.3,25575.5,13294.5,13459.0,30263.9,28782.6,13347.6,13552.6,13294.5,20423.898654845612,11352.624277456647,25158.85149313963,12359.816333808845,19947.57307284568,11517.473597359736,23439.340607210623
NP_004376.2,versican core protein isoform 1 precursor [Homo sapiens],0.0,39.6,0.0,28.4,0.0,35.0,0.0,34.0,0.0,0.0,0.0,0.0,26.080599144079887,30.885960926851435,28.894389438943897,28.50253004427577
NP_004379.1,di-N-acetylchitobiase precursor [Homo sapiens],1086.9,1316.8,954.6,1560.1,883.3,1294.9,1054.8,1555.9,954.6,855.6305411189239,897.1461601981832,734.3010492332526,1432.6881241084166,1027.0361956686356,1322.2582508250825,1054.5121758380772
NP_004381.2,pro-cathepsin H isoform a preproprotein [Homo sapiens],385.1,206.4,215.6,124.2,305.3,187.0,258.2,165.3,215.6,303.1588199327423,219.60858794384805,253.80064568200163,114.05670470756064,160.9813721035893,140.47772277227725,152.2849462365591
NP_004420.1,ephrin-B1 precursor [Homo sapiens],936.0,981.5,610.2,636.4,918.2,994.6,607.5,730.7,610.2,736.8388871904616,516.701073492981,763.3139628732849,584.4258202567761,765.5194608511283,620.9744224422443,809.9604680581909
NP_004431.1,ephrin type-A receptor 7 isoform 1 precursor [Homo sapiens],45.7,0.0,39.6,0.0,42.8,0.0,54.4,0.0,39.6,35.97600122286762,46.2691990090834,35.580306698950764,0.0,0.0,0.0,0.0
NP_004474.2,"glycine cleavage system H protein, mitochondrial precursor [Homo sapiens]",135.4,0.0,123.1,0.0,122.5,0.0,106.0,0.0,123.1,106.58972791195353,90.1568951279934,101.8361581920904,0.0,0.0,0.0,0.0
NP_004516.2,low-density lipoprotein receptor-related protein 2 precursor [Homo sapiens],1533.5,2106.4,1348.9,2103.5,1522.7,2305.8,1565.7,2255.5,1348.9,1207.2034546010393,1331.6853839801818,1265.8442292171105,1931.7091654778887,1642.8835377858552,1916.802805280528,1877.7466793168878
NP_004675.3,SPARC-like protein 1 isoform 1 precursor [Homo sapiens],2296.8,2090.4,2278.8,2100.6,3332.4,3032.8,1988.0,1823.2,2278.8,1808.0892693365945,1690.8670520231215,2770.2760290556903,1929.046005706134,1630.404361653794,1549.4191419141914,2469.784946236559
NP_004855.2,growth/differentiation factor 15 preproprotein [Homo sapiens],0.0,63.4,0.0,16.0,0.0,22.1,0.0,25.5,0.0,0.0,0.0,0.0,14.693295292439373,49.44873542329245,21.67079207920792,17.997311827956988
NP_004920.1,calbindin isoform 1 [Homo sapiens],0.0,37.1,0.0,31.6,0.0,42.0,0.0,37.4,0.0,0.0,0.0,0.0,29.019258202567762,28.936089656216875,31.783828382838283,34.20303605313092
NP_004985.2,matrix metalloproteinase-9 preproprotein [Homo sapiens],85.8,384.1,126.9,471.5,84.9,348.7,96.1,376.0,126.9,67.54356465912565,81.7365813377374,70.57869249394673,432.99304564907277,299.5782220202939,319.53795379537956,283.96663504111314
NP_005013.1,profilin-1 isoform 2 [Homo sapiens],1657.7,1485.8,595.7,510.5,1340.7,1135.9,1088.9,890.4,595.7,1304.9763069397738,926.1494632535096,1114.544794188862,468.80795292439376,1158.8474935635318,756.6930693069307,925.0292536369386
NP_005031.1,lysosomal Pro-X carboxypeptidase isoform 1 preproprotein [Homo sapiens],22.0,194.2,22.4,136.7,25.6,217.9,39.0,145.6,22.4,17.31886273310914,33.17093311312964,21.2816787732042,125.53584165477888,151.46600030289264,123.73597359735973,177.44860847564829
NP_005092.1,ubiquitin-like protein ISG15 [Homo sapiens],41.5,0.0,26.6,0.0,33.2,0.0,44.7,0.0,26.6,32.669672882910426,38.01899256812552,27.599677158999196,0.0,0.0,0.0,0.0
NP_005132.2,fibrinogen beta chain isoform 1 preproprotein [Homo sapiens],26.3,0.0,42.7,0.0,25.1,0.0,51.6,0.0,42.7,20.703913176398654,43.88769611890999,20.866020984665052,0.0,0.0,0.0,0.0
NP_005134.1,haptoglobin isoform 1 preproprotein [Homo sapiens],155.0,52.5,152.4,56.7,122.4,46.0,177.6,82.4,152.4,122.01926016508713,151.05532617671346,101.75302663438258,52.06936519258203,40.94729668332577,70.02640264026404,37.46046805819101
NP_005175.2,calmodulin-3 isoform 1 [Homo sapiens],96.1,84.2,68.8,58.1,99.6,96.7,78.7,68.2,68.8,75.65194130235402,66.93724194880265,82.79903147699757,53.355028530670474,65.671664394972,57.958745874587464,78.74841872232763
NP_005414.1,trefoil factor 2 precursor [Homo sapiens],132.0,0.0,105.5,0.0,155.2,0.0,75.5,0.0,105.5,103.91317639865484,64.21552436003303,129.02017756255043,0.0,0.0,0.0,0.0
NP_005536.1,immunoglobulin superfamily containing leucine-rich repeat protein precursor [Homo sapiens],169.6,82.4,147.1,67.4,130.2,70.7,134.6,67.9,147.1,133.512687251605,114.4822460776218,108.23728813559322,61.89550641940087,64.26775708011512,57.70379537953796,57.57511068943706
NP_005552.3,lysosome-associated membrane glycoprotein 1 precursor [Homo sapiens],1488.7,1702.2,1463.2,1671.1,1906.1,2068.1,1241.1,1356.6,1463.2,1171.9359523081625,1055.6011560693642,1584.5706214689264,1534.6228601997148,1327.6283507496594,1152.8861386138612,1684.173782416192
NP_005555.2,neutrophil gelatinase-associated lipocalin precursor [Homo sapiens],380.2,331.8,163.9,185.7,555.8,405.9,268.0,266.8,163.9,299.3014368694589,227.94384805945498,462.04519774011294,170.53405848787446,258.7869150386189,226.73597359735976,330.5479127134724
NP_005558.1,galectin-3-binding protein precursor [Homo sapiens],5626.9,5413.9,8645.9,7822.0,5302.9,4830.5,6183.6,5581.1,8645.9,4429.614032405992,5259.379025598679,4408.383373688458,7183.184736091299,4222.563228835378,4743.01402640264,3933.756325110689
NP_005616.2,syntenin-1 isoform 1 [Homo sapiens],38.3,33.7,30.2,27.7,27.6,21.6,27.8,29.0,30.2,30.150565576276364,23.644921552436003,22.944309927360777,25.437767475035663,26.284264728153875,24.645214521452147,17.590132827324478
NP_005657.1,complement factor H-related protein 2 isoform 1 precursor [Homo sapiens],35.2,127.4,36.9,85.0,30.7,119.3,20.9,93.9,36.9,27.710180372974627,17.776218001651525,25.52138821630347,78.05813124108417,99.3654399515372,79.79950495049505,97.15290955091712
NP_005663.2,prostate stem cell antigen preproprotein [Homo sapiens],243.1,181.8,187.9,141.7,475.9,327.8,220.5,176.1,187.9,191.373433200856,187.54335260115607,395.6230831315577,130.12749643366618,141.79463880054524,149.65594059405942,266.94655281467425
NP_005690.2,interleukin-18-binding protein isoform c precursor [Homo sapiens],226.0,281.3,318.3,418.3,216.7,244.7,367.7,465.5,318.3,177.91195353103026,312.7423616845582,180.1460855528652,384.1378388017119,219.39951537180073,395.59818481848185,199.27340290955087
NP_005787.1,nuclear transport factor 2 [Homo sapiens],1507.3,2047.3,1305.2,1764.1,1812.1,2467.0,1338.6,1725.3,1305.2,1186.578263527973,1138.5284888521883,1506.4269572235673,1620.0276390870185,1596.788580948054,1466.220297029703,2009.0211891208094
NP_005814.2,mesothelin isoform 1 preproprotein [Homo sapiens],1886.2,3374.5,1742.6,2499.7,2060.3,3611.2,1422.8,2114.6,1742.6,1484.856313054112,1210.1436829066886,1712.7594834543988,2295.5518901569185,2631.9362411025295,1797.0610561056105,2940.809614168247
NP_005899.3,beta-mannosidase precursor [Homo sapiens],0.0,64.9,0.0,54.4,0.0,74.1,0.0,39.5,0.0,0.0,0.0,0.0,49.95720399429387,50.61865818567319,33.56848184818482,60.343927893738126
NP_006030.2,C-type mannose receptor 2 precursor [Homo sapiens],0.0,78.6,0.0,25.2,0.0,44.3,0.0,14.4,0.0,0.0,0.0,0.0,23.14194008559201,61.30395274875057,12.237623762376238,36.076059456040475
NP_006042.3,amyloid-beta A4 precursor protein-binding family B member 3 isoform d [Homo sapiens],44.5,84.3,81.2,118.0,78.9,105.0,52.4,82.3,81.2,35.03133598287985,44.56812551610239,65.590799031477,108.36305278174038,65.74965924579737,69.9414191419142,85.5075901328273
NP_006094.3,WAP four-disulfide core domain protein 2 precursor [Homo sapiens],2995.9,3087.9,2998.8,3053.9,3630.9,3650.2,3430.3,3286.3,2998.8,2358.4354937328035,2917.596201486375,3018.4237288135596,2804.490905848788,2408.4029986369837,2792.812706270627,2972.5695762175833
NP_006112.3,"keratin, type II cytoskeletal 1 [Homo sapiens]",22098.8,22478.1,28173.2,28407.1,15252.9,15855.9,14940.9,15872.1,28173.2,17396.640171201467,12707.784475639966,12679.973365617434,26087.119293865904,17531.76056338028,13488.66584158416,12912.379032258063
NP_006395.2,endothelial protein C receptor precursor [Homo sapiens],197.1,97.1,258.5,169.3,165.6,85.2,186.7,151.3,258.5,155.16126566799144,158.79521056977703,137.66585956416463,155.47343081312414,75.73300015144632,128.58003300330034,69.38330170777988
NP_006477.3,fibulin-1 isoform D precursor [Homo sapiens],147.6,0.0,121.8,0.0,130.4,0.0,55.8,0.0,121.8,116.19382451849586,47.459950454170105,108.40355125100888,0.0,0.0,0.0,0.0
NP_006484.2,ceroid-lipofuscinosis neuronal protein 5 isoform 1 precursor [Homo sapiens],166.4,140.3,147.2,123.4,202.9,167.2,135.0,109.7,147.2,130.99357994497095,114.822460776218,168.67393058918483,113.32203994293867,109.42677570801153,93.22689768976898,136.16065781151167
NP_006496.4,poliovirus receptor isoform alpha precursor [Homo sapiens],20.1,52.0,35.2,120.4,38.8,100.4,41.1,95.6,35.2,15.82314276979517,34.957060280759706,32.25504439063761,110.56704707560628,40.557322429198855,81.24422442244224,81.76154332700821
NP_006601.2,mannan-binding lectin serine protease 2 isoform 1 preproprotein [Homo sapiens],5909.0,6659.0,3842.4,4293.9,3667.5,3933.4,4871.5,5645.1,3842.4,4651.689085906451,4143.389760528489,3048.849878934625,3943.2212910128387,5193.677116462215,4797.403465346535,3203.1957621758374
NP_006682.2,lymphatic vessel endothelial hyaluronic acid receptor 1 precursor [Homo sapiens],7568.9,6147.4,7234.5,5988.4,9053.4,7265.9,6541.6,5602.9,7234.5,5958.397279119535,5563.8711808422795,7526.232445520581,5499.3330955777465,4794.655459639558,4761.540429042904,5917.043801391523
NP_006705.1,acid sphingomyelinase-like phosphodiesterase 3a isoform a precursor [Homo sapiens],133.8,95.1,82.9,50.6,129.7,75.2,79.5,54.4,82.9,105.3301742586365,67.61767134599505,107.82163034705407,46.46754636233952,74.17310313493867,46.23102310231023,61.23972169512966
NP_006752.1,14-3-3 protein epsilon [Homo sapiens],155.5,196.0,78.6,123.5,81.6,121.6,53.3,88.1,78.6,122.4128706817487,45.33360858794384,67.83535108958837,113.41387303851641,152.86990761774953,74.87046204620462,99.02593295382667
NP_006807.1,vesicular integral-membrane protein VIP36 precursor [Homo sapiens],19901.2,17477.6,12142.3,10203.9,13273.8,10896.1,10571.2,8538.5,12142.3,15666.643228370529,8991.194054500413,11034.716707021791,9370.557239657632,13631.628047857035,7256.31600660066,8873.326217583806
NP_008980.1,butyrophilin subfamily 2 member A1 isoform 1 precursor [Homo sapiens],0.0,27.8,0.0,31.0,0.0,25.0,0.0,45.4,0.0,0.0,0.0,0.0,28.468259629101286,21.68256852945631,38.58250825082508,20.35895003162555
NP_009016.1,follistatin-related protein 1 precursor [Homo sapiens],492.2,718.6,316.9,442.5,411.1,608.5,439.0,618.2,316.9,387.47019260165087,373.3856317093311,341.7538337368846,406.3614479315264,560.4709980311981,525.3679867986799,495.5368437697659
NP_009193.2,Parkinson disease protein 7 [Homo sapiens],82.7,0.0,36.8,0.0,75.5,0.0,32.6,0.0,36.8,65.1031794558239,27.72749793559042,62.764326069410814,0.0,0.0,0.0,0.0
NP_009199.1,V-set and immunoglobulin domain-containing protein 4 isoform 1 precursor [Homo sapiens],57.0,58.7,12.5,15.9,42.5,43.5,14.7,8.6,12.5,44.87159889941913,12.502890173410403,35.33091202582728,14.601462196861627,45.78297743449948,7.308580858085809,35.42457305502846
NP_031377.2,multimerin-1 precursor [Homo sapiens],217.3,394.2,174.4,286.2,247.9,443.9,186.4,330.2,174.4,171.06313054111894,158.5400495458299,206.08313155770784,262.82631954350927,307.45570195365747,280.6155115511551,361.4935167615433
NP_036204.2,complement component C1q receptor precursor [Homo sapiens],31.2,136.0,17.6,42.8,30.7,183.8,20.2,29.7,17.6,24.561296239682054,17.180842279108173,25.52138821630347,39.30456490727532,106.07299712252008,25.24009900990099,149.67900063251105
NP_036220.1,6-phosphogluconolactonase [Homo sapiens],187.3,50.0,105.0,25.4,118.3,32.1,122.2,35.0,105.0,147.44649954142466,103.93559042113955,98.34463276836158,23.325606276747504,38.99742541269121,29.744224422442244,26.140891840607207
NP_036230.1,angiopoietin-related protein 2 precursor [Homo sapiens],368.1,344.6,232.8,228.6,202.9,207.7,231.5,163.8,232.8,289.7760623662489,196.8992568125516,168.67393058918483,209.93045649072755,268.77025594426783,139.2029702970297,169.14215686274505
NP_036246.1,caspase-14 precursor [Homo sapiens],23.2,0.0,39.3,0.0,15.3,0.0,24.5,0.0,39.3,18.26352797309691,20.838150289017342,12.719128329297822,0.0,0.0,0.0,0.0
NP_036541.2,prion-like protein doppel preproprotein [Homo sapiens],294.5,172.0,189.6,104.0,300.3,165.1,121.1,66.0,189.6,231.83659431366553,103.0,249.6440677966102,95.50641940085592,134.15114341965776,56.08910891089109,134.45050600885511
NP_036545.1,glutaminyl-peptide cyclotransferase precursor [Homo sapiens],593.3,886.5,532.3,772.6,484.4,672.3,618.1,899.4,532.3,467.0582390706206,525.7167630057803,402.68926553672316,709.5024964336662,691.424352567015,764.3415841584158,547.4928842504743
NP_036605.2,"thioredoxin, mitochondrial precursor [Homo sapiens]",83.2,43.7,58.2,25.2,113.1,47.4,100.7,48.5,58.2,65.49678997248547,85.64905037159373,94.02179176755448,23.14194008559201,34.08374981069212,41.21699669966997,38.60056925996204
NP_038265.2,glutathione hydrolase 1 proenzyme precursor [Homo sapiens],0.0,42.3,0.0,42.1,0.0,46.2,0.0,37.7,0.0,0.0,0.0,0.0,38.6617332382311,32.99182189913676,32.03877887788779,37.62333965844402
NP_055059.2,A disintegrin and metalloproteinase with thrombospondin motifs 2 isoform 1 preproprotein [Homo sapiens],295.9,368.5,354.5,436.1,317.2,385.5,350.0,434.8,354.5,232.93870376031794,297.6878612716763,263.69330104923324,400.48412981455067,287.4110252915342,369.50825082508254,313.935009487666
NP_055439.1,protein S100-A6 [Homo sapiens],244.1,209.0,234.2,197.3,276.1,229.9,345.4,289.8,234.2,192.16065423417913,293.77539223782,229.5262308313156,181.18669757489303,163.00923822504924,246.2821782178218,187.22090449082856
NP_055703.1,protein FAM3C precursor [Homo sapiens],5203.4,5463.4,2350.7,2399.5,4193.4,4439.1,2184.0,2144.9,2350.7,4096.225924793641,1857.5722543352601,3486.0387409200966,2203.5351283880173,4261.170679993942,1822.8110561056108,3615.0166034155595
NP_055851.1,endonuclease domain-containing 1 protein precursor [Homo sapiens],21.3,189.8,29.4,127.9,26.4,167.9,30.0,97.8,29.4,16.76780800978294,25.516102394715112,21.946731234866828,117.45452924393724,148.03422686657584,83.11386138613861,136.7307084123972
NP_056203.2,protein YIPF3 [Homo sapiens],1806.2,3084.6,1761.5,3285.6,1650.9,2355.2,1666.4,3490.2,1761.5,1421.8786303882605,1417.3344343517754,1372.4188861985474,3017.268188302425,2405.829168559746,2966.0940594059407,1917.9759645793797
NP_057218.1,carboxypeptidase Q preproprotein [Homo sapiens],182.2,182.7,212.8,186.0,341.5,350.3,216.0,161.6,212.8,143.4316722714766,183.7159372419488,283.89426957223566,170.80955777460773,142.49659245797366,137.33333333333334,285.26960784313724
NP_057563.3,protein shisa-5 isoform a precursor [Homo sapiens],6539.1,7767.0,7072.3,8653.7,6219.5,7543.9,6394.8,7763.9,7072.3,5147.717059003363,5439.012386457473,5170.367231638418,7946.960592011414,6057.860063607452,6598.033828382838,6143.435325743199
NP_057603.1,ameloblastin precursor [Homo sapiens],230.2,239.1,316.8,354.7,253.5,271.6,304.3,317.9,316.8,181.21828187098745,258.8183319570603,210.73849878934624,325.73199001426536,186.48568832348934,270.1625412541254,221.17963314358
NP_057630.2,complement C1r subcomponent-like protein isoform 1 precursor [Homo sapiens],198.9,210.8,178.3,170.7,198.2,179.7,185.2,185.3,178.3,156.5782635279731,157.5194054500413,164.76674737691687,156.75909415121257,164.41314553990614,157.47442244224425,146.34013282732445
NP_057717.1,alpha-hemoglobin-stabilizing protein [Homo sapiens],151.7,88.4,21.2,22.9,77.1,57.9,30.7,32.4,21.2,119.42143075512075,26.111478117258464,64.09443099273608,21.029778887303852,68.94744812963806,27.534653465346533,47.15132827324477
NP_057723.1,tumor necrosis factor receptor superfamily member 12A precursor [Homo sapiens],4289.0,4605.3,3475.1,3668.2,5015.4,5215.0,2455.7,2638.3,3475.1,3376.3910119229595,2088.66308835673,4169.38014527845,3368.6216119828814,3591.8968650613365,2242.1196369636964,4246.87697659709
NP_057936.1,folate receptor alpha precursor [Homo sapiens],369.1,461.6,463.1,546.1,383.1,459.1,390.5,443.1,463.1,290.563283399572,332.1345995045417,318.47699757869253,501.50053495007137,360.02423140996524,376.56188118811883,373.8717583807716
NP_058634.4,EGF-containing fibulin-like extracellular matrix protein 2 precursor [Homo sapiens],289.9,209.8,237.9,205.3,265.1,204.3,277.8,221.7,237.9,228.21537756037907,236.27910817506194,220.38175948345443,188.5333452211127,163.63319703165232,188.40841584158414,166.373339658444
NP_059118.2,calmodulin-like protein 5 [Homo sapiens],44.5,125.7,47.6,166.4,57.3,158.8,95.2,256.6,47.6,35.03133598287985,80.97109826589596,47.634382566585955,152.81027104136948,98.0395274875057,218.0676567656766,129.3200506008855
NP_061974.2,apolipoprotein M isoform 1 [Homo sapiens],621.6,649.1,384.5,409.4,726.3,706.5,390.5,526.0,384.5,489.33659431366556,332.1345995045417,603.7845036319612,375.9646932952924,506.26457670755724,447.013201320132,575.343927893738
NP_061980.1,myeloid-derived growth factor precursor [Homo sapiens],2210.1,3439.3,1122.2,1743.1,2515.9,3977.2,702.7,974.2,1122.2,1739.8372057474778,597.672171758877,2091.506860371267,1600.742689015692,2682.4769044373775,827.9092409240925,3238.8646426312453
NP_065137.1,endosialin precursor [Homo sapiens],2137.2,2868.0,2245.6,2905.4,1991.4,2624.7,2185.3,2940.6,2245.6,1682.4487924182206,1858.6779521056978,1655.4818401937048,2668.118758915835,2236.8923216719677,2499.0247524752476,2137.445445920303
NP_065145.2,charged multivesicular body protein 1b [Homo sapiens],53.4,132.7,49.3,118.7,55.8,137.3,61.6,155.2,49.3,42.03760317945582,52.39306358381503,46.38740920096852,109.0058844507846,103.49916704528245,131.89438943894388,111.81135357368753
NP_065699.1,twisted gastrulation protein homolog 1 precursor [Homo sapiens],684.1,536.6,559.3,492.7,653.4,521.6,547.7,420.4,559.3,538.537908896362,465.8389760528489,543.181598062954,452.4616619115549,418.52036952900204,357.27062706270624,424.7691334598355
NP_065784.1,protein HEG homolog 1 precursor [Homo sapiens],0.0,84.2,0.0,117.3,0.0,91.4,0.0,105.0,0.0,0.0,0.0,0.0,107.72022111269615,65.671664394972,89.23267326732673,74.43232131562301
NP_066278.3,hepatocyte growth factor-like protein isoform 1 precursor [Homo sapiens],59.0,64.4,78.8,86.2,79.2,76.7,85.2,98.8,78.8,46.446040966065425,72.46573080099091,65.8401937046005,79.16012838801713,50.22868393154628,83.96369636963696,62.46125869702719
NP_066925.1,kunitz-type protease inhibitor 2 isoform a precursor [Homo sapiens],177.6,323.2,170.4,296.3,199.4,355.3,190.6,338.7,170.4,139.81045551819014,162.11230388109,165.76432606941083,272.10146219686163,252.07935786763593,287.83910891089107,289.34139784946234
NP_066932.1,thymosin beta-4 [Homo sapiens],6576.9,7162.0,1579.8,1597.7,5340.1,5231.0,2688.3,2782.6,1579.8,5177.474014062977,2286.497935590421,4439.308313155771,1467.2173680456492,5585.991216113888,2364.750825082508,4259.90670461733
NP_066972.1,coactosin-like protein [Homo sapiens],2097.1,1819.7,627.2,545.2,962.4,838.8,964.5,877.6,627.2,1650.8812289819625,820.3426919900908,800.0581113801453,500.67403708987166,1419.2723004694838,745.8151815181518,683.0834914611004
NP_066978.1,CD209 antigen isoform 1 [Homo sapiens],55.0,43.4,46.4,40.3,46.3,50.8,75.5,58.9,46.4,43.29715683277285,64.21552436003303,38.48991121872478,37.00873751783167,33.84976525821597,50.055280528052805,41.369386464263115
NP_068713.2,tyrosine-protein kinase receptor UFO isoform 1 precursor [Homo sapiens],524.3,749.3,643.6,701.9,787.2,735.1,765.2,856.1,643.6,412.7399877713237,650.8307184145335,654.4116222760291,644.5764978601998,584.4154172345903,727.5437293729374,598.6345667299177
NP_076435.1,LYNX1-SLURP2 protein precursor [Homo sapiens],0.0,67.7,0.0,46.2,0.0,68.2,0.0,63.5,0.0,0.0,0.0,0.0,42.426890156918695,52.802514008783895,53.96452145214521,55.5392156862745
NP_077727.3,mimecan isoform 1 [Homo sapiens],959.6,923.4,465.4,612.4,869.6,902.2,534.4,691.6,465.4,755.4173035768878,454.52683732452516,722.9120258272801,562.385877318117,720.2044525215812,587.7458745874587,734.7137887413029
