Checked,Protein FDR Confidence: Combined,Master,Unique Sequence ID,Protein Group IDs,Accession,Description,Exp. q-value: Combined,Sum PEP Score,# Decoy Protein: Combined,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,Score Sequest HT: Sequest HT,Coverage [%] (by Search Engine): Mascot,Coverage [%] (by Search Engine): Sequest HT,# PSMs (by Search Engine): Mascot,# PSMs (by Search Engine): Sequest HT,# Peptides (by Search Engine): Mascot,# Peptides (by Search Engine): Sequest HT,# Razor Peptides,Abundances (by Bio. Rep.): Cntrol 1,Abundances (by Bio. Rep.): Cntrol 2,Abundances (by Bio. Rep.): Cntrol 3,Abundances (by Bio. Rep.): Sample- A1,Abundances (by Bio. Rep.): Sample- A2,Abundances (by Bio. Rep.): Sample- A3,Abundances (by Bio. Rep.): Sample- B1,Abundances (by Bio. Rep.): Sample- B2,Abundances (by Bio. Rep.): Sample- B3,Abundances (by Bio. Rep.): Sample- C1,Abundances (by Bio. Rep.): Sample- C2,Abundances (by Bio. Rep.): Sample- C3,normalized Abundances (by Bio. Rep.): Cntrol 1,normalized Abundances (by Bio. Rep.): Cntrol 2,normalized Abundances (by Bio. Rep.): Cntrol 3,normalized Abundances (by Bio. Rep.): Sample- A1,normalized Abundances (by Bio. Rep.): Sample- A2,normalized Abundances (by Bio. Rep.): Sample- A3,normalized Abundances (by Bio. Rep.): Sample- B1,normalized Abundances (by Bio. Rep.): Sample- B2,normalized Abundances (by Bio. Rep.): Sample- B3,normalized Abundances (by Bio. Rep.): Sample- C1,normalized Abundances (by Bio. Rep.): Sample- C2,normalized Abundances (by Bio. Rep.): Sample- C3,average_normalized  (by Bio. Rep.): Sample- A,P VALUE of  (by Bio. Rep.): Sample- A,average_normalized  (by Bio. Rep.): Sample- B,P VALUE of  (by Bio. Rep.): Sample- B,average_normalized  (by Bio. Rep.): Sample- C,P VALUE of  (by Bio. Rep.): Sample- C,average_normalized_of_CONTROL,FOLDCHANGE of   (by Bio. Rep.): Sample- A,FOLDCHANGE of   (by Bio. Rep.): Sample- B,FOLDCHANGE of   (by Bio. Rep.): Sample- C,LOG2 foldchange of  (by Bio. Rep.): Sample- A,LOG2 foldchange of  (by Bio. Rep.): Sample- B,LOG2 foldchange of  (by Bio. Rep.): Sample- C
FALSE,High,Master Protein,4.3886E+18,3223,NP_000691.1,ANXA1#301#annexin A1 [Homo sapiens],0,343.402,0,73,27,1777,1,27,1,346,38.7,7.02,13413,2881.23,73,71,850,927,27,25,0,34332.2,32293.7,31376.8,33367.4,31480.7,30823.8,31717.7,29868,28995.5,29850,28154.7,27346.9,32458.5339,29183.67917,29309.243,32718.65729,29017.02497,29277.14577,31694.03875,27991.17789,26808.23563,29850,26295.73184,25785.35729,30337.60935,0.990437556,28831.15076,0.46413888,27310.36304,0.147957938,30317.15203,0.999325678,1.051541518,1.110096998,-0.000973169,0.072505813,0.150685742
FALSE,High,Master Protein,7.74225E+18,4025,NP_055205.2,SND1#27044#staphylococcal nuclease domain-containing protein 1 [Homo sapiens],0,343.08,0,50,39,487,16,39,1,910,101.9,7.17,2437,754.63,50,50,236,251,39,36,0,8233.7,9737.9,6898.5,8025.7,9261.5,6604.3,7660.1,9035.4,6225.4,7581.5,8969.8,6222.1,7784.349112,8800.098763,6443.927132,7869.661042,8536.696349,6272.914236,7654.385604,8467.640574,5755.789349,7581.5,8377.551721,5866.810191,7559.757209,0.909122206,7292.605176,0.734853558,7275.287304,0.711088411,7676.125002,1.01539306,1.052590236,1.05509579,0.022038304,0.073943917,0.077373984
FALSE,High,Master Protein,2.21401E+18,2703,NP_001275905.1,XRCC6#2547#X-ray repair cross-complementing protein 6 isoform 1 [Homo sapiens],0,338.87,0,59,39,688,0,39,1,609,69.8,6.64,2998,1123.91,59,49,322,366,39,32,0,13435.4,13559.3,15055.4,13970.2,14259.5,15636.5,13457.8,13604.9,15189.6,13235.5,13396.3,14706.6,12702.16841,12253.48167,14063.33269,13698.58563,13143.55359,14851.90307,13447.76055,12750.00589,14043.77838,13235.5,12511.78355,13866.83447,13898.0141,0.29562236,13413.84827,0.5744835,13204.70601,0.783408895,13006.32759,0.935840725,0.969619406,0.984976688,-0.095665083,-0.044509522,-0.021838515
FALSE,High,Master Protein,8.44709E+18,4188,NP_001099008.1,MYBBP1A#10514#myb-binding protein 1A isoform 1 [Homo sapiens],0,335.286,0,38,37,486,0,37,1,1332,149.3,9.28,2666,706.95,38,36,249,237,37,32,0,5216.3,5800.6,6365,5482.9,5871.2,6696.5,5518.2,5893.2,6537.2,5390.2,5735.6,6511,4931.622512,5241.977519,5945.581821,5376.299205,5411.720737,6360.487891,5514.08345,5522.88769,6044.068836,5390.2,5356.89599,6139.213635,5716.169278,0.479564737,5693.679992,0.419799561,5628.769875,0.552518978,5373.060617,0.93997577,0.94368855,0.954571023,-0.089304527,-0.083617296,-0.067075552
FALSE,High,Master Protein,5.92693E+18,3601,NP_006635.2,HSPH1#10808#heat shock protein 105 kDa isoform 1 [Homo sapiens],0,334.554,0,58,40,767,0,38,1,858,96.8,5.39,4138,1142.71,57,53,369,398,39,35,0,12806.6,11568.7,11963.8,12456.9,11293.7,11867.3,11738.4,10409.2,11009,11071.9,9746.9,10466.4,12107.68492,10454.58493,11175.45197,12214.70783,10409.85667,11271.83125,11729.64321,9755.1148,10178.54033,11071.9,9103.342201,9868.755273,11298.79858,0.944024369,10554.43278,0.420957538,10014.66582,0.176666655,11245.90727,0.995318855,1.065515079,1.122943838,-0.006769321,0.09155101,0.167285775
FALSE,High,Master Protein,3.60245E+18,3023,NP_005372.2,NCL#4691#nucleolin [Homo sapiens],0,331.565,0,44,46,1393,46,46,1,710,76.6,4.7,5660,1675.31,44,43,671,722,46,38,0,33565.2,31611.3,30030.1,35616.8,33661.5,32571.9,35260.9,33846.4,32110.7,35532.5,33881.2,32360.1,31733.39262,28566.9972,28051.28306,34924.32354,31027.15588,30937.53088,35234.59554,31719.58629,29688.44172,35532.5,31644.12867,30512.29721,32296.33677,0.179901328,32214.20785,0.243922921,32562.97529,0.183181551,29450.55763,0.911885389,0.914210207,0.904418511,-0.133075585,-0.129402168,-0.144937575
FALSE,High,Master Protein,3.61995E+17,2232,NP_004030.1,ANXA2#302#annexin A2 isoform 2 [Homo sapiens],0,329.371,0,78,32,1609,1,32,1,339,38.6,7.75,12059,2648.59,78,75,796,813,32,28,0,30961.4,31073.3,26393.6,32972.8,33025.1,28247,31841.7,31657.5,26640.8,31716.3,31596.1,27101.9,29271.69397,28080.80889,24654.40823,32331.72927,30440.56045,26829.64257,31817.94625,29668.23068,24631.16152,31716.3,29509.90679,25554.34711,29867.31076,0.300998284,28705.77948,0.622627801,28926.8513,0.524806385,27335.63703,0.915235966,0.952269457,0.944991791,-0.127784348,-0.070558235,-0.081626297
FALSE,High,Master Protein,7.44937E+18,3957,NP_003283.2,TPR#7175#nucleoprotein TPR [Homo sapiens],0,326.889,0,24,52,345,51,52,1,2363,267.1,5.02,1616,465.73,24,22,173,172,51,45,0,5183.3,6533.9,4461.3,5338.5,6821.9,4638.4,5657.6,7301.7,5021.4,5574.7,7131.8,4876,4900.423474,5904.657606,4167.325087,5234.706689,6288.019093,4405.657737,5653.379459,6842.881464,4642.612625,5574.7,6660.909203,4597.57421,5309.461173,0.689754407,5712.957849,0.42605285,5611.061138,0.472267321,4990.802056,0.939982777,0.873593362,0.889457793,-0.089293772,-0.194966201,-0.169001947
FALSE,High,Master Protein,-1.65801E+17,2102,NP_114032.2,HNRNPU#3192#heterogeneous nuclear ribonucleoprotein U isoform a [Homo sapiens],0,326.427,0,51,40,1083,2,2,1,825,90.5,6,3602,1466.31,51,45,530,553,40,33,40,24123.2,23981.9,21427.6,26021.2,25811.9,23327.8,26577.6,26186.5,23642.4,26623.8,26401.8,23902.6,22806.686,21672.34091,20015.64007,25515.28513,23791.86444,22157.27461,26557.77324,24541.01312,21858.94466,26623.8,24658.57043,22537.7312,23821.47473,0.142069901,24319.24367,0.165575786,24606.70054,0.104407883,21498.22232,0.902472352,0.884000449,0.873673506,-0.14804536,-0.177880993,-0.194833854
FALSE,High,Master Protein,8.73235E+18,4249,XP_006720201.1,KTN1#3895#kinectin isoform X1 [Homo sapiens],0,326.088,0,38,43,409,0,43,1,1357,156.2,5.64,2138,662.82,38,36,202,207,43,39,0,5415.9,6307.6,5803.1,5248.6,6081.9,5680.7,5239.3,6039.6,5775.4,5652.3,6523.5,6184.8,5120.329421,5700.15126,5420.707913,5146.554562,5605.931386,5395.657965,5235.391508,5660.088321,5339.734926,5652.3,6092.773379,5831.640069,5382.714637,0.891956889,5411.738252,0.992938755,5858.904483,0.10690744,5413.729532,1.005761943,1.000367956,0.924017374,0.008288869,0.00053075,-0.114008117
FALSE,High,Master Protein,-2.84715E+18,1486,NP_005564.1,LMNB1#4001#lamin-B1 isoform 1 [Homo sapiens],0,324.508,0,58,40,601,20,35,1,586,66.4,5.16,2674,830.01,58,53,322,279,40,32,3,11148.2,11824.9,10818.4,12058.2,12484.7,11302.5,12818,13540.8,12207.6,12753.6,13816.4,12333.2,10539.79144,10686.11178,10105.52747,11823.75952,11507.64918,10735.37137,12808.43784,12689.93376,11286.7244,12753.6,12904.14564,11628.95862,11355.59336,0.087064572,12261.69866,0.052196379,12428.90142,0.024694949,10443.81023,0.919706254,0.851742529,0.84028426,-0.120754944,-0.231510707,-0.251050635
FALSE,High,Master Protein,-4.13709E+18,1172,NP_004492.2,HNRNPU#3192#heterogeneous nuclear ribonucleoprotein U isoform b [Homo sapiens],0,322.883,0,50,39,1083,1,1,1,806,88.9,5.78,3574,1465.98,50,47,529,554,39,33,0,54.2,312.2,0,75.5,312,0,81,307.8,0,75.2,275,0,51.24205666,282.1338105,0,74.03209797,287.5829251,0,80.9395744,288.4587034,0,75.2,256.8425966,0,120.538341,0.942356105,123.1327593,0.926393913,110.6808655,0.997117219,111.1252891,0.921908234,0.902483545,1.00401536,-0.117304942,-0.148027468,0.005781341
FALSE,High,Master Protein,-5.15523E+17,2018,NP_006363.4,SYNCRIP#10492#heterogeneous nuclear ribonucleoprotein Q isoform 1 [Homo sapiens],0,321.366,0,49,32,757,0,1,1,623,69.6,8.59,4204,1245.87,49,47,352,405,32,28,34,15377.9,11467.4,11192.4,15865.2,11941.3,11664.7,15570.3,11532.6,11415.5,15492.8,11617.6,11426.2,14538.65725,10363.04055,10454.88295,15556.74226,11006.77559,11079.39716,15558.68463,10807.92347,10554.37616,15492.8,10850.52564,10773.74948,12547.63834,0.727755061,12306.99475,0.819100968,12372.35837,0.792138533,11785.52692,0.939262561,0.957628337,0.952569152,-0.090399591,-0.062462252,-0.070104266
FALSE,High,Master Protein,2.74995E+18,2815,NP_005337.2,HSPA1B#3304#heat shock 70 kDa protein 1B [Homo sapiens],0,318.307,0,71,36,842,17,29,1,641,70,5.66,3813,1095.92,71,68,396,446,36,34,0,4162.1,5041.8,5582.3,4905.3,6038.5,6844.9,4059.5,5109.3,5661.7,3820.6,4657.5,5095.5,3934.955056,4556.25319,5214.457408,4809.929141,5565.927863,6501.441584,4056.471633,4788.245787,5234.611842,3820.6,4349.979614,4804.540482,5625.766196,0.165030578,4693.109754,0.81716666,4325.040032,0.630697619,4568.555218,0.812076979,0.973460127,1.056303568,-0.300311604,-0.038806207,0.079024506
FALSE,High,Master Protein,-7.23341E+18,436,NP_000179.2,HK1#3098#hexokinase-1 isoform HKI [Homo sapiens],0,316.989,0,53,43,467,0,40,1,917,102.4,6.8,2675,679.87,53,51,227,240,43,41,3,8365.1,8300.3,8564.9,7754.3,7785.7,8004.2,8402.7,8495.7,8783.8,9164.2,9376.8,9699.6,7908.57801,7500.945765,8000.520619,7603.537712,7176.392244,7602.571071,8396.431628,7961.853823,8121.197431,9164.2,8757.678764,9145.740527,7460.833676,0.177442187,8159.827627,0.15054037,9022.539764,0.004123668,7803.348131,1.045908335,0.956312864,0.864872678,0.064756418,-0.064445412,-0.209440332
FALSE,High,Master Protein,-7.04859E+18,483,NP_001060.1,TUBB2A#7280#tubulin beta-2A chain isoform 1 [Homo sapiens],0,310.568,0,62,23,1214,1,3,1,445,49.9,4.89,6059,1929.73,62,55,587,627,23,21,0,175.3,47.2,135.1,140.9,34.2,112.3,124.7,50.2,85.9,150.7,40.6,111.1,165.7330725,42.65443901,126.1976597,138.1605643,31.52351295,106.6650922,124.6069744,47.04557151,79.42016659,150.7,37.919307,104.756049,92.11638983,0.707713414,83.69090418,0.556422907,97.79178532,0.792722906,111.5283904,1.210733406,1.332622601,1.140467883,0.27588123,0.414268267,0.18962582
FALSE,High,Master Protein,-1.11929E+18,1881,NP_000282.1,PGK1#5230#phosphoglycerate kinase 1 [Homo sapiens],0,310.179,0,76,28,910,23,28,1,417,44.6,8.1,4162,1266.98,76,72,422,488,28,26,0,19506.7,26247.5,18959.5,18820.6,25831.2,18404.6,18429.4,25215.8,17804.7,19678.5,27024.1,19290.6,18442.12964,23719.75398,17710.17416,18454.68216,23809.65402,17481.10736,18415.65176,23631.30921,16461.60931,19678.5,25239.78188,18189.08225,19915.14785,0.988408036,19502.85676,0.881425171,21035.78804,0.725665526,19957.35259,1.002119228,1.023304065,0.948733299,0.003054165,0.033234891,-0.07592551
FALSE,High,Master Protein,3.00271E+18,2869,NP_006422.1,CCT2#10576#T-complex protein 1 subunit beta isoform 1 [Homo sapiens],0,310.06,0,72,31,602,2,31,1,535,57.5,6.46,5361,979.8,72,70,292,310,30,28,0,9849.3,8518.4,8790.3,9746,8495,8681.5,9158.9,8054.6,8194.5,8847,7753.1,7889.8,9311.778388,7698.041806,8211.06801,9556.514262,7830.182529,8245.886004,9152.067506,7548.471321,7576.351049,8847,7241.186676,7439.282404,8544.194265,0.855246431,8092.296625,0.681763844,7842.489694,0.462021798,8406.962735,0.983938622,1.038884648,1.071976255,-0.023359771,0.055035475,0.10027295
FALSE,High,Master Protein,2.4685E+18,2751,XP_016865667.1,SYNCRIP#10492#heterogeneous nuclear ribonucleoprotein Q isoform X4 [Homo sapiens],0,309.639,0,52,31,753,0,1,1,562,62.6,7.56,4200,1239.02,52,51,349,404,31,28,0,86.1,9.4,7.5,94.5,7.1,5.7,88.9,2.1,9.1,85.5,7.2,10.3,81.4011269,8.494739972,7.00579162,92.66269216,6.544355027,5.413989544,88.83368104,1.968041836,8.413545006,85.5,6.724606167,9.711856925,34.87367891,0.94923638,33.07175596,0.984467823,33.97882103,0.964663151,32.30055283,0.926215812,0.976680914,0.950608404,-0.110579708,-0.034040791,-0.073076939
FALSE,High,Master Protein,8.42826E+18,4184,NP_004238.3,EFTUD2#9343#116 kDa U5 small nuclear ribonucleoprotein component isoform a [Homo sapiens],0,309.233,0,59,43,385,0,42,1,972,109.4,5,2416,645.05,59,59,184,201,43,42,0,4395.6,3658.8,5400.9,4425.6,3719.2,5365.5,4638.5,3827.4,5609.2,4564,3788.1,5567.1,4155.711886,3306.44198,5045.010661,4339.555666,3428.135946,5096.273842,4635.039702,3586.896821,5186.072159,4564,3537.983419,5249.211523,4287.988484,0.872634023,4469.336227,0.68468618,4450.398314,0.710819321,4169.054842,0.972263535,0.932812979,0.936782406,-0.040580681,-0.100340232,-0.094214114
FALSE,High,Master Protein,4.28654E+17,2249,XP_011526286.2,ILF3#3609#interleukin enhancer-binding factor 3 isoform X1 [Homo sapiens],0,308.806,0,53,36,937,0,36,1,898,95.7,8.81,4874,1423.74,52,48,450,487,35,33,0,16684.7,15585.6,16210.7,16974,15955.4,16412.3,17337.1,16430.7,17141.4,18095,16947,17754.2,15774.13916,14084.64035,15142.50483,16643.98452,14706.7327,15588.77554,17324.16661,15398.24047,15848.34509,18095,15828.04176,16740.41264,15646.49759,0.436047542,16190.25073,0.195518256,16887.81814,0.088706954,15000.42811,0.958708365,0.926509933,0.888239558,-0.060836075,-0.110121652,-0.170979271
FALSE,High,Master Protein,8.36912E+18,4167,NP_006816.2,CKAP4#10970#cytoskeleton-associated protein 4 [Homo sapiens],0,306.921,0,67,36,670,34,35,1,602,66,5.92,3364,975.11,65,67,310,360,35,36,1,11283.3,12146,9158.3,11399.1,12234.8,9540.6,12206.2,13087.2,10000.5,11834.8,12848.3,9698.4,10667.51841,10976.28848,8554.818852,11177.47401,11277.30632,9061.878709,12197.09424,12264.83672,9246.116135,11834.8,11999.96631,9144.609048,10505.55301,0.696976458,11236.0157,0.406633901,10993.12512,0.483839326,10066.20858,0.95817979,0.895887728,0.915682162,-0.061631711,-0.158610148,-0.127081176
FALSE,High,Master Protein,2.72668E+18,2810,NP_005557.1,LDHA#3939#L-lactate dehydrogenase A chain isoform 1 [Homo sapiens],0,304.502,0,63,27,1333,0,25,1,332,36.7,8.27,10411,2179.66,63,62,652,681,27,23,2,29121.1,27689.7,24542.9,23964.1,23073.3,20787.6,25496.7,24087.2,21328.9,29716.7,28514.3,24539.3,27531.8276,25023.06398,22925.65909,23498.18012,21267.58688,19744.53492,25477.67959,22573.62729,19719.96265,29716.7,26631.58856,23138.07482,21503.43397,0.103444928,22590.42318,0.296968743,26495.45446,0.599170215,25160.18356,1.170054215,1.113754415,0.949603774,0.226575379,0.155431151,-0.074602426
FALSE,High,Master Protein,-4.53556E+18,1089,NP_003312.3,"TUFM#7284#elongation factor Tu, mitochondrial isoform 1 precursor [Homo sapiens]",0,303.297,0,65,27,891,4,27,1,455,49.8,7.61,6162,1373.12,65,63,440,451,27,24,0,11191.8,9032.8,11415.5,11355.3,9342,11904.2,12326.3,9930.3,12615.2,12788.8,10377.2,13326.6,10581.01199,8162.902895,10663.2819,11134.52559,8610.896431,11306.87971,12317.10464,9306.307545,11663.57725,12788.8,9692.025432,12565.63422,10350.76724,0.670627823,11095.66315,0.352418821,11682.15322,0.221661929,9802.398927,0.947021481,0.883444171,0.839091796,-0.078530944,-0.178789128,-0.253099446
FALSE,High,Master Protein,3.94567E+18,3104,NP_001352542.1,RRBP1#6238#ribosome-binding protein 1 isoform 1 [Homo sapiens],0,302.97,0,53,45,400,11,45,1,1410,152.4,8.6,1657,523.49,50,48,198,202,43,39,0,10181.8,12056.6,4352.6,9724,11500.8,4333.6,9137.9,10675.1,4011.1,9678.8,11503.8,4155.2,9626.132333,10895.49808,4065.787814,9534.941995,10600.74906,4116.15177,9131.083172,10004.30638,3708.524217,9678.8,10744.2395,3917.932805,8083.947607,0.971116075,7614.637924,0.8498022,8113.657436,0.97934442,8195.806075,1.01383711,1.076322493,1.010124736,0.019825877,0.10611041,0.014533456
FALSE,High,Master Protein,8.28885E+18,4142,NP_006752.1,YWHAE#7531#14-3-3 protein epsilon [Homo sapiens],0,298.463,0,78,25,1527,2,22,1,255,29.2,4.74,7950,2142.82,78,76,744,783,25,22,3,27128.5,23755.1,23937.1,26148.1,23214.3,23188.2,24454.7,21685.4,21551.2,24596.8,21593.1,21734.3,25647.97295,21467.38271,22359.77794,25639.71789,21397.55224,22024.67936,24436.45692,20322.74973,19925.49353,24596.8,20167.37409,20493.24388,23020.64983,0.943748386,21561.56673,0.45355082,21752.47266,0.502970491,23158.37787,1.005982804,1.074058215,1.064631973,0.008605645,0.103072191,0.090354798
FALSE,High,Master Protein,5.18988E+17,2278,NP_001276052.1,TUBB4A#10382#tubulin beta-4A chain isoform 1 [Homo sapiens],0,298.434,0,68,25,1039,0,2,1,495,54.4,5.02,4583,1594.54,68,68,505,534,24,22,2,48.1,543,184.6,57.5,497.5,163.8,56.8,489.2,176.6,59,531.5,217.2,45.47496172,490.7067877,172.4358844,56.38206137,458.565722,155.5809627,56.75762748,458.4600315,163.278247,59,496.4066913,204.7976043,223.509582,0.946990684,226.165302,0.957936698,253.4014319,0.930259867,236.2058779,1.056804258,1.044394856,0.932141055,0.079708184,0.062667256,-0.10137981
FALSE,High,Master Protein,1.07422E+18,2426,XP_005249786.1,HNRNPA2B1#3181#heterogeneous nuclear ribonucleoproteins A2/B1 isoform X1 [Homo sapiens],0,295.277,0,63,27,1555,1,23,1,353,37.4,8.95,6484,2207.82,63,63,695,860,27,23,5,23743.2,26753.8,21826.8,24707.5,27599.8,22600.5,25416.3,28651.8,23088.6,26879.9,30628.8,24353.1,22447.42435,24177.29513,20388.535,24227.12663,25439.84364,21466.46854,25397.33957,26851.40051,21346.92035,26879.9,28606.47463,22962.50708,23711.14627,0.441063486,24531.88681,0.337982646,26149.62724,0.140122089,22337.75149,0.942078094,0.910559863,0.854228295,-0.086081437,-0.135174227,-0.227306409
FALSE,High,Master Protein,6.401E+18,3708,NP_064505.1,UGGT1#56886#UDP-glucose:glycoprotein glucosyltransferase 1 precursor [Homo sapiens],0,293.968,0,42,45,374,0,43,1,1555,177.1,5.63,2096,556.45,42,40,182,192,45,43,2,5101.8,5510.6,4854.1,5079.1,5483.5,4656,5744.9,6184.6,5350.7,5395.7,6036.2,5124.2,4823.371303,4979.905754,4534.241747,4980.35005,5054.362083,4422.374617,5740.614333,5795.976924,4947.072007,5395.7,5637.648298,4831.601675,4819.028917,0.876559011,5494.554421,0.103983043,5288.316658,0.155227789,4779.172935,0.991729458,0.869801729,0.903722913,-0.011981485,-0.201241519,-0.146047594
FALSE,High,Master Protein,-4.91222E+18,990,XP_005245768.1,HNRNPR#10236#heterogeneous nuclear ribonucleoprotein R isoform X2 [Homo sapiens],0,290.338,0,48,30,844,0,3,1,633,70.9,8.13,4528,1347.76,48,46,370,474,29,27,23,12906.7,11554.1,9075.1,13466,12007.7,9375.9,13433.1,12150.8,9394.1,14105,12673.8,9848.2,12202.322,10441.39097,8477.101271,13204.18849,11067.97913,8905.442906,13423.07897,11387.2775,8685.459686,14105,11836.988,9285.855278,11059.20351,0.698202395,11165.27205,0.674618565,11742.61443,0.482516211,10373.60475,0.938006497,0.929095565,0.883415257,-0.092330179,-0.106101097,-0.178836346
FALSE,High,Master Protein,-6.49693E+18,616,NP_006077.2,TUBB3#10381#tubulin beta-3 chain isoform 1 [Homo sapiens],0,287.567,0,62,24,924,2,9,1,450,50.4,4.93,5568,1428.13,62,62,459,465,24,22,2,1841.5,3207.4,2245.9,1413.3,2577.3,1841.4,1431.4,2659.8,1731.5,1556.9,2873.5,1909.5,1741.000873,2898.513722,2097.907653,1385.822041,2375.600875,1749.003569,1430.332183,2492.66556,1600.884965,1556.9,2683.771642,1800.465126,1836.808828,0.41424706,1841.294236,0.442472355,2013.712256,0.656634728,2245.807416,1.222668022,1.219689593,1.115257361,0.290032737,0.286514033,0.15737667
FALSE,High,Master Protein,-1.57645E+18,1782,NP_002131.2,HNRNPK#3190#heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens],0,286.996,0,65,28,966,0,2,1,464,51,5.33,4760,1452,65,65,454,512,28,27,30,15473.4,14622.4,11865.6,16157.6,14812.5,12283.3,15842.1,14782.5,12263.5,16177.9,15013.2,12386.8,14628.94538,13214.20061,11083.72281,15843.4573,13653.27589,11666.9575,15830.28187,13853.60878,11338.4076,16177.9,14021.92463,11679.498,13721.23023,0.663381427,13674.09942,0.696380212,13959.77421,0.586284739,12975.62293,0.945660317,0.948919745,0.929500917,-0.080606037,-0.075642019,-0.105471806
FALSE,High,Master Protein,8.3729E+18,4168,NP_112420.1,HNRNPA1#3178#heterogeneous nuclear ribonucleoprotein A1 isoform b [Homo sapiens],0,283.57,0,50,22,877,0,17,1,372,38.7,9.13,5254,1460.88,50,49,420,457,22,17,1,21466.3,13552.9,13119.3,22341.1,14111,13680.1,22421.7,13927.3,13781.6,23650.3,14344.6,14247,20294.78525,12247.69802,12254.81093,21906.73515,13006.67518,12993.66989,22404.97352,13052.14717,12741.99031,23650.3,13397.47022,13433.47821,15969.02674,0.808452444,16066.37034,0.798657638,16827.08281,0.686094785,14932.4314,0.935087131,0.929421586,0.887404642,-0.096827294,-0.105594943,-0.172335995
FALSE,High,Master Protein,8.96119E+18,4308,XP_016858683.1,IMMT#10989#MICOS complex subunit MIC60 isoform X1 [Homo sapiens],0,282.857,0,57,37,363,0,37,1,758,83.6,6.48,1584,543.15,55,56,173,190,36,33,0,6969.8,6553.6,5357.9,6995.5,6470.1,5416.1,7412,6947,5750.4,7761.5,7385.7,6140.4,6589.42595,5922.460413,5004.844123,6859.490614,5963.75091,5144.334872,7406.470685,6510.469827,5316.620791,7761.5,6898.044967,5789.775365,5989.192132,0.834899826,6411.187101,0.496112401,6816.440111,0.255952422,5838.910162,0.974907806,0.910737757,0.856592307,-0.036662301,-0.134892398,-0.223319374
FALSE,High,Master Protein,-8.06881E+17,1963,NP_006000.2,TUBA1A#7846#tubulin alpha-1A chain isoform 1 [Homo sapiens],0,282.481,0,75,26,1313,0,2,1,451,50.1,5.06,11045,2246.44,75,75,595,718,26,26,3,1050.5,933.1,1350,800.3,704.2,1158.1,849.8,678.9,1229,900.9,818.3,1278.7,993.1693822,843.2384965,1261.042492,784.7402385,649.0894098,1099.9897,849.1660534,636.2398107,1136.290858,900.9,764.2701703,1205.684607,844.6064495,0.358394673,873.8989075,0.451083495,956.9515924,0.694451344,1032.483457,1.222443254,1.181467842,1.078929661,0.289767497,0.240580362,0.109600813
FALSE,High,Master Protein,-9.16575E+18,17,NP_001269633.1,PDIA6#10130#protein disulfide-isomerase A6 isoform a [Homo sapiens],0,281.648,0,49,18,734,0,18,1,492,53.9,5.33,5143,1480.45,49,47,322,412,18,16,0,8922,9365.5,12687.3,8432.4,8654.4,11787.2,8960.4,9415.7,12915.3,8864.8,9431.6,12855.2,8435.085415,8463.562469,11851.27734,8268.453813,7977.107908,11195.75045,8953.715586,8824.043579,11941.03932,8864.8,8808.860489,12121.15176,9147.104056,0.789909611,9906.266162,0.842643693,9931.604083,0.835960469,9583.308406,1.0476877,0.967398639,0.964930572,0.067208735,-0.047817586,-0.051502953
FALSE,High,Master Protein,4.1562E+18,3155,NP_001257376.1,"ACADVL#37#very long-chain specific acyl-CoA dehydrogenase, mitochondrial isoform 3 [Homo sapiens]",0,279.889,0,60,36,463,0,36,1,678,72.9,8.75,2920,739.3,60,60,221,242,36,36,0,4142,5579.1,7820.9,3974.4,5249.2,7454.9,4525.2,6495.2,9101.4,5148.3,7202.7,9893.6,3915.952005,5041.808912,7305.546091,3897.128082,4838.398367,7080.833448,4521.824223,6087.059683,8414.839397,5148.3,6727.127894,9328.662881,5272.119965,0.918831484,6341.241101,0.575080158,7068.030258,0.356730241,5421.102336,1.028258532,0.854896108,0.766989124,0.040203043,-0.226178989,-0.382721975
FALSE,High,Master Protein,-3.6228E+18,1282,NP_001339990.1,GSN#2934#gelsolin isoform b [Homo sapiens],0,279.77,0,57,35,496,2,35,1,731,80.6,5.85,2580,767.9,57,52,243,253,35,30,0,10494,11876,12149.1,10363,11740.5,12101.2,10031,11330.4,11721.1,9666.9,10875.8,11160.7,9921.294143,10732.29063,11348.54173,10161.51829,10821.69017,11493.99478,10023.51692,10618.42915,10836.92334,9666.9,10157.70441,10523.40986,10825.73442,0.793084425,10492.95647,0.73850429,10116.00476,0.329348349,10667.3755,0.985371993,1.016622487,1.054504793,-0.021259628,0.023784047,0.076565652
FALSE,High,Master Protein,-6.56807E+18,602,XP_024308601.1,HDLBP#3069#vigilin isoform X1 [Homo sapiens],0,279.73,0,36,33,434,0,33,1,1268,141.4,6.87,1944,677.61,36,34,209,225,33,32,0,4414.6,4550.7,6152.7,4033.1,4151.2,5540.2,3881.2,3892.9,5275,3976.6,4044.4,5334.3,4173.674969,4112.448212,5747.271213,3954.686812,3826.327688,5262.207872,3878.304644,3648.280983,4877.082407,3976.6,3777.360719,5029.704698,4347.740791,0.664471396,4134.556011,0.458152942,4261.221806,0.56595044,4677.798131,1.075914678,1.131390679,1.097759831,0.105563674,0.17809719,0.134562455
